gold_left,sum_unit_tier,mean_unit_rarity,placement
3,18,3.6,3
0,16,1.2857142857142858,7
2,19,2.9,1
1,15,2.0,4
2,14,3.111111111111111,8
1,18,1.8888888888888888,2
6,14,2.6666666666666665,6
5,19,3.1,1
1,11,3.0,8
1,19,3.2,5
7,13,2.75,7
0,17,2.4444444444444446,4
1,16,2.6666666666666665,2
1,16,3.6666666666666665,3
2,17,3.1,6
0,17,2.9,6
0,17,3.4444444444444446,4
0,22,4.636363636363637,3
1,17,2.6666666666666665,5
0,16,3.6,2
0,13,3.0,8
0,13,2.888888888888889,7
10,17,3.2,1
0,19,2.8181818181818183,4
3,15,3.0,5
1,15,1.5714285714285714,8
1,15,2.375,6
0,16,2.555555555555556,7
0,18,4.363636363636363,3
3,18,2.6666666666666665,2
2,17,3.5,1
5,18,3.4,5
11,11,3.0,7
11,16,3.25,4
3,14,2.75,8
1,19,3.0,1
1,15,4.0,6
1,17,3.0,3
1,22,2.2222222222222223,2
18,20,4.090909090909091,3
1,14,2.375,6
1,20,4.636363636363637,1
10,14,3.333333333333333,5
0,14,2.375,8
0,18,3.2222222222222223,2
0,17,1.0,7
0,15,3.5,4
1,13,2.375,7
0,16,3.0,5
0,20,2.0,3
1,17,2.555555555555556,4
1,16,3.0,6
1,15,2.555555555555556,8
23,22,3.1,1
0,16,3.555555555555556,2
21,17,3.0,4
1,14,1.4285714285714286,8
0,18,3.0,5
0,17,2.5,2
37,21,3.4545454545454546,1
4,15,1.4285714285714286,6
1,16,2.7777777777777777,3
1,15,4.555555555555555,7
0,17,4.6,5
42,16,1.7142857142857142,7
55,17,2.555555555555556,1
0,17,3.111111111111111,3
2,17,3.4444444444444446,2
0,14,2.888888888888889,8
1,13,3.7777777777777777,6
4,17,2.0,4
9,21,4.090909090909091,2
1,13,3.111111111111111,7
18,15,3.3,1
0,13,3.7,5
1,15,2.875,4
2,14,4.0,6
1,19,2.2222222222222223,3
1,11,2.875,8
30,15,1.1428571428571428,7
52,19,2.6666666666666665,3
0,13,2.7777777777777777,8
33,14,2.875,5
0,20,4.25,2
0,16,4.181818181818182,6
14,18,2.6,1
0,15,3.7777777777777777,4
57,15,2.25,4
2,15,3.888888888888889,7
3,21,4.636363636363637,1
1,17,2.555555555555556,6
1,14,2.375,8
0,18,4.1,3
0,20,3.8181818181818175,2
0,15,4.0,5
3,18,4.090909090909091,3
0,14,2.625,7
9,18,2.888888888888889,2
9,19,2.25,6
1,17,3.7777777777777777,4
3,14,2.333333333333333,8
1,16,3.375,5
2,17,5.3,1
45,19,3.4,3
1,19,1.7777777777777777,1
14,16,3.2222222222222223,7
1,17,4.0,8
38,14,1.7142857142857142,6
1,17,3.0,5
2,19,3.727272727272727,2
0,14,3.125,4
13,17,2.0,4
2,16,3.2222222222222223,3
3,14,3.6666666666666665,5
19,15,1.0,8
0,13,2.75,7
2,13,1.8571428571428568,6
8,19,4.166666666666667,1
6,14,4.125,2
12,18,4.2727272727272725,4
2,18,2.888888888888889,2
1,15,3.333333333333333,8
14,18,2.5,3
64,18,3.1,1
0,16,4.090909090909091,7
3,16,1.875,5
4,18,2.0,6
0,16,3.4,6
0,19,3.6,3
0,18,3.25,7
15,17,4.0,2
3,12,4.0,8
0,19,3.9,1
1,20,2.4444444444444446,4
8,17,2.2222222222222223,5
0,13,3.6666666666666665,8
1,12,2.0,6
1,16,3.4,4
0,11,3.0,7
9,17,2.555555555555556,3
1,14,2.7777777777777777,2
3,21,2.5,1
3,15,3.4,5
1,14,3.6666666666666665,8
1,15,3.7,6
0,16,2.0,3
0,16,3.0,5
3,17,2.7777777777777777,4
2,22,2.0,1
0,17,3.111111111111111,2
40,11,3.125,7
41,15,3.4444444444444446,5
30,14,3.125,7
0,17,2.7777777777777777,4
1,16,2.25,6
2,11,2.0,8
7,16,3.888888888888889,1
40,18,4.2,3
1,22,1.8888888888888888,2
0,15,2.2222222222222223,6
2,19,5.0,5
1,12,2.375,8
1,16,2.0,3
3,19,3.8,1
1,12,1.8888888888888888,7
1,15,2.888888888888889,2
1,15,2.375,4
1,16,3.6666666666666665,2
0,15,2.625,7
1,14,2.375,8
2,13,4.111111111111111,3
0,12,3.375,6
4,19,2.7777777777777777,1
0,14,4.0,4
0,15,2.625,5
4,19,3.9,2
17,15,1.7142857142857142,7
2,19,1.25,4
1,23,4.538461538461538,1
0,10,2.4285714285714284,8
32,17,2.0,6
1,18,2.0,3
1,16,3.333333333333333,5
3,16,2.0,4
0,17,2.9,3
18,15,1.1666666666666667,8
65,17,2.555555555555556,2
1,16,2.125,6
4,18,3.727272727272727,1
4,15,3.7,5
0,14,1.75,7
1,13,2.0,5
11,16,3.888888888888889,1
9,14,2.75,8
40,16,2.375,7
4,14,2.625,2
2,20,1.3333333333333333,3
3,12,3.0,6
0,14,2.0,4
1,20,4.363636363636363,2
1,14,2.0,8
22,16,2.625,4
4,17,3.333333333333333,3
7,24,4.166666666666667,1
2,17,2.6,5
2,13,2.6666666666666665,7
5,16,2.625,6
0,15,2.333333333333333,6
14,20,3.8181818181818175,2
10,17,2.7777777777777777,1
1,13,2.625,4
42,13,3.125,7
3,15,2.0,5
16,13,0.5,8
0,16,2.75,3
0,19,2.333333333333333,3
10,20,4.2727272727272725,2
0,16,2.2222222222222223,4
25,19,2.4444444444444446,1
50,16,0.8571428571428571,7
59,13,3.888888888888889,6
0,17,4.0,8
64,12,3.375,5
2,23,1.8888888888888888,1
3,19,2.0,6
0,15,2.75,3
0,16,1.0,8
12,15,2.875,5
40,14,2.375,7
2,13,2.7777777777777777,4
2,18,3.7,2
1,19,2.0,1
46,18,2.0,3
2,17,3.333333333333333,7
2,14,3.375,5
0,10,2.125,8
2,16,3.6,6
2,19,4.9,2
0,17,2.888888888888889,4
0,15,3.111111111111111,7
14,17,3.111111111111111,4
50,15,2.375,5
3,15,3.4,6
4,14,3.25,3
0,15,3.125,2
2,14,2.2222222222222223,8
2,23,2.363636363636364,1
6,13,3.75,8
5,18,2.4,1
0,15,3.888888888888889,5
0,16,1.8888888888888888,3
1,16,2.888888888888889,2
0,15,2.5,7
0,15,1.75,6
0,15,4.5,4
0,17,3.7777777777777777,2
42,18,3.2222222222222223,3
0,18,3.6,4
7,16,1.5714285714285714,7
24,18,3.7,5
0,17,2.2222222222222223,6
8,21,3.8333333333333335,1
1,15,1.4285714285714286,8
12,16,1.75,5
7,20,2.333333333333333,2
5,20,1.5555555555555556,4
8,14,2.75,8
54,15,2.375,7
1,15,4.444444444444445,3
51,16,3.888888888888889,6
13,18,2.6666666666666665,1
51,17,3.5,8
1,21,2.5,1
41,17,2.555555555555556,4
0,21,3.083333333333333,2
3,17,2.6666666666666665,6
1,17,4.2,5
0,12,2.2222222222222223,7
4,18,2.555555555555556,3
3,11,2.0,8
1,16,2.125,4
42,21,2.6666666666666665,1
0,13,1.875,7
12,17,4.090909090909091,2
0,17,4.0,3
1,13,4.0,6
50,13,2.75,5
1,15,3.4444444444444446,5
9,17,2.555555555555556,2
30,18,1.375,7
0,17,2.4444444444444446,6
8,14,2.7142857142857144,8
2,22,1.3333333333333333,4
5,21,4.416666666666667,1
3,16,4.4,3
9,19,3.7,3
3,15,4.0,5
0,12,2.142857142857143,8
41,15,2.25,6
4,17,2.6666666666666665,7
1,19,2.9,2
6,20,4.090909090909091,1
42,15,2.375,4
0,11,4.0,8
1,14,2.0,6
1,17,3.9,5
0,17,2.555555555555556,4
3,17,3.0,3
13,13,3.0,7
7,18,3.2,2
1,16,4.2,1
0,13,2.0,6
18,14,0.6666666666666666,8
0,14,2.125,5
1,15,2.0,7
32,18,3.636363636363636,4
0,15,5.909090909090909,3
13,16,3.555555555555556,1
2,15,2.7142857142857144,2
1,15,3.333333333333333,7
27,15,3.0,4
27,19,3.0,1
4,19,2.0,2
1,15,2.375,6
2,16,2.888888888888889,5
2,11,2.25,8
0,15,3.0,3
0,18,2.0,5
1,14,4.2,4
2,14,2.0,8
56,16,3.375,2
1,19,1.375,3
1,14,2.5,6
0,13,2.875,7
4,17,2.6666666666666665,1
1,13,2.375,6
1,14,3.0,7
1,15,3.6666666666666665,5
0,14,2.6666666666666665,8
66,16,4.0,2
4,19,4.545454545454546,3
12,16,2.6666666666666665,4
51,20,3.1,1
2,18,3.3,1
2,17,3.6666666666666665,3
0,17,3.3,2
1,17,3.6666666666666665,4
29,14,2.2857142857142856,8
0,13,3.0,5
18,13,3.0,7
0,15,3.4,6
6,15,1.625,4
5,19,3.4,3
13,15,2.142857142857143,8
1,19,2.333333333333333,1
0,15,3.6666666666666665,5
1,11,3.125,7
1,13,2.0,6
0,17,2.875,2
0,16,2.0,7
11,18,4.0,1
1,17,2.0,6
59,14,3.0,5
5,19,5.083333333333333,4
0,12,2.555555555555556,8
0,14,2.888888888888889,2
2,17,3.333333333333333,3
4,17,3.333333333333333,2
0,16,3.7777777777777777,5
0,17,2.6666666666666665,3
1,14,2.4444444444444446,7
0,16,2.0,6
0,16,2.7777777777777777,4
1,17,2.2222222222222223,8
4,15,4.444444444444445,1
65,16,2.75,1
4,17,3.333333333333333,5
6,23,1.5555555555555556,2
2,13,2.4285714285714284,8
10,17,3.7,4
1,15,1.7777777777777777,3
1,17,4.0,6
0,14,2.0,7
1,20,4.333333333333333,5
2,17,3.1,6
0,19,2.4,4
1,13,3.555555555555556,8
0,20,3.8181818181818175,3
1,19,2.6,2
1,17,3.7,7
1,18,3.0,1
9,16,3.2222222222222223,1
5,16,2.7777777777777777,3
0,14,3.0,4
52,18,2.875,2
0,15,3.111111111111111,8
0,14,2.25,7
1,13,2.875,6
1,15,1.5,5
1,18,3.4444444444444446,1
0,12,2.875,7
2,16,2.25,3
0,18,3.5,4
1,11,1.6666666666666667,8
0,15,3.0,2
4,17,3.111111111111111,5
37,13,2.625,6
0,15,2.7777777777777777,4
0,14,2.555555555555556,6
0,14,2.8,5
19,18,3.5,1
1,17,2.555555555555556,3
0,21,1.7777777777777777,2
1,8,2.125,8
2,14,2.75,7
43,16,2.555555555555556,6
1,13,3.571428571428572,4
7,19,3.0,2
0,16,2.0,7
2,18,3.4444444444444446,1
3,18,3.6,5
43,17,3.6666666666666665,3
0,15,4.4,8
0,16,3.2222222222222223,2
0,12,3.0,8
43,14,1.875,7
2,19,3.363636363636364,1
17,17,2.0,4
1,15,2.375,6
35,17,2.75,5
0,16,4.6,3
0,11,3.2857142857142856,8
1,19,4.4,1
1,21,1.7777777777777777,2
50,14,3.375,4
0,16,1.4285714285714286,7
2,18,2.7,6
6,16,4.111111111111111,3
1,19,2.4,5
0,17,3.1,4
0,13,3.6666666666666665,7
6,15,3.2222222222222223,2
14,13,4.5,5
57,23,2.7777777777777777,1
7,20,4.833333333333333,3
0,15,4.7,6
10,12,3.125,8
13,18,3.909090909090909,5
2,18,3.8181818181818175,6
0,16,2.75,4
2,15,4.222222222222222,1
0,18,2.6666666666666665,7
1,17,3.1,2
12,16,3.2222222222222223,8
0,17,2.0,3
1,15,2.0,7
3,17,3.111111111111111,3
2,17,3.7,1
0,14,2.142857142857143,6
46,21,1.5555555555555556,2
1,13,2.333333333333333,8
0,17,3.4,4
1,17,3.6666666666666665,5
1,18,3.1,4
62,15,1.1428571428571428,8
1,16,2.0,5
0,16,3.111111111111111,6
0,15,3.0,7
0,16,3.0,3
1,20,3.636363636363636,1
12,22,2.363636363636364,2
0,17,3.2222222222222223,3
0,12,3.125,7
1,14,2.0,5
3,17,5.083333333333333,1
1,19,3.6,2
0,13,2.0,6
12,16,2.555555555555556,4
1,19,0.8571428571428571,8
11,18,4.1,3
0,17,2.6666666666666665,4
0,11,2.142857142857143,7
29,15,2.625,6
0,14,3.0,5
57,7,1.1666666666666667,8
1,15,3.888888888888889,2
4,21,4.0,1
11,12,3.25,7
3,15,3.555555555555556,5
1,18,2.6666666666666665,2
5,18,3.6,1
1,12,0.6666666666666666,8
8,19,3.333333333333333,3
2,16,3.7,6
20,18,2.555555555555556,4
3,15,3.2222222222222223,7
8,17,2.0,1
0,15,2.5,5
10,16,2.75,2
0,14,2.6666666666666665,6
4,15,2.7777777777777777,3
4,14,3.2222222222222223,8
0,17,4.0,4
2,21,2.4,1
1,17,3.3,6
2,17,2.2222222222222223,4
3,18,3.5454545454545454,5
0,15,3.111111111111111,7
1,15,2.555555555555556,3
1,17,3.2222222222222223,2
0,15,2.375,8
3,17,4.1,3
6,16,0.6666666666666666,8
1,14,3.888888888888889,7
0,12,3.111111111111111,6
4,18,3.8,4
54,17,4.1,5
1,18,3.7777777777777777,2
2,16,6.0,1
1,12,2.142857142857143,8
1,14,4.222222222222222,4
1,15,2.0,5
14,17,3.3,1
29,12,3.25,7
4,16,2.5,6
0,16,3.8,2
22,17,3.6666666666666665,3
7,12,2.5,7
2,20,3.6,1
7,16,3.4444444444444446,3
4,16,3.7777777777777777,4
46,18,3.7,5
1,17,3.6666666666666665,2
0,14,2.375,6
0,11,2.625,8
2,18,1.75,2
1,17,2.888888888888889,1
1,12,3.0,8
31,18,2.888888888888889,3
44,18,1.375,4
1,15,3.2222222222222223,6
4,14,3.6666666666666665,5
2,15,1.875,7
0,22,4.75,2
3,15,4.3,4
0,17,1.0,6
4,14,2.625,8
0,16,2.25,3
6,14,2.5,5
5,19,3.1,1
2,14,2.7777777777777777,7
1,17,2.6,5
0,19,4.090909090909091,4
0,17,3.8,6
1,16,2.888888888888889,1
1,16,3.375,2
0,15,2.375,8
0,19,1.375,7
0,17,3.3,3
27,20,2.888888888888889,1
1,19,3.3,2
15,14,2.125,6
1,10,2.5,8
1,21,4.076923076923077,3
1,16,3.7777777777777777,5
2,13,2.75,7
6,21,3.9,4
1,14,2.555555555555556,6
0,21,3.0,3
0,16,1.875,4
2,12,2.125,8
1,14,1.8888888888888888,5
0,18,3.7,2
0,15,3.3,7
9,18,3.6666666666666665,1
1,13,2.75,8
6,18,2.7777777777777777,7
1,18,4.3,3
2,16,4.2,4
1,16,3.6666666666666665,1
4,17,4.333333333333333,2
0,14,2.75,6
1,17,1.75,5
15,17,1.875,6
1,18,3.375,3
1,14,3.111111111111111,5
1,13,1.7777777777777777,8
1,15,3.111111111111111,7
0,18,4.090909090909091,2
6,19,2.9,4
1,18,4.545454545454546,1
1,18,2.0,4
1,17,3.2,1
1,18,4.0,3
1,15,2.5,5
0,15,3.8,8
0,13,3.333333333333333,6
1,17,2.7777777777777777,2
10,13,3.0,7
0,15,3.4444444444444446,8
20,22,3.5,1
0,15,2.75,3
13,14,2.875,7
1,16,2.7,4
1,17,4.363636363636363,5
2,18,2.2222222222222223,2
0,14,4.3,6
2,18,4.1,1
0,17,3.7,4
1,16,3.9,2
17,17,3.2,3
26,13,3.125,8
0,15,2.875,7
55,15,3.333333333333333,6
41,15,3.0,5
4,15,3.25,5
21,14,3.375,3
2,22,3.9166666666666665,1
1,14,3.6666666666666665,7
1,15,3.0,4
20,11,1.3333333333333333,8
0,12,2.555555555555556,6
0,21,3.909090909090909,2
4,18,4.2,1
0,16,3.7,3
0,16,2.25,4
0,18,3.7,2
3,16,1.75,5
1,13,3.5,7
33,15,3.125,8
10,16,2.0,6
2,16,3.5,1
6,14,2.0,5
1,16,2.0,2
2,14,2.25,7
3,18,2.125,3
0,16,2.888888888888889,4
2,14,2.5,6
0,10,2.625,8
31,19,2.9,3
6,15,1.75,7
0,17,2.0,5
1,17,3.111111111111111,2
19,14,1.75,6
3,13,3.0,4
12,13,2.0,8
2,19,2.333333333333333,1
3,13,2.0,7
1,14,2.875,8
1,14,3.25,6
27,18,3.7,3
42,18,1.75,4
0,16,2.7777777777777777,5
8,18,4.3,2
56,18,2.0,1
1,16,3.6,6
2,17,3.111111111111111,1
11,17,3.0,3
8,16,4.4,5
13,15,2.5,8
2,19,2.6666666666666665,2
0,17,2.7777777777777777,4
4,11,2.555555555555556,7
5,16,2.7777777777777777,4
0,12,3.25,8
44,16,2.25,5
2,15,1.7142857142857142,7
8,19,3.4,1
1,14,3.0,6
57,21,1.0,3
1,23,4.090909090909091,2
0,18,3.0,6
9,22,3.636363636363636,1
0,13,4.3,8
4,19,2.2222222222222223,4
14,18,1.875,2
3,18,1.8,7
44,18,2.0,5
1,21,3.272727272727273,3
0,16,1.7142857142857142,6
5,13,2.0,5
1,15,5.0,3
0,12,2.125,8
1,18,3.6,4
8,14,4.111111111111111,2
53,15,2.555555555555556,1
51,14,2.375,7
2,15,4.0,8
8,13,2.625,6
50,14,2.5,5
35,19,4.4,2
2,19,2.333333333333333,1
1,15,3.333333333333333,4
1,22,1.8,3
1,14,4.222222222222222,7
3,14,3.0,7
1,15,3.0,1
1,20,3.1,5
43,20,3.6,2
1,13,2.7777777777777777,4
0,13,2.375,8
0,15,3.2222222222222223,3
16,11,1.8571428571428568,6
0,14,2.375,8
0,19,3.5,3
1,17,4.0,5
30,15,3.0,7
1,18,4.2,1
1,18,2.9,4
50,19,2.4444444444444446,2
5,20,3.3,6
41,17,0.8571428571428571,8
30,12,2.4285714285714284,6
50,15,3.555555555555556,7
134,25,4.285714285714286,1
0,18,4.4,2
1,16,3.6,5
6,19,2.7777777777777777,3
1,16,2.75,4
5,14,2.0,5
31,14,1.0,7
0,21,3.8,4
0,20,3.555555555555556,2
2,23,4.454545454545454,1
0,15,1.75,6
5,7,2.142857142857143,8
4,20,2.555555555555556,3
2,20,3.0,2
0,17,2.9,3
30,20,1.25,7
52,18,2.4444444444444446,1
0,17,4.636363636363637,6
0,14,3.25,8
1,15,3.7,5
0,18,2.888888888888889,4
0,16,3.2,3
15,18,4.7,1
0,13,3.125,4
0,14,3.625,8
1,20,1.0,5
55,15,1.875,7
0,16,2.888888888888889,2
0,14,4.1,6
0,21,4.2,2
0,14,3.111111111111111,6
0,15,2.0,4
10,20,4.090909090909091,1
36,17,1.4285714285714286,8
0,16,3.7777777777777777,5
8,18,3.6666666666666665,3
3,15,2.625,7
0,15,2.375,8
42,13,2.142857142857143,7
38,20,4.6,1
0,15,3.333333333333333,6
1,16,3.333333333333333,2
0,15,3.7,3
3,16,3.111111111111111,5
8,17,2.5,4
1,15,2.111111111111111,4
0,19,3.9,2
44,13,4.125,3
0,13,2.555555555555556,8
52,17,3.2222222222222223,1
4,14,3.0,5
1,13,2.6666666666666665,6
1,15,1.875,7
1,13,1.5714285714285714,7
2,19,2.555555555555556,6
1,9,1.125,8
20,15,2.75,3
12,15,3.375,1
0,14,5.75,2
2,18,4.090909090909091,4
2,19,3.1,5
5,15,2.25,7
2,16,3.3,2
55,19,1.0,6
0,16,2.7777777777777777,3
5,15,2.7777777777777777,5
1,19,4.2727272727272725,1
2,17,4.545454545454546,4
19,15,3.111111111111111,8
1,17,4.6,4
0,18,4.333333333333333,6
0,15,2.7,7
1,19,3.5454545454545454,1
10,21,3.583333333333333,3
0,19,0.875,8
15,16,3.4444444444444446,5
7,15,3.4,2
18,18,4.0,1
1,12,4.5,7
1,15,2.5,5
4,13,3.0,6
0,16,5.7,3
0,14,3.333333333333333,8
0,17,4.8,2
6,21,1.0,4
6,17,2.0,1
0,16,2.7777777777777777,4
25,19,0.7142857142857143,7
2,16,3.4444444444444446,3
1,16,3.333333333333333,2
17,17,1.1428571428571428,5
37,15,2.888888888888889,6
0,13,2.625,8
5,17,2.555555555555556,1
1,19,3.3,2
5,16,2.5,5
0,18,3.6,4
0,13,3.25,8
0,18,3.727272727272727,7
1,16,2.875,3
0,13,3.0,6
0,14,2.5,7
1,12,2.625,8
50,15,2.375,5
0,18,3.7,4
2,22,2.4444444444444446,1
1,16,4.333333333333333,6
3,16,2.7777777777777777,2
50,20,3.5,3
1,18,2.8,6
2,15,3.125,1
0,19,3.3,3
28,18,1.875,4
0,18,3.1,2
4,15,4.0,7
8,16,2.6666666666666665,8
0,16,3.6666666666666665,5
1,21,4.090909090909091,2
0,16,3.111111111111111,3
0,13,1.625,8
54,16,3.2222222222222223,1
11,14,2.142857142857143,7
20,15,1.1428571428571428,5
0,17,2.555555555555556,4
39,16,1.75,6
39,15,3.4444444444444446,8
0,16,3.4444444444444446,2
25,19,0.8571428571428571,4
12,15,2.875,7
12,20,3.5,1
1,13,2.75,6
1,20,4.2,3
8,16,2.0,5
2,19,2.8181818181818183,1
0,15,2.333333333333333,4
39,14,3.125,7
12,13,3.4444444444444446,8
1,16,1.875,5
0,19,3.7,2
1,15,2.5,6
5,16,2.555555555555556,3
0,13,2.4444444444444446,8
0,16,3.0,3
1,15,4.545454545454546,7
1,15,2.125,5
0,13,3.7777777777777777,4
1,13,2.875,6
2,23,4.583333333333333,1
0,17,2.6666666666666665,2
0,17,3.3,4
4,17,2.888888888888889,1
1,15,1.1428571428571428,8
4,15,1.875,6
0,16,2.555555555555556,2
2,14,4.888888888888889,5
23,17,3.555555555555556,7
3,16,4.4,3
1,24,4.916666666666667,2
0,26,3.0,3
0,17,2.888888888888889,4
35,13,3.0,7
0,15,2.4444444444444446,6
21,14,2.142857142857143,8
2,19,1.5,5
11,19,3.3,1
0,16,3.111111111111111,4
8,20,3.5,3
9,15,1.1428571428571428,8
10,26,4.571428571428571,1
62,15,5.0,2
0,17,1.7777777777777777,6
1,16,2.555555555555556,5
33,15,3.0,7
12,12,3.4444444444444446,8
3,20,3.363636363636364,1
1,16,2.555555555555556,6
1,21,4.363636363636363,2
1,16,3.0,3
45,22,1.6666666666666667,4
2,17,1.75,5
2,11,2.4285714285714284,7
2,15,4.25,4
3,14,3.111111111111111,5
1,16,1.25,6
1,15,3.555555555555556,3
24,22,4.090909090909091,2
5,11,3.375,8
2,18,4.2,1
1,14,3.555555555555556,7
0,17,4.8,4
2,17,3.6,3
6,20,3.5,1
0,17,2.0,2
1,12,2.7142857142857144,5
0,20,0.5714285714285714,8
0,11,3.6666666666666665,7
3,15,2.5,6
7,14,3.6666666666666665,7
1,8,3.6666666666666665,3
3,20,3.090909090909091,1
18,18,1.5,5
0,20,4.909090909090909,2
3,16,2.7777777777777777,4
0,14,1.1666666666666667,8
3,14,2.6,6
6,15,3.111111111111111,2
0,17,2.375,4
2,22,5.416666666666667,1
1,14,2.333333333333333,8
42,15,2.375,5
28,16,2.0,6
1,16,1.125,7
0,16,3.4444444444444446,3
6,17,3.1,3
49,13,2.4285714285714284,7
7,16,4.6,4
0,11,3.0,8
0,15,3.4444444444444446,2
10,16,3.4444444444444446,6
41,21,3.1,1
21,18,3.7,5
1,20,2.888888888888889,1
0,18,3.9,5
52,15,2.375,7
0,15,2.0,6
1,17,4.2,4
0,16,2.888888888888889,2
1,12,2.875,8
0,15,2.888888888888889,3
32,15,3.625,2
17,19,2.0,7
0,15,3.7,4
33,14,1.125,8
0,15,3.0,3
8,15,3.4444444444444446,1
0,15,2.375,5
27,16,1.5714285714285714,6
4,17,2.6666666666666665,3
0,13,2.5,7
2,15,1.1666666666666667,6
1,16,3.375,2
0,16,3.111111111111111,5
11,20,3.5454545454545454,1
13,18,3.7,4
0,11,2.375,8
3,16,3.25,6
1,19,3.8,3
1,15,3.0,4
0,13,4.375,7
11,19,3.125,1
2,13,2.375,5
0,16,3.4,8
0,22,1.7777777777777777,2
0,13,1.5714285714285714,5
1,12,2.0,7
1,16,2.25,6
0,15,2.875,4
17,18,1.25,3
0,12,1.6666666666666667,8
2,19,3.6,1
7,18,3.7,2
60,16,3.8,2
0,18,2.4,6
3,13,3.875,5
2,14,2.875,7
1,21,3.909090909090909,1
0,16,2.125,8
38,14,2.875,4
1,20,3.111111111111111,3
0,14,2.0,8
0,17,3.6666666666666665,5
10,15,3.9,4
4,18,1.5,1
10,13,2.888888888888889,3
3,19,2.5,2
1,14,3.111111111111111,6
1,13,3.125,7
6,16,3.4444444444444446,6
3,16,1.1428571428571428,8
2,20,4.0,4
60,20,4.2,1
1,14,2.888888888888889,5
2,17,4.444444444444445,3
1,15,1.625,7
1,19,2.888888888888889,2
3,12,2.0,8
4,15,2.375,7
7,17,3.7,2
3,18,3.0,5
3,17,3.2222222222222223,3
3,18,3.8,6
4,15,5.1,4
7,18,3.4,1
76,16,1.375,7
1,21,3.6,3
2,18,2.7777777777777777,1
1,18,1.5,8
0,15,3.111111111111111,5
2,15,3.555555555555556,4
0,15,3.888888888888889,2
1,16,1.875,6
0,14,2.625,6
1,14,3.25,5
4,16,4.4,1
24,16,2.625,4
0,9,2.625,8
1,24,1.4,3
3,19,3.2,2
10,17,1.75,7
3,15,2.4444444444444446,7
1,14,2.333333333333333,4
0,13,2.4444444444444446,8
6,15,3.25,5
66,16,2.7777777777777777,1
0,18,3.8,3
1,11,2.857142857142857,6
9,17,1.875,2
0,17,2.888888888888889,2
20,16,1.4285714285714286,8
1,15,3.2222222222222223,3
0,16,1.4285714285714286,5
61,20,3.2,1
0,15,3.0,6
1,17,2.111111111111111,4
0,17,2.6666666666666665,7
0,14,4.3,6
4,15,3.2222222222222223,3
2,17,2.6666666666666665,5
10,14,2.0,8
0,14,2.75,7
0,20,1.7777777777777777,4
8,17,3.333333333333333,1
6,19,2.7777777777777777,2
0,14,2.555555555555556,6
3,18,3.6,4
1,19,2.8181818181818183,1
2,16,2.636363636363636,8
0,19,0.625,3
0,18,2.555555555555556,2
3,15,3.625,5
9,18,3.0,7
3,15,3.3,7
2,15,2.125,8
3,16,3.3,1
0,17,1.5555555555555556,5
4,19,1.375,3
1,16,2.375,6
12,19,4.363636363636363,4
44,19,2.7777777777777777,2
3,18,2.4,8
1,19,2.888888888888889,1
22,14,3.333333333333333,3
0,17,3.3,4
0,16,3.111111111111111,7
5,19,3.5,2
1,20,1.0,6
0,14,4.444444444444445,5
38,17,1.25,6
1,15,2.7777777777777777,7
1,17,4.363636363636363,4
0,14,2.0,8
43,16,2.333333333333333,1
0,16,2.75,3
0,15,1.875,2
2,20,2.6666666666666665,5
2,21,4.2727272727272725,3
0,14,3.0,7
0,20,4.6,2
2,16,2.555555555555556,6
1,15,2.25,8
2,15,2.7777777777777777,5
0,19,3.6,4
1,20,3.2,1
3,16,2.4444444444444446,4
6,19,2.2222222222222223,1
41,16,3.111111111111111,3
1,18,3.0,5
9,14,2.625,7
3,14,3.375,8
0,15,4.0,2
0,18,3.0,6
12,18,2.0,1
1,18,3.636363636363636,6
1,14,3.125,7
2,14,2.875,8
1,16,3.111111111111111,3
1,15,3.0,5
0,15,3.4,4
0,23,2.333333333333333,2
4,14,4.888888888888889,3
1,12,2.0,7
37,15,4.181818181818182,1
1,14,3.25,6
22,16,3.0,2
1,12,3.125,8
28,16,2.625,4
3,17,2.7777777777777777,5
1,19,3.6,1
10,16,4.0,4
0,13,2.375,8
0,21,3.636363636363636,2
0,21,2.888888888888889,3
3,13,2.888888888888889,7
0,14,3.5,5
13,14,3.875,6
0,13,2.4285714285714284,6
1,14,2.888888888888889,7
42,19,3.6,3
1,17,2.0,5
24,17,3.0,8
2,19,3.7,2
1,16,3.0,4
1,18,3.909090909090909,1
2,15,2.6666666666666665,5
4,16,3.3,6
26,19,5.0,3
0,13,1.5714285714285714,7
1,20,3.363636363636364,2
2,19,3.1,1
0,20,2.7,4
19,16,1.7142857142857142,8
1,18,2.8,3
0,14,2.875,5
21,11,3.375,8
5,17,3.888888888888889,6
1,14,2.7,7
4,18,2.375,4
1,18,3.1,2
5,20,3.909090909090909,1
1,13,3.6666666666666665,8
0,16,3.555555555555556,1
3,15,3.111111111111111,7
5,18,1.6666666666666667,5
1,20,3.9166666666666665,3
3,15,3.6666666666666665,4
27,15,0.8571428571428571,6
0,23,4.636363636363637,2
1,16,3.272727272727273,7
0,16,1.875,8
1,20,3.7,2
3,16,3.375,3
1,17,3.7,5
5,13,2.0,4
20,15,5.0,6
4,18,3.3,1
51,19,1.875,1
0,15,3.888888888888889,5
2,15,3.333333333333333,7
1,16,2.375,4
1,16,1.5,3
4,13,1.75,8
2,14,3.6666666666666665,6
1,17,4.0,2
