match_id,puuid,gold_left,placement
NA1_5221223123,IXteUPOp4KEANrB_Snm6o5O-QBZ10L_GSenwFHI9ZRa3hCCkVcSW_FPaffnrYoBq_K7wfYOL7aB9XA,21,6
NA1_5221223123,lQe00MCUHPnOauY4fQxgYMoIebTEIixSilL7XXYiFaxbTosqndpAjW55o6-_WInlUtsvhOKw5Vnqmw,1,4
NA1_5221601150,0ygzTsXkjVVTPUudQeLWmLWPx785zqaykWOgX4rk5SUQGzUWjcxBVHmuD0-SBgPjnZKD2b5Kz8rciQ,2,2
NA1_5221601150,V8vti_vm--ZQER--dMqDvgTblzDMq7Leyy-EqWGp8esu72S5MRJPTk0VEoh1wqk0XU3GjNqtGdBQFQ,20,8
NA1_5221601150,bR9W-ogNDIbnic8wbv4TyWvg_tJEUvdXVivqevQoHywiET2IrCurwZXW_DHgPdBznaEaTrVMes0vyQ,1,3
NA1_5221601150,xqmlvsLVGrRW9J-_iLr3wLD0y6sQT-nB976t4FT6Kjsx-rx4sC2yJqjJ29l_T84st13gGZPTYzAvRw,16,5
NA1_5221601150,Q6BNd2oZqd0tBy7lzz6PDaDkF7Bs_SqpY6v9pOa4HlYF8ieHwTOq2snRXZS0biiLRK9wVCNC_1b0Sg,1,4
NA1_5221601150,7DBwE2Lzq5oVlzyyGUbrC-qz1fWTW2hhVZGxlfkn1WBDXJFcp9IhyYGxFPxMeO8Bjag4j-AiBEvwlw,2,1
NA1_5221601150,ce2PlqERt4FwXquliuYBc_E0UdS60_ivtXtUVLVEmmLYQejhw-PjO7rawe6ny93nWgIjJXs76rZGpg,0,7
NA1_5221601150,cXMRV-Iv2Yg2XAJdyqMHWJCQgfRTX2NaKAKD8VPRrgm4EgnExRlu8pe_pmf-qq6KwQRp-nfNYbwf9g,0,6
NA1_5219128905,QKAlhzpr5Q144fHURfE_ibnLsFKHzDWRPVwp9M0fQf4yNj5D-u6Q5u2o4xRB6aiH4G5Xo9Cjor3UmQ,0,6
NA1_5219128905,-wboMqQsOQIn6LRlwYoPZvhwfn7haUadeeU5xPE6gH0GAsjCz3PMPXc6A2D1CHmFS8FLqDl2fRHhug,0,8
NA1_5219128905,bR9W-ogNDIbnic8wbv4TyWvg_tJEUvdXVivqevQoHywiET2IrCurwZXW_DHgPdBznaEaTrVMes0vyQ,0,3
NA1_5219128905,byfsOBglhkkQvmU5kKqiWpQGm6ckZ5W49GpmAU9wx9PEPV0guMQNdmOJsr7htSsw4T-cGpgGCABoRA,31,1
NA1_5219128905,H0K-JKRZo1O9YjfgETnQZ3_36_dbkeF78srdPT2IChb3QK4NfE8eGuT6LXMvl7bUCjHl8DB3tyInfg,0,4
NA1_5219128905,on4JznFrABo9WIm5zCSvZ4bgl2VBJpys8sw8XQsZTAKyl2qI8ALJNS4leuANS1hdvwWO0SAJKBN3OQ,1,7
NA1_5219128905,xt4sECa-wOT4OES9UAeayC4y93P41UctvC0NK2_KuwthBGo60nxKNDpQeQ15rdBAGz-ZnI4EVI03MA,4,5
NA1_5219128905,ldEqv22wC68ucVrtJMhhC-WPK26HCzNuo573ZVOABv7G02ENpIHm5n0c9rnIdbYAGCNvJNNu7YEA-g,12,2
NA1_5220484081,y52-3ra1kJMs_x61m3TEhewQCpjTjLMOAq9jjPaK9t2ua1oFbuTwWTEvk8fkuS99bg5zr4dL9H3i-w,15,4
NA1_5220484081,U_24Cl4EqhjvhMe4LM0jq3JL_ZtH3gHlmJuA5Z2fSdtxTS_YKhe9SYnRnugL7Sy9l6Bl-PchaGiZUw,0,6
NA1_5220484081,3BJi2AnKmILCjkMJWp3wHK4jg58tM8Am-HAbKvre0C4F-jX0HVXrZo9mm9fBHJlgZYYke_ee1h4OYA,3,2
NA1_5220484081,vNT93a7BQeJezPsLD1ogTVGY_gd4rvGL2Pb76qLjDfMu7jDldqZPKySLvlOkGJIYfnottRH_gNLSEQ,0,3
NA1_5220484081,z-J8xnmcsK0F7VySLWw0ueLXJ-2o584ZURrfeaNYqgcXbOX5heRIPbRbxvHwGZ4sttz1AiQDIGa4iw,49,1
NA1_5220484081,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,0,8
NA1_5220484081,e-KE-PIthuPvbB8WBr5DHpI1FO6vMq4wZ0Ah6kTvFqpNAIgvtiWMLXtfGR2LvwjfA_IDOwg2MTzqIw,18,7
NA1_5220484081,iMy0bV1igELgDSK4zP_i5d37w5K9smcjUTsVBL65qYCsSwgBhI79YHDWE0gUsy7Y5V2HsP4QeSeGNg,1,5
NA1_5221308100,z-J8xnmcsK0F7VySLWw0ueLXJ-2o584ZURrfeaNYqgcXbOX5heRIPbRbxvHwGZ4sttz1AiQDIGa4iw,0,4
NA1_5221308100,qM054OVmsZnujOIgbyhIfB4yjgLAc4RxvnocnTYAaXRAuFDmXM6pujXcdFriMW5EZB_y8_DsHJzXGg,9,7
NA1_5221308100,3hZz5kM5g31LfxeDBCOmJlFcSIP5xWHFIrX0fP8D1y3O4ypfb1l1p9Hco6DElv46mnj5xI0dHbkAjw,1,3
NA1_5221308100,cYFUL47SAm4uumzqrwr-zzKpPDhG9YwehL7mDd7YTVGok0LjdSLZ4kZYMsrQKDfi65nLoKgABEcLbw,51,5
NA1_5221308100,faFYrZMggwhXjFXEtWBOD0ihI1NsiooHa9iDjABqsr8NgjIWMXQpchDg_tMtPCWgdrNCZwlRoQeu_g,0,6
NA1_5221308100,cVdDii2D44B15R6YaMytqoKXhEuTWDUr6ZmMQeNBDc2VCPt8Gzrj7zc3Q-QjUx7dRVRsCdZ0GRHzqA,53,1
NA1_5221308100,gSMWbDk78NTkzgYyw_xCjuA5ziygNPV2uJlA75D_102bH2QMsFs7STvrqg6PsUDdHoJtugR06wA2yg,1,8
NA1_5221308100,xqmlvsLVGrRW9J-_iLr3wLD0y6sQT-nB976t4FT6Kjsx-rx4sC2yJqjJ29l_T84st13gGZPTYzAvRw,22,2
NA1_5217856433,3hZz5kM5g31LfxeDBCOmJlFcSIP5xWHFIrX0fP8D1y3O4ypfb1l1p9Hco6DElv46mnj5xI0dHbkAjw,1,2
NA1_5217856433,q2hJrzMuBnRfX3eDX0W4NDVK8N1wJ9zLV2nQcuqaH68TzKPGR7nW7TQ2OEE7x6PfnkDo6wGvJWH_nA,3,6
NA1_5217856433,B-gjd1sONjsEJCivHBSkBG8HuiBsdOxDFOYQDVH9y-H4p76ecACXW5b3tHowskuqnOxYThupkkLQMg,1,4
NA1_5217856433,CVu-OMlvxO_mqMGJJTytla-_IxGnNW9xDITY9hdgNFonykViQj8l73m2Kw05cdVi06vYccZrAvcCog,13,8
NA1_5217856433,vfp24jnE2u1olsCNvuCwvK-XC6N1aGWS_1SlLL_AdXTao9xmJG8w9EF1ZJnN8sEkYD5GK3K423uSQQ,2,3
NA1_5217856433,AIpER45eJOf4nEj_bsECOfdHwiuqXnWz4KCT7pXPd5Pmw1HBiDNm9Brq8fyTLPbxy9uEmu_DHRL85A,5,5
NA1_5217856433,wtD5XlFZsOjfckNOAaGgE914rCfmgXrahJcmi1WvETKqJuQcTV-E6i8j4t1udgnl12q-obYnv5Fqlw,16,1
NA1_5217856433,MICYFi9f9qBIA5Qnrai5KxN3pFe9Vmd8FlL7BHmTXjjEMGFu99RPajgk6Ut6QlnPeVGdi-yyPjDd8w,1,7
NA1_5221612333,f4-pWENMWymnZg0i7D6Q3tiIASN0Ce5pzgXsuF7N3vsw0h9pZQprTFaqOfjlz9ozPX3W_Xha_2gcyA,0,5
NA1_5221612333,Fmz0eFmjh6fQXMezlLRQNeuD6vHus0eGq6AzqcWb3UOKFx8h5KquwlYwpzjPS04iNQx-Yqjc8ebUoQ,1,4
NA1_5221612333,jGNRkf-PoKrO0I_Vhxx0c_Ebs70qZlHTZ6_vWHtd8hiUnmK55-6lj-n6LRHMNm9y7RzIuXlVBTsWGQ,4,6
NA1_5221612333,tNsPUGXafsuNSJI9iqFp2To--5hmsHCXIoYqa3xdl3u5kZ99GeuFDTfPp_KwUZvM_DZZSRh5REhijw,0,3
NA1_5221612333,Qaja5V3H5WVhF0x3fMrHlzcJzVAGtZy04jMAneQWSOEPoDWtPFATLQsYCQA2d-A8t4smijwenc91iw,3,1
NA1_5221612333,Q6BNd2oZqd0tBy7lzz6PDaDkF7Bs_SqpY6v9pOa4HlYF8ieHwTOq2snRXZS0biiLRK9wVCNC_1b0Sg,0,2
NA1_5221612333,oZXQ0P4t7gN7OTWffzxLk8Qd3FOT3a31IxdVZV43cjlpl-JkTLvV_IgKSPpn1et7ttQKH47HkdWTcA,0,8
NA1_5221612333,2Q_VzOXsn7fcnwMDAip3iug7WFZcX0rMt8gqc47Uvo1HRoL-pErRIYpUXiCryrZxLI3VMKIEyKIvFw,59,7
NA1_5219169626,82O8Renex3WL068fP8qh5mOB51cyf19N4ReLHncJDW6yJ0gd4GRuSuwbX7wBcRoq6VGS8fpgNuJSvw,1,4
NA1_5219169626,byfsOBglhkkQvmU5kKqiWpQGm6ckZ5W49GpmAU9wx9PEPV0guMQNdmOJsr7htSsw4T-cGpgGCABoRA,3,7
NA1_5219169626,EKq6EwCbtUtvkyW8-y8Dt-rP0VJUWNKSgfB0tlZy1WdcROVjM8occ_r90LC8t5V9rZPhPuorDbb-rA,5,1
NA1_5219169626,9cwLypHvcl7bdoE1TjehpQqElhdyRMMj22Lvq2T5qFvwI8TIe4XY3KzMMjLHL_HnT6V68FwFZUWioA,2,8
NA1_5219169626,QE6SFm4wuQca_hVOIHQ7XATthybdndGVCCYp3Y7O3elixemEft_M8Xc56aGd1566bysgVLw-kLoM6Q,4,5
NA1_5219169626,k0IaZl6lA2MmxtILKXFWClZs8pL8GKBDUonh52tF29ZWIFXMkIj1r7F_71hibMGfNUg-uhnr_5ubmQ,1,2
NA1_5219169626,DEoivi0pUXTW62pyS3euw-8D63KSXb3jA-JwOqp9LmtDEPvq157ub-WHwAL07yNv-xYgKIvHEuJ5kw,32,6
NA1_5219169626,fKqbXbKSqs1O1EV7unjFcUVaOcA2Qu94HYWzjTisVQOJuwe70SCRvq7JBYkSAsHAWRik-Emj_9acHw,2,3
NA1_5220266367,vsEDgKF7xLCkfORgosaet9L2d8KEpDAvocIOAT7_UjnxfwArezWeVjIB2H_bJqflZNAeSqmXo9Qb2Q,9,4
NA1_5220266367,tFRFWlBr5xladOB1Pg050ddHW3YMsUxyyg8d0ATB-K4A7cSDv8LlEdXjdLgThjwISNAgZiU43n2a1A,1,7
NA1_5220266367,ANTi0B1f-qRec08EUXBoB95ss65S2YZez8CfYL1FY5s-3weW2SaP3A0yhgftfJou3CuwYAMQKcLbpQ,2,1
NA1_5220266367,ojasWUcRnDaIDlnG7M7myQmwMVPJicteayIW50tDWJA5W1PXFzB1qTUcHE-IB3HG5ef0-76k1s64_A,0,6
NA1_5220266367,yUZYrUHGBM01R3DxMYy2jg7HTiVRiGx0JKPONVugEV5Eky4DBak6L8XQUMDhcLUA7aYaY3uk6McESA,23,5
NA1_5220266367,9ZJcdjAB5XZqceiI3e8ugv0O92_YQ0T20Mw-sE8C7f-GIj_0aeHrBMa0LOl30aXz2YfV7bKq67eBbQ,1,2
NA1_5220266367,A8MujbH9RnDCIiDIhMIip4owhLmiUatzDpu8wUdxlTUMenr-xC_BTipQW3Q_5DNqseuhfvTgpEEsxw,0,8
NA1_5220266367,qqkEyIDjJRX1pinPbCbKwb7bT6zNYk70dqFsdGWwalLHPSl0CH-toic6-fHntYHuugu2p5Cn6amTmg,5,3
NA1_5219423187,QOP_RREx_YfFlwQ5VaKrtv1umeRAYVB8cnQr-v7wr6F_jXlWVLKGqi9KYV8C4e6bWvFPvlmAPwwePQ,3,3
NA1_5219423187,IKDPkbBAkl7VJ08f8IgAk872NHu3DN-79fziiULca1AIKOlgbAfvyB7zY0JzsnErShGtN-7F7bvxHA,2,6
NA1_5219423187,3LaHExUgJs0WGr3AHDlT8rQSqwPJBe1iKyBxOpHtVCJLlUfwziuFf9e46J8_3ro6dSL6R1Mm-jH3tA,1,4
NA1_5219423187,FrujYmajtRLbofuyIIBTkleBpKT6rD24sbvyUTHbYTtXIv1uMd6bLl-cQp3UxZ0hejD-Q_XQjzIfPw,38,7
NA1_5219423187,BVJUwIrjbkX3shU1iTozdTMOIB73wd-vvKNiR_4IWAcVTWuTcC9ntvw3PSo-iLHKYkoJlXUzKduMxw,2,5
NA1_5219423187,nvaPkJaWcJC8ZnK2zHqPYEAvd2a9wLb9xM76l400I8P3CgHe4CK5pDswguXFgiW_BdGqiaMRh3eNaQ,21,1
NA1_5219423187,zyHIr7CaDPia_3oSa0FM-YQALbWjcYnvGAdQtugaGC7BC3w9MpEOowjyC1fMCVzo5rhD8y3Y4CJu3w,0,2
NA1_5219423187,k4dYFJUQslB1eUmZraJw_LCRv9RPKf4RrBsSIxyJ6B0WV71aYw-Pg7Vh2aysBGxkOLBhNhmATZa4sw,7,8
NA1_5214524554,CtYdREHyXczFbZjIt-NJGO0j0e-uniM2wo6fANzLB7TjEUJuEtu5WTPslg1KFSWeYh1eJxLVDkBkeg,4,7
NA1_5214524554,MTwV18xc3NY7hKd2OEin4GeBtEsBd5AvXLcIznh1nCELRNbObnzurP2J2KY09tbXbPn1mqSNYXvSCg,47,1
NA1_5214524554,QKAlhzpr5Q144fHURfE_ibnLsFKHzDWRPVwp9M0fQf4yNj5D-u6Q5u2o4xRB6aiH4G5Xo9Cjor3UmQ,1,4
NA1_5214524554,U0LYp-fSC5dPhmHPlDxpMehknrejsK_2FvDdU8GSk2RflGgKwPNDG_7bQc41EhN0RkoJUgOAefVS4w,0,5
NA1_5214524554,ce2PlqERt4FwXquliuYBc_E0UdS60_ivtXtUVLVEmmLYQejhw-PjO7rawe6ny93nWgIjJXs76rZGpg,0,2
NA1_5214524554,XlHZEUaGEtW852c4fEH30ZpA8mDhznQOche37SrMLMHozd7jfCViQL1Q_09pwGaPScGDl2nc-ntcyw,1,3
NA1_5214524554,NvDhGhXXaYZzaxoxJB9D3TcKWFF2NaOLpRnyRNMQd-XQfrnqPQr93DNg2E6j7ggLVOmFnktlkejDKQ,0,6
NA1_5214524554,8OljjlMVJmME4RlX0UkU1VazYrRvkSW1Iam8dCOufRBDTmmjKOm7_3M7f5Kymftkp5MuXWN5lv-fAw,6,8
NA1_5221340648,AKYKkcdsU-3nVgTisI0zV2gDbugJmGzYly4E1EfOuMRVOW4FnGI5zj3jM2S2Jh8js8BPq0CvqcVmXA,4,7
NA1_5221340648,oSTQ7bL0hN-Os6T0N9vba0VNG0KcFUfhBDdrPZrY48vGJDg6w5guPfyHBkZ387780WxeUuUAogaeZA,51,5
NA1_5221340648,z-J8xnmcsK0F7VySLWw0ueLXJ-2o584ZURrfeaNYqgcXbOX5heRIPbRbxvHwGZ4sttz1AiQDIGa4iw,50,6
NA1_5221340648,I-jJpEw-VDewL4e4upQkHaSOHsOBzw9IvFalEGz59ljOtQBj2QL7DvOvFWdoBCVs834NosUpEbTfog,0,2
NA1_5221340648,KCPMyTGxbXrg4HB-CmxLKksCtdUdyazzz2fW2zq457Kc2oAIJUn6smlzCJ0i4ChJ1EZm5PfKSWGKyw,29,4
NA1_5221340648,exTej3yh1mnlT2o17tynzJPx_z9B2LdxSyd4YLNjDV_IfS3p8FdTnORnqL8cca_6K_4bsDaxzfoG-Q,2,8
NA1_5221340648,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,2,1
NA1_5221340648,xqmlvsLVGrRW9J-_iLr3wLD0y6sQT-nB976t4FT6Kjsx-rx4sC2yJqjJ29l_T84st13gGZPTYzAvRw,13,3
NA1_5221709632,IAtyFY0BJhXupnBY-xJumGrDPscj9uv9N1c8HlROFrpYQdaLvrK5hswYXWFUWbQtBhSMd8I--HDPvQ,0,6
NA1_5221709632,Ey7HH5SW6XQ-0jimVcX9L6RcCVq-C3x8Qjmr-DQ-hZqr4i-ZEPCvGU_AwlTlyg_jgbJM6Z-mPM74Rw,0,3
NA1_5221709632,cwJB4j1hFuzM6n5_-8TZJxnh961fCBAZj6xMxOUJNn3c7RESMjr3-lWaJVtuIdb3KBx8CajFEuizFQ,20,5
NA1_5221709632,TZVNPbbZPQTYJIddoGmkIfIxPA9A554oKBjIUJi7RpPT3GVhpMgJgm97DP6PGI9MIzTOvujTU8uEkg,42,2
NA1_5221709632,cJJVQtYi2_dAkuoxZk3qRNicyBMhR8Z2-XM6e4TfXxwEubhGO-hcsAllYv4dqXxHOahC5uv9WBHGjg,9,8
NA1_5221709632,-8Xx6C6NOPnLSTkHNkeMbOiwPGT2KLEFb4aX9vWLDqvqviw8p2hADjfO6s5bZDTH3HBLpTbNwIOpNQ,14,7
NA1_5221709632,6BAK4faFz0HDLpks6LwJKilh3jj-LzpQCXieQSZYPONfKFzvc4tAEaS_y53IJ-o9-zvZj-EUN4LXGA,0,1
NA1_5221709632,ZE_6VRbdwzXG6srhki44e270OI6dHzb3JrUMZj_iASAckWG8wGEsdiB7mTADnlBlxqcZv1PCwU-ceg,0,4
NA1_5218759131,82O8Renex3WL068fP8qh5mOB51cyf19N4ReLHncJDW6yJ0gd4GRuSuwbX7wBcRoq6VGS8fpgNuJSvw,1,7
NA1_5218759131,FGrpZgSKfTOLCfpq-y5bcM4wLYlKbVlbxIaeDq7_Oj9j9eX1seLr1CfsbGCBhk4jDEkGuBTjL23jvA,36,5
NA1_5218759131,mv56PliT7g-aWMsgLmLTbTK5yJm1lMOHxtYP7MW3bsWAY7OqIlGNS1CGRAaVjthgnhHye7aQ99WTvg,1,8
NA1_5218759131,acuE4YlOIqXm0YPGqtryVk4IZaj8VGWYWShZvG2-8Ai5Hy0Os9yOwuSy65xLtJ4igv397orag0fzOA,2,4
NA1_5218759131,X_9B1XHoPZQpu-yfAOP8JgmIKdMJxy84mUOsUEzXBZJLduLAxEMGjp7PY2gonPwXDz3WtuIJ_C6Q7Q,12,6
NA1_5218759131,hCY_v4lfoNZoL57rlcfuZ-32DF3fiMY0Ipl8gVVMQCHA5HmxQvzvUF6a6EWHUktBMJsz3GHA0vOA1g,8,1
NA1_5218759131,DEoivi0pUXTW62pyS3euw-8D63KSXb3jA-JwOqp9LmtDEPvq157ub-WHwAL07yNv-xYgKIvHEuJ5kw,0,3
NA1_5218759131,WmDCEVsKiYLyFEZx_dp0oShoMK8wjgl4XR5kuHmVS60R_AbEht7Iat4NVwFH7NSyXhT2Rs99GGk1og,1,2
NA1_5221034370,OSQHSSXjK5fumA3mhpLJ_Og7_TDd8pbgO5BpvbOW3GR7tsIqZ1kjTFWgtCtAxRZUct9H4WP98zTUeA,32,5
NA1_5221034370,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,1,6
NA1_5221034370,L8gXE1LsUmFw4ZN3BVmp1sN-Uc4hgsia8V6poArL35zFVAs-WGUafauzwbXNahjUFjzlYPXpzgstjw,0,3
NA1_5221034370,Hjd8VBKjpmlGWtqsPgwg_kCk5kLuHnVm9P4xWrDkoKWzhsMHIDGOMrSVLMjulciLUfvDtKxS1vcM3w,1,2
NA1_5221034370,XpCioMGUScjG2GGGGHPEHdJKmifMkEcHPhrrIKetTxKKaLD0MyG5C9r7Z1hYU0WNeffoNbYT9CxL9Q,1,4
NA1_5221034370,iPBs5RG-PzdtZwC35vQoU3mpBpAKI_0yVKilEDtoM6ErvPH_iAAim2I1mb85iaslkcyEz0qTZ8sZsA,1,7
NA1_5221034370,Bq8U1C08x7Rt1OKdw6XdzPruLBQ8szMThKJkZQPwqAnD38-US0TRvHlDwhCQjPBqGf4PtA-fl28dWw,1,1
NA1_5221034370,11Cic-ZpIzeb0JV-kyQELpHdJ7Onl13Ggbm6Ve9C5CwGc019j0Dkxm9ymnof5j0G-J3fp9HaPjrZbA,2,8
NA1_5217039674,9BRzT-QuVuikzy_St_9n_VHaEpAGIjF7nRZ-hX-m_gK281fryOo_iuLJjychXktzQuUTx8eeWjkqUg,1,3
NA1_5217039674,2HdH4IL2xtJRAog0ZYFCXsqemZlA85h0I7ItDZE36ArbWJ46R4Vv3FR6__c67LZJ1-mrCrlpLl2Fug,1,2
NA1_5217039674,IsKND1AAPXC2wxkk_VTbjkkJQS1JChulE2tcl1HYg37evEb1qO4bMhgM04LklX4Ufscv3jPkUH6f5A,1,4
NA1_5217039674,PlB-8bXpVj0oKAnZBx7u6eT2VM8ckj5yoIStKPUpozkG1Na79ov5NHcvZ12VR8pCONGscNAUfdLlcQ,2,5
NA1_5217039674,KfV_2UlBevP0axZycvVYx5vg2PY7VU8U6dlAJU3d6QO7u-BsgTsoHmc_NeRT0Tl2ZY6rNtUQgz_z_g,0,7
NA1_5217039674,AolDRv9-sFgmhCWSegJz70LFXGco5M0FUHgHVeypyDxrZ9hFXW7v2z0dzGw3S5EollBDufPv1SpZdA,2,1
NA1_5217039674,uzhyqEMn5dR8Qi29II68oz-rO4k9zMOr2islQLJN0QIX-86cBJMWu5t2ySjmbM8x6O89zJSgqlF2Lw,1,6
NA1_5217039674,kL9P1ZAxZTw3_zWqQiaT-tINcB3f_eAYMhpHfHs32SD2oO77UvTQjGxS1VHUdWENfoz_7ikcf2AvwA,0,8
NA1_5217086712,8GOSyDaIRmvk2g0pghbCEv0pzcoXIE7YSnj33JR3ehuR759YHrycYArGsld5HdbRXC09-N7AzihHxQ,0,4
NA1_5217086712,nvaPkJaWcJC8ZnK2zHqPYEAvd2a9wLb9xM76l400I8P3CgHe4CK5pDswguXFgiW_BdGqiaMRh3eNaQ,20,1
NA1_5217086712,UK7SD8_wzHLBaACVZg9wwnVL4a7nryv189z5HOfcRj5NwXduOZ1XpvY0aSDDaq0dlBO_JnfCrs7UIw,11,2
NA1_5217086712,0ygzTsXkjVVTPUudQeLWmLWPx785zqaykWOgX4rk5SUQGzUWjcxBVHmuD0-SBgPjnZKD2b5Kz8rciQ,1,3
NA1_5217086712,qtm-jTnlYGGFR6fSYGIzHGwhQCyx6sKIpqHbK-CoYbzSWd0hmKwkjFBXfbi8LVoEtpkNpBrwUiSC5A,0,6
NA1_5217086712,2HdH4IL2xtJRAog0ZYFCXsqemZlA85h0I7ItDZE36ArbWJ46R4Vv3FR6__c67LZJ1-mrCrlpLl2Fug,52,7
NA1_5217086712,B7jrZcHlpfVzYaDD1DIuienopEj0AZqo7-qQIj53WyXQt-gAL-tzG9-RzjrLhGWV0-e0LChTeMPNKw,0,5
NA1_5217086712,mmFGQkvISNqvY4vYmYQvvkiu66ueF3Qs8ws1G9nJ-BB0zfSd7OUIXMyLmNNfDlUdbRn5uWzmzpkZ0w,3,8
NA1_5215644980,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,0,2
NA1_5215644980,e4eei-igeNXBh6z7I5WPGl-5B1H1PkGiyPkbX8is-KCfkNTP2gz3UztciW-b4Dvk7WoANxkncr_0AQ,0,7
NA1_5215644980,mmFGQkvISNqvY4vYmYQvvkiu66ueF3Qs8ws1G9nJ-BB0zfSd7OUIXMyLmNNfDlUdbRn5uWzmzpkZ0w,0,3
NA1_5215644980,244ikalrHRv-tcLeYVxoD-rklpragM5f4M1qEAowudA268NVcbPnDLvIa2M-2Yayd3AWKLyIcM6N_A,23,4
NA1_5215644980,Qaja5V3H5WVhF0x3fMrHlzcJzVAGtZy04jMAneQWSOEPoDWtPFATLQsYCQA2d-A8t4smijwenc91iw,4,1
NA1_5215644980,Bq8U1C08x7Rt1OKdw6XdzPruLBQ8szMThKJkZQPwqAnD38-US0TRvHlDwhCQjPBqGf4PtA-fl28dWw,0,5
NA1_5215644980,5_tv1kZ9H8_J5kZISbHO7wlG_UY8XoQK2h1_0icJkiaV3tv05BLt_OYmRd0EelWLqvlHYIv1o6F1KA,1,8
NA1_5215644980,4dYkNUPJHuKS_Pz96P5LQPwpL95VJK-5hYzjBKDN6crVSabG93H6BmVJn4NtFw6HNzSB-875uet6AQ,8,6
NA1_5218047489,Z3DaUZU9mMYJ5VcSRVCVCtLAqsFMI7oGa0W3Xmq0YFGNv6J4uiR36cxaoTFsu7Ccf3SavNSLUgtBtw,5,5
NA1_5218047489,m6X-IX7raAu95unI_t9QaS2yFcyG7iv-kVvfwr-ao7HauiKzAHn7i5-yFnzBde3cjfp6GD_9492Vzw,0,2
NA1_5218047489,qLfYsu6pupKjU5pXpNyZ_3iQeceaPH1BPTme0GCdZ_5BiuAYxx2XNn7eEKOjFOAHiH2ZAjZ0LJIV5g,4,1
NA1_5218047489,v8wyTCBJLhs6Udr6WrIYN61lxmRjC2rxBHi_uc97dr_dwnZPpV-oomlSBk4-OUDHONGR2BJeDsShbQ,0,7
NA1_5218047489,byfsOBglhkkQvmU5kKqiWpQGm6ckZ5W49GpmAU9wx9PEPV0guMQNdmOJsr7htSsw4T-cGpgGCABoRA,11,8
NA1_5218047489,wCGWOBEfD1exFdmySiesc6P33ZGZb64LYz9puf1oQuKF6a-9gmuxsYU2C4QAQ7gr5N2JmbjyuS_HjQ,0,4
NA1_5218047489,tBX5Gf8V8b2HVTDqUmqi4cf9p9Bq0Z7OGSRUy9CXfGxxHJ11v2Mu33c1NBzQKqXun12yD_Sf0ne6Cg,51,6
NA1_5218047489,GR7tXAWUVGCGUBfrhatQVvqCdniD3PukGliuZmnuAqpzJQf7eGhRLIOlochQN2HCM5GmWIF54ya1yg,1,3
NA1_5220360062,wjziaJEizlKMauVJsK2LEks5lceAKt12okHZjh6Hk7NWIL6NEY4-eaNVr4tQrkns_EEImHz9ngI4bw,3,5
NA1_5220360062,3BJi2AnKmILCjkMJWp3wHK4jg58tM8Am-HAbKvre0C4F-jX0HVXrZo9mm9fBHJlgZYYke_ee1h4OYA,1,6
NA1_5220360062,z-J8xnmcsK0F7VySLWw0ueLXJ-2o584ZURrfeaNYqgcXbOX5heRIPbRbxvHwGZ4sttz1AiQDIGa4iw,1,4
NA1_5220360062,NbWLI076uVLX43Rn3LV6x-Wk4O5kNze4ZEMlAjAxxfAiMCdvDLB3ydocpC9f-hjSBfCcMvowMX2uXw,6,1
NA1_5220360062,M2UwCqAI12MYTYuFM5VYQcobMIbAo2_mBt4cdlXI1pAW0nQ4AjC7Q2glBUeKjZdQ3dKr2O7P00vt9g,0,3
NA1_5220360062,qz55sZDKvFtoM284l3TzeiaslnQnwANmXCPxQFV9RwAgjXCe7G8HOOeEaU3upATpLjZI2oiBh-R5Xg,3,7
NA1_5220360062,fJNWw77g7BsR4ljkENuxdTeU1cpJjazAZ675_Fqltj2D6-8Ej_esR0j3d5HQliXxPLtyhoDVD7npXg,1,8
NA1_5220360062,G8O22skjXgZ7o53EmZUWdIp4UzrmkP2viXbxmeOvkpyau4f8Fvwa5kiOytg7zuCL_HgeXQOf3oKzVw,1,2
NA1_5220701002,8OljjlMVJmME4RlX0UkU1VazYrRvkSW1Iam8dCOufRBDTmmjKOm7_3M7f5Kymftkp5MuXWN5lv-fAw,31,5
NA1_5220701002,9mCN0at6nmvT18hgG2M83OctE85c7tiJhfXmJ9ZcMo10ut9Aj4983efRW8I-AzkYsEQM2_g-gc0y6w,13,2
NA1_5220701002,axHEEAkChkyU19YLF2qQdtdWniyPdJ1xJhomAgnVWjQnzvUY3ZfL-4foaFqjgezcmC2Hnrc9xNM70g,1,7
NA1_5220701002,G8O22skjXgZ7o53EmZUWdIp4UzrmkP2viXbxmeOvkpyau4f8Fvwa5kiOytg7zuCL_HgeXQOf3oKzVw,27,3
