match_id,puuid,gold_left,placement
NA1_5219395445,Zp9gBe6Jb5ldaXO_gf6lJhd3qojd1CFJx06_N-AytVRTO64YRXDT-0y-x0J3ocR4NUBN-Jr-q8wm3w,0,8
NA1_5219395445,AMob3iYnNPqftlrs340863hPFREH-awmghgnTOS17W-qpJpH0UuEQFmWxMz_VoVXTKLCzRuq_ZS97A,0,2
NA1_5219395445,aQN4KjiluSy_3LjpOfxSOwGsPFsp_4V2UwapMV2ywBoaXs0kp865yOMiGTZcs86jyEzmGNFUHcaxxw,1,4
NA1_5219395445,RCMLLVGj2HJAJ5JSe3uPU1kDrREGk_z-G3dwDe3jeEtEI-Zqw8KOecL_jHXtEKFv5SLowUBQvp07-Q,1,5
NA1_5220273994,3BJi2AnKmILCjkMJWp3wHK4jg58tM8Am-HAbKvre0C4F-jX0HVXrZo9mm9fBHJlgZYYke_ee1h4OYA,16,4
NA1_5220273994,NzC7Av2WIGlDNhKy5htrFWXTHc-wSI2ta2lVsRr-2LXU85q7iGd_JLEGfnwqyyXhFsgjOF1Epi00Iw,4,1
NA1_5220273994,nTaUVVKhPSu4xXE1xzsgdWggo4aksX65-AxRwAPZqFG7c8y8iWWrzUIzmjH1P0_vefbVK6mFlaJ_nw,1,3
NA1_5220273994,qtm-jTnlYGGFR6fSYGIzHGwhQCyx6sKIpqHbK-CoYbzSWd0hmKwkjFBXfbi8LVoEtpkNpBrwUiSC5A,0,2
NA1_5220273994,fJNWw77g7BsR4ljkENuxdTeU1cpJjazAZ675_Fqltj2D6-8Ej_esR0j3d5HQliXxPLtyhoDVD7npXg,1,6
NA1_5220273994,QKAlhzpr5Q144fHURfE_ibnLsFKHzDWRPVwp9M0fQf4yNj5D-u6Q5u2o4xRB6aiH4G5Xo9Cjor3UmQ,1,7
NA1_5220273994,rUj2_Aqnvf5IHvSMhINPnSs03Q7R4orMT3vBpn1aGfIh_BWjJ4YkQpdh8Cmv0RqkwhBxXn7UhPMB4A,2,8
NA1_5220273994,XkqUGbN4C9eW2hf5ykiKlWgaydfEPA6ro4wsr69dYLdHLTUtj7whIkTpXnSFPT528ETWonh34YX1JQ,3,5
NA1_5219806893,9mCN0at6nmvT18hgG2M83OctE85c7tiJhfXmJ9ZcMo10ut9Aj4983efRW8I-AzkYsEQM2_g-gc0y6w,1,4
NA1_5219806893,Pz4j86ApUpq-lWRNJXIbBBvcDIM0Rd4QPoSVt2VL5z4Fda90KE_u-KZRPKbMp8mGsHa2UUsEmoOiTQ,62,2
NA1_5219806893,74xv9--BZz07qTMJYiZpmzVI-Ks2m2PtnkSZGey8MTVtu6WBwmLu9RHMCaQnaIL8pV1fVW1ebVVEjw,1,1
NA1_5219806893,fKqbXbKSqs1O1EV7unjFcUVaOcA2Qu94HYWzjTisVQOJuwe70SCRvq7JBYkSAsHAWRik-Emj_9acHw,3,6
NA1_5219806893,rosuKc_8yil7N7g0Zw4-gLn_ZAW5Uk0BYC5xXcgTuThkfnf1GvkPJ2sWfv1SVcepz0cgwAe9Z0oU2A,2,8
NA1_5219806893,Ycm5Y2MJhuG9Kr2CV17hjepRu2o7IRH7oQFQ2Vvku3FJ3LBLUX3YcmtJ6_geQswIfEFJ8ArF4MdI_Q,3,3
NA1_5219806893,M2UwCqAI12MYTYuFM5VYQcobMIbAo2_mBt4cdlXI1pAW0nQ4AjC7Q2glBUeKjZdQ3dKr2O7P00vt9g,1,7
NA1_5219806893,ZMu20AGdcBisYSnVY49XgPN9YwxDHRzvyEDTxsIn6judTAHTYXh3oHowVl2vsU8LyVtSjC7yKQq9GA,1,5
NA1_5215725387,dmlBxFeUM33gVOCCZgzkjur1ny1_0f-KHgjrilpO5LEB20Pvzoeu0wuBkobIgBDfai4c27vOWBBnQA,16,8
NA1_5215725387,Dkz6Hh14B2xB_-38hPGLxthxNCxQ23ZbMog9C_NJRffz15wpjoa2CPSPeXB1OdYyBpUNP3D1FYJS1w,1,6
NA1_5215725387,0ygzTsXkjVVTPUudQeLWmLWPx785zqaykWOgX4rk5SUQGzUWjcxBVHmuD0-SBgPjnZKD2b5Kz8rciQ,22,3
NA1_5215725387,OdpeApLRToSVyCFZcWGbqxvecWHsglUW-S88vexk6Lv81yCJTaEN-oZ-WnsDYeEFwS5hxjZFj0Yn0A,2,7
NA1_5215725387,vcFzcroyQ4fs8a9KW-JOAazku3dYpY0h0-q0PTpJTuea9tGfmQoMKSxA0mJygiKh0OMf64PXRxevEQ,5,2
NA1_5215725387,9uR6QgPbCeksPEh7UQm9UaSwV_NgIygX8lyv6n0AyflQdaqk5p_3WLQny5RPJyD3f1_9Sbf8sKENqw,10,4
NA1_5215725387,bR9W-ogNDIbnic8wbv4TyWvg_tJEUvdXVivqevQoHywiET2IrCurwZXW_DHgPdBznaEaTrVMes0vyQ,0,5
NA1_5215725387,FA4n8rShufSWGu70tecmIrZgLyf4fNu61RqqZURoHufZm6tQQxy6vixg0Jl0wHzwMDMUX3AwARlIVw,33,1
NA1_5216490292,wsGiLqXS9aV3ePhrnDM6kPX5kF8moTiWE4BP_ejfIANaq9wz24QvgGH68Ie2Y9un6MxpShfc2Va3Og,1,4
NA1_5216490292,laWPNxVILNvJg7-sJ3iSHa7DFiq_BwyFlSmYwEMDt9llA5X-Je8KFdjHcIz8C7bRHKaSn14m4uoiZQ,0,2
NA1_5216490292,uY01CO_j186usIkBb21mUGXhpzZzyYPA8QuRgWaKB1xmF1c1EborDscg9yfMCEI4BiwJhGVsd8yU3A,0,6
NA1_5216490292,6na9xZoc9HcmLezYSmal2KJSt7I1n1kT-jn7f83DQ8xARZYZVlSsYnwsKfxWQC2Byc8kndF4t5aUCg,0,3
NA1_5216490292,23nlj-mOFFeTPgkfSkE7oM0vXUkDvtCrUT9qt-NwnnhWavBJvYYDcBRpIE2MARuDCmPkWp2rW94Feg,2,1
NA1_5216490292,9YrzSwC2L8QjDUJ7bkdsFsEF-N42YuA5keHYZsENW32KhLLBUsMPHntREdiI6cWxkN92DeTKLBeCHw,1,8
NA1_5216490292,B-gjd1sONjsEJCivHBSkBG8HuiBsdOxDFOYQDVH9y-H4p76ecACXW5b3tHowskuqnOxYThupkkLQMg,0,7
NA1_5216490292,BXXGrNy5ExLBze1Ol1xz72_ikyaaczMlLiCsKDLuLwEcP1k97lG9qj-5CuSzZAvGUGkBM6Y2NHR-tA,56,5
NA1_5215041509,r4NAkUDC-oI0AZAAEbGI2fKsUUwfuWeUT0id4cWtgp_qflA0CBTZRAPB_O83YceQZZhkgSsUTMH6Pw,0,4
NA1_5215041509,dmlBxFeUM33gVOCCZgzkjur1ny1_0f-KHgjrilpO5LEB20Pvzoeu0wuBkobIgBDfai4c27vOWBBnQA,4,2
NA1_5215041509,Dkz6Hh14B2xB_-38hPGLxthxNCxQ23ZbMog9C_NJRffz15wpjoa2CPSPeXB1OdYyBpUNP3D1FYJS1w,0,7
NA1_5215041509,OdpeApLRToSVyCFZcWGbqxvecWHsglUW-S88vexk6Lv81yCJTaEN-oZ-WnsDYeEFwS5hxjZFj0Yn0A,1,5
NA1_5215041509,dfil-1Mp1x6YgOJ1bS0yOAv7qY1euoYw4xO0GXm7f7ccuutsRJvaeTMVXyihn-Vrmbh0Z-xRNtCeUw,2,3
NA1_5215041509,9uR6QgPbCeksPEh7UQm9UaSwV_NgIygX8lyv6n0AyflQdaqk5p_3WLQny5RPJyD3f1_9Sbf8sKENqw,1,8
NA1_5215041509,9BRzT-QuVuikzy_St_9n_VHaEpAGIjF7nRZ-hX-m_gK281fryOo_iuLJjychXktzQuUTx8eeWjkqUg,1,6
NA1_5215041509,8OljjlMVJmME4RlX0UkU1VazYrRvkSW1Iam8dCOufRBDTmmjKOm7_3M7f5Kymftkp5MuXWN5lv-fAw,11,1
NA1_5218383683,Zzscp5QabkohFX4fDc9J10kNIlbxeF1xd6Y7k26Sm8I3O9L-68nK4qcrrYwVokJuOaylXl-BwyQsvg,9,1
NA1_5218383683,CtYdREHyXczFbZjIt-NJGO0j0e-uniM2wo6fANzLB7TjEUJuEtu5WTPslg1KFSWeYh1eJxLVDkBkeg,3,6
NA1_5218383683,YE6acGChjutWvpxDDZyJCzvka-r4FMGRC76Fc_rGLHcvAJfWUe0WugH-yL8VNzPkMFieMq6iCaCK8w,1,7
NA1_5218383683,TyayXmI2YlmDobeBBYQKvDw9LtYuyPv698AovmR9tMr_xzr-sZJ3f61tn1wqREYLgHb9t4vafR2tNg,1,3
NA1_5218383683,bA1Y555F6I7_enr5LOwEopT7-NtrZ2zLWuVAdjslKsOoBeteiKBDQVHuJN0_fF6oKb-Qqo1xFnjgQw,4,5
NA1_5218383683,DEoivi0pUXTW62pyS3euw-8D63KSXb3jA-JwOqp9LmtDEPvq157ub-WHwAL07yNv-xYgKIvHEuJ5kw,0,8
NA1_5218383683,79ZxwalbI4SkZ-hP1aTVoreJwmO3eazXs8eFbPPksNdHNkIb972LKlkOTFyW6cf7fb1oLKjLWwgz1A,0,4
NA1_5218383683,fJNWw77g7BsR4ljkENuxdTeU1cpJjazAZ675_Fqltj2D6-8Ej_esR0j3d5HQliXxPLtyhoDVD7npXg,0,2
NA1_5214291941,I8_dDyg8G9jzY_l43ptSmezpM2btW_oh-cp_PpubDCocdqACwGwz-B_M5yyRMpnIdB-z-tHErnRQvQ,1,8
NA1_5214291941,Qk6goMap-_Mkm1SYUja2-FTpjbE8GDWtm1to-AuwoK_QfxKIt_HsTsly3pvfIZWuJJfRTX3qOb6PjQ,20,4
NA1_5214291941,laWPNxVILNvJg7-sJ3iSHa7DFiq_BwyFlSmYwEMDt9llA5X-Je8KFdjHcIz8C7bRHKaSn14m4uoiZQ,0,3
NA1_5214291941,VyEq5RYkIwpNVKS_lZRSG-35TVk2sQPKOa3yNOT8LHmqezD3k57d_AQvrUtDsy5XzCoi2RojZep1_g,12,6
NA1_5214291941,PFCPwadi5OeI80whHP7hNf0AaEgaMhPnq9aIKIF578el7cpa7dGux524Oav623H74UGrNf6IA0Qv0g,1,7
NA1_5214291941,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,34,1
NA1_5214291941,i6e2cusu5lwFPjxP_C7v5hITqlsRs50A4uCq94ONwoOuLqKFHyDtUh5qEYQFZeQKklkYqngsUhEiNg,1,2
NA1_5214291941,_npnhB6iKhpChPRwurLxXKIS_rbnshnW9DnOWQ26PNybhD3CvUD_x8a9e9xunM3zjZvsGtmMV4X_gg,0,5
NA1_5221618167,id7xh0xwLCQpIRX8qc8NdU0h2B7F1gZWhE6ABheXGmjCnOvMgFlZvDNef-qKkOxSc9YAgDnSeTMGUA,0,8
NA1_5221618167,HpqoK3cQQk3CpKcJv_Q7OwaDh5E1Z2rTSQTetOatXLxB5_hjwdwNPDLsoEdKCMx2R5pOTUu9itvLEA,2,5
NA1_5221618167,4IgSV5oe9M6V4rw-ZiKMaVT-i5DaB-cUC1OWY0duPkQdkQyHjkPo1zWv_BXIjVrbDSO1qbr2OMgZJg,31,7
NA1_5221618167,NbWLI076uVLX43Rn3LV6x-Wk4O5kNze4ZEMlAjAxxfAiMCdvDLB3ydocpC9f-hjSBfCcMvowMX2uXw,13,2
NA1_5221618167,w3qJRn8uHVypILVHwsZlU_h-X1M7Mti6Pg2DQXXed7mFU2ajbSQ2Kzif3mzm3QQquFQKKESdVgugjg,0,4
NA1_5221618167,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,1,6
NA1_5221618167,qWQxo4YpAsW_-N2cXC-o-Oo4dTyPAT1rFhahXM5PLLVDYGFPZSx0IzmrmqAaNy6qnxV3xuwQaqY7Aw,56,1
NA1_5221618167,04IsA-8FfAyM1qqG8eHMQKVv3_YGumN_EfYMvr_LOHQ_hZHFH_iYFPCe5Wm73O5FMrVQfaeDZk3OfQ,6,3
NA1_5220902672,7R4uhPR_2kc8MuzH7DpY9BhDAsLlxbA8f_d7fGdKku0X1iyRnBKZpRsxj8GburV3EjzVjW7T1HjutA,0,2
NA1_5220902672,AMob3iYnNPqftlrs340863hPFREH-awmghgnTOS17W-qpJpH0UuEQFmWxMz_VoVXTKLCzRuq_ZS97A,0,5
NA1_5220902672,xJ91zojYjFdqqzi_ZxJfVYJeJqL9qkHhw0UN1sdFOhdTj3Ch6G6RsNbzrLex4GglnC4N8-9kzxPbKg,5,4
NA1_5220902672,mMZbAryqwMnK2f-y5BFluGOHklr5g920K-m5JbCqQi2eSxO6raPpw8mM4PavC8kptbZ0wf5fOoJwng,0,7
NA1_5220902672,IsKND1AAPXC2wxkk_VTbjkkJQS1JChulE2tcl1HYg37evEb1qO4bMhgM04LklX4Ufscv3jPkUH6f5A,0,8
NA1_5220902672,I8pdM3SDqddPHvsHytR2iATMO0ljuy6YrrwzsQH02eiijs8myIVtPfc9zHp4r6ExGJKxdCHsbdZ1VA,0,3
NA1_5220902672,wr2KMEz0mECHlobX5In9HfcRRf4WKtugYDbw_8UMTqGgKI8t28QsfP7J5thjco34pnHUrWl9PWwC5g,2,6
NA1_5220902672,6Isd6T1fJwzrZpFV0HH_0uSEmbdf5r4Q8qpy3q_-IyTu2xK2DLdHJwMh0Wf47XSt6uY8HoTqihy-mA,1,1
NA1_5220678219,2qN4gREdgygmgrijBOnH0xPQ8IXO_4WRxzqZWP2cCBvQqyJRtTiI0jVAGx0aAerC0GohRy1xSf288w,11,6
NA1_5220678219,gX6IF2UDNUE55Ri_H92GERCkgLjNAy656J8DivanygRFAQeXlNa_nRakxvQdhR60sA7jQorVpSC-lw,1,5
NA1_5220678219,vNT93a7BQeJezPsLD1ogTVGY_gd4rvGL2Pb76qLjDfMu7jDldqZPKySLvlOkGJIYfnottRH_gNLSEQ,1,4
NA1_5220678219,QE6SFm4wuQca_hVOIHQ7XATthybdndGVCCYp3Y7O3elixemEft_M8Xc56aGd1566bysgVLw-kLoM6Q,17,8
NA1_5220678219,ANTi0B1f-qRec08EUXBoB95ss65S2YZez8CfYL1FY5s-3weW2SaP3A0yhgftfJou3CuwYAMQKcLbpQ,2,1
NA1_5220678219,I0s7liDfFwy6yuy8FddMkgd3DK64INsKo6RIkDY5WdoDfprW6pdXxv9TZMnhEnC0j85sOe0AN7uCTw,1,7
NA1_5220678219,U_24Cl4EqhjvhMe4LM0jq3JL_ZtH3gHlmJuA5Z2fSdtxTS_YKhe9SYnRnugL7Sy9l6Bl-PchaGiZUw,1,3
NA1_5220678219,U0LYp-fSC5dPhmHPlDxpMehknrejsK_2FvDdU8GSk2RflGgKwPNDG_7bQc41EhN0RkoJUgOAefVS4w,1,2
NA1_5218967576,lTdHboQgSu8XHvCsPwK_8icEs3eYEafhQrGVWfI3GzUaHF3o0BT2hM1NKb0jitTFu48BjLk-hGyl4A,2,2
NA1_5218967576,wDrCnGCTjU9KHOCJpiAfokZpT8ghgffRkqWAsu0cgP_jODeHaheZF9eKHr3UmVw5DgpeF1AEyOk1ag,65,1
NA1_5218967576,GBOlzY-u10caGsV_tzTfRI7UG08wt5RzWK-a50Ik-_Nf3_T1Ybf0pjB5NZZPMhk660z5aJd4bYkCBA,0,7
NA1_5218967576,Hpeb0KBe6iEHHuHCgu-Htld1kf3Kx-M9VMguhVJI1M49b4M87X7sWs7vAn_r46hiX7MPcaV9DSY6Sg,1,6
NA1_5218967576,NQ94aF_Z1IM-aBYHOmXcKwmkrWsNH6crcC-VP5Smn4UYHz3euRxJI9CheGrzF1zZJKXNVAc24DKGmw,3,4
NA1_5218967576,UxuLI7zkRe2jmb4p0DGNpEX0yHKur9h5lUxRFlFIROwS1OQ9iSDoKfur5n5WUIxb_hdc3DQ5aF0lOw,7,8
NA1_5218967576,GmnSJz6qHjINcl9rk0LUZO1Qy9T-u_pmZY3DliJxwFoid1LdxXIQraTmcUh8QmIcf5IDAmQ3zyrxvQ,3,5
NA1_5218967576,tTJwhxknKMl3ExYRU8fZ0Hfu8gmCKC_E1WwgKNYj2bu7AXuwHQF2GSo5zBq6DtDxBrLTu1Tty5E51A,1,3
NA1_5207953898,FCVNYmfyGJb7c4xAU_CDzVjrFzXapffhOPPn6lXfE8CmttDdAATWGbQH8SDTWnU1WHEUbis2RJlzLQ,0,2
NA1_5207953898,23nlj-mOFFeTPgkfSkE7oM0vXUkDvtCrUT9qt-NwnnhWavBJvYYDcBRpIE2MARuDCmPkWp2rW94Feg,1,5
NA1_5207953898,_rgjwLHAePIfd2ByRNIIKxSCSrTNFYpsNygYQXFj4pAI_l4F9FTk5daPgFPGE7vfXcfKCvXjOabD7w,1,8
NA1_5207953898,43332cvV4A2mqb2W0JfRmsfY9djf-VGUgRyPY4wB0BLbtwhAWK34kQQa5yV6BAY93PSj7uDMnVVBJA,0,7
NA1_5207953898,7iIW7cDfdPzm9o3z0uea93AooftwLNn9OHAvQ79gKJOUHGqOEItxbjBKHBtoESsT_0hXT5JDkYHHVQ,1,1
NA1_5207953898,1x8SiuU29wBehu4HwldU0tiLaoeYZKkyJatYg12fu8a56PCKYDjOldXJfO9se8bhMaGZ5tIEyB9M4w,1,3
NA1_5207953898,Pc0YJkFrav8rUZnhqlx50CLDvzN3CQFjWZ0VF0bu06sllQH9J7O7y-gAbvigbIxgLrog71Xu0FZDaA,1,6
NA1_5207953898,iuB-yTyUKQ9HC_UvGdvO7W3b2VBBaaHZNhkaJ1ZdU8rw5u72ug80tS0Bv_zEBl9tVZQsUrjxxymjxA,1,4
NA1_5221693678,JT_zjeZ09kq3eYafSESOhIE_SPWySAOrH7RNLmrMH5EfvdbM2dwR_2BR83T8x-9HnsrlsEbXGtViKg,0,6
NA1_5221693678,1uMtG6YfUaAyTUwS5F6hDksRyJNTcP_6vrMxG3sMxY4p2Ue3BZccmOptiFPsgYzOWhoL_NtIdbUz8w,3,7
NA1_5221693678,AypW6DBZcq88edZm3SNrstsAhKLCwsaADHZP1w4HGE_wM-KcdZ_NL0Ym1C1GhSgz5ZtHOFKvb4ssnQ,1,1
NA1_5221693678,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,34,5
NA1_5221693678,gks4dc2iCHGsYOu09qxSxO10ShADkxsmMMaRHiULHK437zr0EMkY9Pm3FpryAn1XlgDGBr1G--Xieg,2,2
NA1_5221693678,xJ91zojYjFdqqzi_ZxJfVYJeJqL9qkHhw0UN1sdFOhdTj3Ch6G6RsNbzrLex4GglnC4N8-9kzxPbKg,1,4
NA1_5221693678,2g_9hfuRFhzVqGAGDYePjm83xcxX-xRW53Psqz-spNEiQJsIcvPUDcJ7QDLP2W7ZmzreXNPdKrz3_g,1,3
NA1_5221693678,2a8zkP6g8qeXRvoo2CqQnizgp-a7XcqOmMsUrB8oFBL9K5BYV8Gj3WpLvm3ReOnSQRU-ZGFzak3PXQ,0,8
NA1_5221583681,I0s7liDfFwy6yuy8FddMkgd3DK64INsKo6RIkDY5WdoDfprW6pdXxv9TZMnhEnC0j85sOe0AN7uCTw,2,6
NA1_5221583681,C_ikbbu9ZXN5UkU2kxiOikUayng1tJ3SrqzgsLHEWaYBJbRAl7ZbuC7tjq0Ooev6qxyZv3a4bj6K4Q,1,8
NA1_5221583681,qk9pHi3PP6xlg61eJTAJWlrRuSQw3_8Xy1UrkvKwFhMzUyl8D7I8e1ZM05ZniQh1A4eNH9CkPXfEHA,13,1
NA1_5221583681,7KfVILP-wpGZhFkhkPof71G4c4nSdUT1Ep6VOLvpLDYUd_CMKA0Pfwgeto0e_cXi104Ss7mfJBxRcQ,0,7
NA1_5221583681,vfp24jnE2u1olsCNvuCwvK-XC6N1aGWS_1SlLL_AdXTao9xmJG8w9EF1ZJnN8sEkYD5GK3K423uSQQ,0,4
NA1_5221583681,74xv9--BZz07qTMJYiZpmzVI-Ks2m2PtnkSZGey8MTVtu6WBwmLu9RHMCaQnaIL8pV1fVW1ebVVEjw,1,3
NA1_5221583681,ce2PlqERt4FwXquliuYBc_E0UdS60_ivtXtUVLVEmmLYQejhw-PjO7rawe6ny93nWgIjJXs76rZGpg,31,2
NA1_5221583681,oZXQ0P4t7gN7OTWffzxLk8Qd3FOT3a31IxdVZV43cjlpl-JkTLvV_IgKSPpn1et7ttQKH47HkdWTcA,1,5
NA1_5219115798,vNT93a7BQeJezPsLD1ogTVGY_gd4rvGL2Pb76qLjDfMu7jDldqZPKySLvlOkGJIYfnottRH_gNLSEQ,1,5
NA1_5219115798,z4jaLYAo1sgvo3seiJ9ufnfOaBAX3nOk6lC34kd7zMWUghdjiC_rQWgKXJmFwr2o6pXVTwpKNUV1gQ,0,8
NA1_5219115798,8OljjlMVJmME4RlX0UkU1VazYrRvkSW1Iam8dCOufRBDTmmjKOm7_3M7f5Kymftkp5MuXWN5lv-fAw,4,7
NA1_5219115798,G8O22skjXgZ7o53EmZUWdIp4UzrmkP2viXbxmeOvkpyau4f8Fvwa5kiOytg7zuCL_HgeXQOf3oKzVw,0,4
NA1_5219115798,rosuKc_8yil7N7g0Zw4-gLn_ZAW5Uk0BYC5xXcgTuThkfnf1GvkPJ2sWfv1SVcepz0cgwAe9Z0oU2A,1,3
NA1_5219115798,Hpeb0KBe6iEHHuHCgu-Htld1kf3Kx-M9VMguhVJI1M49b4M87X7sWs7vAn_r46hiX7MPcaV9DSY6Sg,0,2
NA1_5219115798,9a5exS-ZlJSOeJXZxlh3iEXuVVEMYVeBh8lHXsb84V8Xu5jESHyMA3p1BC7lcsLVq7Xkb1m_Pqxo-Q,1,6
NA1_5219115798,EKq6EwCbtUtvkyW8-y8Dt-rP0VJUWNKSgfB0tlZy1WdcROVjM8occ_r90LC8t5V9rZPhPuorDbb-rA,69,1
NA1_5217409063,Zzscp5QabkohFX4fDc9J10kNIlbxeF1xd6Y7k26Sm8I3O9L-68nK4qcrrYwVokJuOaylXl-BwyQsvg,1,1
NA1_5217409063,U0LYp-fSC5dPhmHPlDxpMehknrejsK_2FvDdU8GSk2RflGgKwPNDG_7bQc41EhN0RkoJUgOAefVS4w,1,8
NA1_5217409063,w_Aw8ZLfUAQcdM09SzRnmduCXdH3CJ-BUVNq5v8DfRxvpCQPAiTAlsF5YfWLYBe1ewiyJtNuUHNWfg,94,2
NA1_5217409063,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,24,7
NA1_5217409063,0krqJ2TDJQHIikyVxKYsdz4WxF2dm6QCcWtN89lHm4Kn7A8AE61Y1fQwlgJ6SHg6ePU9bJCjIHSV4A,1,6
NA1_5217409063,htOc9v7vlJFdd1zXIXWzB6a4GuWzfde0gkPpQzbvYRgTldy39v6gbyxool2VHwA-U9dTRpXY4mEl0w,6,4
NA1_5217409063,19ZW3fM7dGMlbrE4324rYeX4ebFw78UxwE1fBRaC8W3ikyVI7uRhPbjSDkieLb0VYYVpiyXx2JrLNg,39,3
NA1_5217409063,fAs1BJT3sKfg8bwNQN1UHTiw6ALWt-_K3ETd8Sa2AYZpStLzSOaCms6Ljv6I9R41LQ9pQ9VW6lCeUg,0,5
NA1_5220022044,wtD5XlFZsOjfckNOAaGgE914rCfmgXrahJcmi1WvETKqJuQcTV-E6i8j4t1udgnl12q-obYnv5Fqlw,0,5
NA1_5220022044,tKdxht2dmv-dBNbtPJzz02mrts8auiH_k-XHWHGCyTMz_X1vCwtvm6bqgAXRzKNB_8bNX83sRW0GGg,1,6
NA1_5220022044,ce2PlqERt4FwXquliuYBc_E0UdS60_ivtXtUVLVEmmLYQejhw-PjO7rawe6ny93nWgIjJXs76rZGpg,1,7
NA1_5220022044,b-1rUQILqwQcG1MohprIYGySirW8nwHftyfLWqYnNNv_M-pFUOHBJeQUCHUyGFOgOdOUpVYh4pdbLQ,1,4
NA1_5220022044,uY01CO_j186usIkBb21mUGXhpzZzyYPA8QuRgWaKB1xmF1c1EborDscg9yfMCEI4BiwJhGVsd8yU3A,1,8
NA1_5220022044,0V5rn3EGaWGw0sgRU3B2r5aBhn9B5y5SCIBM8Frb_dCzP2Box6WsfDqoQE4dwp-Uj-ZKxSjmb125ag,16,1
NA1_5220022044,IsKND1AAPXC2wxkk_VTbjkkJQS1JChulE2tcl1HYg37evEb1qO4bMhgM04LklX4Ufscv3jPkUH6f5A,1,3
NA1_5220022044,lTdHboQgSu8XHvCsPwK_8icEs3eYEafhQrGVWfI3GzUaHF3o0BT2hM1NKb0jitTFu48BjLk-hGyl4A,0,2
NA1_5220978433,3BJi2AnKmILCjkMJWp3wHK4jg58tM8Am-HAbKvre0C4F-jX0HVXrZo9mm9fBHJlgZYYke_ee1h4OYA,8,1
NA1_5220978433,_2HH0iiP-q2-99mAe7mk7qKn1QGiuQNfcRMqvuJiDOZZSKqZ0G5kajAmz88mBwg2geXDLZhA-VcK6w,2,8
NA1_5220978433,rUj2_Aqnvf5IHvSMhINPnSs03Q7R4orMT3vBpn1aGfIh_BWjJ4YkQpdh8Cmv0RqkwhBxXn7UhPMB4A,1,5
NA1_5220978433,eOW3Povs9zAjfyvOntMgInhgha_RBeHSNEOzKGYZHPHZhHHk-Rdx0_MYrqed9zagiUh_o7Gaw-IKjQ,6,2
NA1_5220978433,rgE6RPFub16S3YBBPNQ4iowfuW6J9_8-ZPokuyAzf9p5zRfv9YHsR0lIazwroxtzql_7GOR_g_v2iw,0,3
NA1_5220978433,fAs1BJT3sKfg8bwNQN1UHTiw6ALWt-_K3ETd8Sa2AYZpStLzSOaCms6Ljv6I9R41LQ9pQ9VW6lCeUg,0,7
NA1_5220978433,8J1oKqxbn7Ujv8xPRJCYMg4ADGMiQHZzxWFuLzLW5BdLVqfMr18dvjrdNbCarlX-KHktiin-w-Vd8A,1,6
NA1_5220978433,eoED9x-A583Ad26UQ_-M-ZD4nCtoFno94DxoW9nI5X-6Eq0q-Au1ypdgJDvRdB2VsuPJvCSF-76EvQ,1,4
NA1_5218121938,3hZz5kM5g31LfxeDBCOmJlFcSIP5xWHFIrX0fP8D1y3O4ypfb1l1p9Hco6DElv46mnj5xI0dHbkAjw,1,2
NA1_5218121938,9YrzSwC2L8QjDUJ7bkdsFsEF-N42YuA5keHYZsENW32KhLLBUsMPHntREdiI6cWxkN92DeTKLBeCHw,2,1
NA1_5218121938,5n7bykotfttYZnZQh-xx65-_IbNV9Du7OE6mlWZo57BKH3Svo2PCFEYji0a3Qvnci8Fs2iprYLebsA,0,3
NA1_5218121938,6nEjICad_Tus_4IP3J1w_HIANW2l548Inkh1-3y_Qy2GFkGza709t6Jfo4CT3muCEqm3GLLld3leKg,1,8
NA1_5218121938,lQe00MCUHPnOauY4fQxgYMoIebTEIixSilL7XXYiFaxbTosqndpAjW55o6-_WInlUtsvhOKw5Vnqmw,21,7
NA1_5218121938,7xp1znCbvgEOs6VnHs-Dtj1WN60A7a9dC-udd8JvX_XCHu5-XLFxc6hTYOQW4Z7QGgXbZSpVx8alJw,40,4
NA1_5218121938,w3qJRn8uHVypILVHwsZlU_h-X1M7Mti6Pg2DQXXed7mFU2ajbSQ2Kzif3mzm3QQquFQKKESdVgugjg,1,6
NA1_5218121938,m6X-IX7raAu95unI_t9QaS2yFcyG7iv-kVvfwr-ao7HauiKzAHn7i5-yFnzBde3cjfp6GD_9492Vzw,8,5
NA1_5215009747,Eto-8oL6lzOWCA_KYCgkeNoroXFb7gVHWemexkS5gktdfZq2OH16VNRxx7-ry2v3B65ZiBdesC8yhw,0,3
NA1_5215009747,zVlXLPPza_IOPJq66xiYp0bq_LEmDDnZCCaKa7oCarmhWwPVkgQO-3kE4SiE7HGUMhXhB7IjFH8nbw,0,7
