game_length,gold_left,last_round,players_eliminated,time_eliminated,total_damage_to_players
2171.91015625,1,31,0,1831.107421875,80
2171.91015625,12,33,0,1946.3321533203125,106
2171.91015625,0,33,0,1929.15576171875,101
2171.91015625,5,35,0,2078.18994140625,117
2171.91015625,9,23,0,1345.78759765625,20
2347.40087890625,4,38,2,2226.838134765625,126
2347.40087890625,2,30,0,1764.6129150390625,82
2347.40087890625,20,26,0,1528.2958984375,35
2347.40087890625,1,31,1,1829.123291015625,97
2347.40087890625,1,35,0,2058.8564453125,126
2347.40087890625,0,28,0,1665.512939453125,56
2347.40087890625,7,40,4,2334.423828125,194
2347.40087890625,1,40,1,2330.568603515625,142
2206.376953125,0,35,0,2031.0394287109373,128
2206.376953125,0,28,0,1633.72900390625,71
2206.376953125,5,26,0,1492.5830078125,50
2206.376953125,63,38,5,2193.191650390625,176
2206.376953125,11,34,1,1970.8297119140625,74
2206.376953125,1,38,1,2193.191650390625,148
2206.376953125,0,35,0,2040.10205078125,154
2206.376953125,0,31,0,1786.330810546875,84
2199.224853515625,2,40,3,2186.056884765625,214
2199.224853515625,1,28,0,1591.583740234375,69
2199.224853515625,1,27,0,1529.734130859375,53
2199.224853515625,19,40,0,2186.056884765625,170
2199.224853515625,1,31,0,1741.46142578125,65
2199.224853515625,1,33,1,1841.181640625,95
2199.224853515625,0,34,2,1898.4298095703125,121
2199.224853515625,3,24,0,1354.19970703125,20
2091.87548828125,1,24,0,1423.6112060546875,20
2091.87548828125,7,31,0,1828.4217529296875,71
2091.87548828125,45,33,1,1937.10400390625,94
2091.87548828125,2,34,2,2008.23583984375,119
2091.87548828125,34,35,4,2078.70703125,187
2091.87548828125,4,28,0,1666.2718505859375,85
2091.87548828125,1,31,0,1833.0279541015625,92
2091.87548828125,3,35,0,2078.70703125,139
2141.281005859375,4,37,1,2128.113525390625,152
2141.281005859375,8,23,0,1321.8843994140625,8
2141.281005859375,2,28,0,1657.6956787109375,62
2141.281005859375,2,27,0,1584.283203125,48
2141.281005859375,3,34,1,1979.53076171875,126
2141.281005859375,23,33,1,1922.4732666015625,90
2141.281005859375,78,35,1,2049.6669921875,116
2141.281005859375,8,37,3,2128.113525390625,159
2066.465087890625,5,35,2,2054.248046875,124
2066.465087890625,52,35,1,2054.248046875,199
2066.465087890625,1,31,0,1839.244873046875,88
2066.465087890625,23,26,0,1536.189208984375,34
2066.465087890625,17,30,1,1782.5528564453125,68
2066.465087890625,0,31,0,1842.3492431640625,80
2066.465087890625,1,34,2,1991.2589111328125,103
2066.465087890625,2,27,0,1613.8118896484375,50
2141.05419921875,44,27,0,1584.2119140625,53
2141.05419921875,20,31,0,1824.15576171875,108
2141.05419921875,4,37,3,2127.885498046875,163
2141.05419921875,3,33,0,1918.17236328125,106
2141.05419921875,6,28,0,1654.3687744140625,53
2141.05419921875,0,37,3,2125.732666015625,137
2141.05419921875,51,31,0,1818.9486083984373,92
2141.05419921875,0,34,1,1978.1510009765625,128
2136.758056640625,4,27,0,1593.5341796875,54
2136.758056640625,18,30,1,1747.8995361328125,75
2136.758056640625,3,28,0,1657.4620361328125,57
2136.758056640625,3,37,1,2123.58935546875,148
2136.758056640625,1,35,1,2043.317138671875,116
2136.758056640625,34,33,0,1904.83544921875,101
2136.758056640625,1,37,3,2123.58935546875,169
2136.758056640625,0,28,0,1658.36328125,69
1990.677001953125,1,30,0,1767.389892578125,89
1990.677001953125,18,28,0,1675.7596435546875,66
1990.677001953125,28,27,0,1606.65234375,52
1990.677001953125,6,28,0,1677.26171875,82
1990.677001953125,6,31,0,1832.266845703125,90
1990.677001953125,2,34,6,1977.4744873046875,174
1990.677001953125,1,34,1,1977.4744873046875,120
1990.677001953125,0,33,0,1921.65234375,109
2123.08056640625,30,37,3,2109.909423828125,205
2123.08056640625,0,34,0,1970.9422607421875,114
2123.08056640625,10,34,1,1970.641845703125,111
2123.08056640625,7,23,0,1327.544189453125,15
2123.08056640625,1,34,1,1977.451171875,128
2123.08056640625,2,37,2,2109.909423828125,143
2123.08056640625,1,33,0,1911.221435546875,89
2123.08056640625,0,21,0,1229.749755859375,3
2264.0712890625,0,40,2,2250.35205078125,136
2264.0712890625,0,30,0,1716.2911376953125,70
2264.0712890625,1,31,0,1800.5589599609375,85
2264.0712890625,4,28,0,1621.0869140625,53
2264.0712890625,1,40,3,2251.503662109375,184
2264.0712890625,1,33,0,1896.248046875,91
2264.0712890625,0,35,1,2026.781494140625,135
2264.0712890625,0,30,0,1720.897216796875,64
2224.41943359375,0,24,0,1424.243896484375,34
2224.41943359375,4,30,0,1757.085205078125,60
2224.41943359375,11,38,3,2211.25244140625,145
2224.41943359375,1,34,1,1984.886962890625,95
2224.41943359375,2,34,0,1992.0474853515625,90
2224.41943359375,13,38,3,2211.25244140625,177
2224.41943359375,1,30,0,1751.17333984375,75
2224.41943359375,11,37,0,2147.56005859375,130
2226.367431640625,1,38,3,2213.800537109375,198
2226.367431640625,0,24,0,1433.359619140625,29
2226.367431640625,0,37,4,2154.8017578125,158
2226.367431640625,1,34,0,1993.9000244140625,101
2226.367431640625,0,28,1,1669.1607666015625,90
2226.367431640625,1,26,0,1537.2266845703125,38
2226.367431640625,4,38,0,2213.800537109375,120
2226.367431640625,3,34,0,2005.9161376953125,91
2234.525390625,1,38,3,2220.46435546875,168
2234.525390625,4,30,0,1785.7393798828125,83
2234.525390625,53,28,0,1688.5584716796875,77
2234.525390625,2,35,2,2062.836181640625,159
2234.525390625,2,24,0,1453.758056640625,32
2234.525390625,3,30,0,1786.6405029296875,72
2234.525390625,13,23,0,1338.2041015625,20
2234.525390625,4,38,1,2221.357421875,190
2497.44921875,1,31,0,1908.994873046875,103
2497.44921875,0,30,1,1844.521484375,73
2497.44921875,2,42,4,2484.277099609375,231
2497.44921875,1,42,2,2482.875244140625,199
2497.44921875,0,28,0,1737.34228515625,33
2497.44921875,35,24,0,1492.7646484375,29
2497.44921875,4,34,1,2065.989013671875,100
2497.44921875,1,31,0,1906.091064453125,73
2274.272216796875,14,28,0,1718.3614501953125,48
2274.272216796875,0,38,2,2261.09716796875,144
2274.272216796875,0,33,0,1994.6976318359373,106
2274.272216796875,3,37,0,2206.39697265625,134
2274.272216796875,1,28,0,1720.5693359375,60
2274.272216796875,2,38,5,2261.09716796875,183
2274.272216796875,1,34,0,2056.81640625,102
2274.272216796875,5,31,0,1885.6795654296875,90
2065.05517578125,0,33,0,1893.014892578125,99
2065.05517578125,4,33,0,1916.29541015625,94
2065.05517578125,1,34,1,1975.9044189453125,121
2065.05517578125,0,28,0,1640.6337890625,49
2065.05517578125,7,24,0,1403.6514892578125,25
2065.05517578125,2,35,1,2052.739013671875,127
2065.05517578125,2,35,3,2052.739013671875,176
2065.05517578125,2,33,1,1897.520751953125,100
2023.3011474609373,1,31,0,1784.3472900390625,103
2023.3011474609373,0,33,1,1882.17138671875,102
2023.3011474609373,1,35,2,2010.132568359375,143
2023.3011474609373,1,30,0,1726.2779541015625,70
2023.3011474609373,48,35,1,2010.132568359375,176
2023.3011474609373,11,27,0,1558.59521484375,50
2023.3011474609373,1,24,0,1348.3507080078125,32
2023.3011474609373,1,31,0,1784.547607421875,86
2117.244384765625,13,33,0,1897.365234375,108
2117.244384765625,0,35,2,2027.704345703125,125
2117.244384765625,1,31,0,1795.9512939453125,76
2117.244384765625,43,37,2,2104.0712890625,147
2117.244384765625,0,37,2,2104.0712890625,158
2117.244384765625,1,35,1,2020.8446044921875,106
2117.244384765625,6,21,0,1189.6925048828125,21
2117.244384765625,1,34,0,1966.9388427734373,82
2160.684814453125,1,35,1,2012.353759765625,116
2160.684814453125,0,34,2,1953.7349853515625,93
2160.684814453125,3,35,0,2013.0047607421875,127
2160.684814453125,0,30,0,1726.08642578125,76
2160.684814453125,24,28,0,1626.4444580078125,47
2160.684814453125,2,38,3,2148.067626953125,189
2160.684814453125,1,38,1,2148.067626953125,163
2160.684814453125,1,24,0,1394.3778076171875,16
1952.1800537109373,0,31,1,1789.3258056640625,103
1952.1800537109373,1,30,0,1730.28369140625,50
1952.1800537109373,1,26,0,1473.0894775390625,68
1952.1800537109373,1,28,0,1635.927978515625,82
1952.1800537109373,2,34,2,1939.011962890625,140
1952.1800537109373,0,34,3,1939.011962890625,125
1952.1800537109373,0,31,0,1784.669189453125,102
1952.1800537109373,0,28,0,1633.21044921875,79
2201.08544921875,31,36,1,2134.195068359375,115
2201.08544921875,6,37,0,2188.067626953125,121
2201.08544921875,0,27,0,1604.5806884765625,50
2201.08544921875,13,37,2,2188.067626953125,185
2201.08544921875,1,28,0,1684.751953125,53
2201.08544921875,38,28,1,1683.5504150390625,59
2201.08544921875,2,30,0,1779.7418212890625,84
2201.08544921875,1,31,1,1806.8057861328125,83
2096.41943359375,2,30,0,1712.1715087890625,79
2096.41943359375,34,30,0,1719.4813232421875,77
2096.41943359375,2,27,0,1553.539306640625,62
2096.41943359375,6,28,0,1619.418212890625,59
2096.41943359375,0,27,0,1558.1973876953125,60
2096.41943359375,2,37,3,2083.2509765625,163
2096.41943359375,2,37,2,2083.2509765625,194
2096.41943359375,0,31,0,1775.1888427734375,92
2115.818603515625,1,31,0,1801.728515625,101
2115.818603515625,10,33,1,1913.1204833984373,107
2115.818603515625,17,28,0,1626.075927734375,63
2115.818603515625,40,31,0,1795.720703125,106
2115.818603515625,2,37,5,2102.651123046875,173
2115.818603515625,1,31,0,1794.0966796875,77
2115.818603515625,0,37,2,2102.651123046875,125
2115.818603515625,4,27,0,1549.6051025390625,55
2160.35400390625,1,28,0,1620.2979736328125,53
2160.35400390625,2,27,0,1560.907470703125,56
2160.35400390625,50,23,0,1301.3900146484375,15
2160.35400390625,0,34,2,1947.789306640625,130
2160.35400390625,4,23,0,1305.6966552734375,20
2160.35400390625,2,34,1,1947.4888916015625,113
2160.35400390625,29,38,4,2147.17919921875,239
2160.35400390625,1,38,1,2147.17919921875,169
2180.32177734375,1,30,0,1744.9732666015625,69
2180.32177734375,0,33,0,1920.48046875,100
2180.32177734375,0,38,2,2166.6533203125,142
2180.32177734375,0,33,1,1923.33447265625,102
2180.32177734375,1,33,0,1925.036865234375,111
2180.32177734375,1,38,4,2167.404296875,180
2180.32177734375,3,30,0,1751.968994140625,78
2180.32177734375,1,30,0,1750.8175048828125,73
2112.242431640625,1,30,0,1828.89697265625,76
2112.242431640625,6,35,2,2099.082763671875,138
2112.242431640625,3,28,0,1710.3985595703125,61
2112.242431640625,0,34,3,2095.019775390625,127
2112.242431640625,9,35,0,2099.082763671875,148
2112.242431640625,0,30,1,1824.79150390625,83
2112.242431640625,0,28,0,1728.973388671875,81
2112.242431640625,1,33,0,2013.465087890625,86
1969.7252197265625,4,33,1,1899.92138671875,115
1969.7252197265625,1,33,0,1884.8466796875,101
1969.7252197265625,31,34,1,1956.556884765625,178
1969.7252197265625,10,28,2,1646.753662109375,63
1969.7252197265625,0,34,2,1956.556884765625,145
1969.7252197265625,6,27,0,1581.986328125,49
1969.7252197265625,1,28,0,1652.8621826171875,67
1969.7252197265625,24,26,0,1522.6361083984375,42
2014.7115478515625,0,31,0,1828.466796875,93
2014.7115478515625,0,30,1,1773.5224609375,80
2014.7115478515625,57,34,1,2001.5286865234373,140
2014.7115478515625,29,33,1,1948.8460693359373,124
2014.7115478515625,0,28,0,1645.1015625,65
2014.7115478515625,1,34,2,2001.5286865234373,154
2014.7115478515625,1,31,0,1845.9906005859373,87
2014.7115478515625,0,27,0,1592.939697265625,45
2134.220947265625,2,35,1,2044.126220703125,115
2134.220947265625,1,37,1,2121.05224609375,137
2134.220947265625,50,28,0,1651.2708740234375,62
2134.220947265625,0,26,0,1524.7811279296875,37
2134.220947265625,0,28,0,1659.7872314453125,55
2134.220947265625,32,37,3,2121.05224609375,199
2134.220947265625,3,34,2,1971.4674072265625,111
2134.220947265625,4,31,1,1811.37451171875,92
2012.609130859375,24,31,0,1791.04052734375,70
2012.609130859375,0,26,0,1495.1236572265625,40
2012.609130859375,1,33,1,1887.2001953125,91
2012.609130859375,52,35,3,1999.4405517578125,182
2012.609130859375,1,33,0,1885.498046875,69
2012.609130859375,51,33,0,1886.1488037109373,103
2012.609130859375,49,34,1,1945.1571044921875,103
2012.609130859375,9,35,1,1999.4405517578125,116
2139.018310546875,0,31,0,1873.016845703125,92
2139.018310546875,52,35,5,2125.85009765625,181
2139.018310546875,0,35,1,2125.85009765625,142
2139.018310546875,1,33,1,1978.7587890625,103
2139.018310546875,0,34,0,2062.295654296875,100
2139.018310546875,0,31,0,1879.6260986328125,82
2139.018310546875,1,27,0,1617.042724609375,52
2139.018310546875,2,30,0,1797.22509765625,68
1957.480712890625,80,35,2,1944.2996826171875,83
1957.480712890625,1,30,0,1678.5831298828125,78
1957.480712890625,0,34,1,1881.0440673828125,137
1957.480712890625,0,35,0,1944.2996826171875,146
1957.480712890625,15,28,0,1602.63623046875,80
1957.480712890625,0,31,0,1739.0406494140625,107
1957.480712890625,0,30,0,1690.411376953125,88
1957.480712890625,2,33,0,1802.1063232421875,104
2338.8505859375,1,40,3,2325.682861328125,187
2338.8505859375,1,30,1,1775.1524658203125,79
2338.8505859375,1,38,1,2226.613037109375,137
2338.8505859375,32,33,0,1944.603759765625,80
2338.8505859375,51,30,0,1767.7296142578125,51
2338.8505859375,1,34,0,2013.667236328125,115
2338.8505859375,0,26,0,1527.273681640625,43
2338.8505859375,3,40,2,2325.4326171875,153
1908.5885009765625,13,34,2,1891.4654541015625,150
1908.5885009765625,0,26,0,1448.3309326171875,40
1908.5885009765625,0,27,0,1518.62548828125,56
1908.5885009765625,1,34,3,1895.4208984375,159
1908.5885009765625,0,33,0,1825.596923828125,77
1908.5885009765625,4,33,0,1836.0611572265625,111
1908.5885009765625,1,30,0,1674.501220703125,71
1908.5885009765625,1,31,2,1733.039794921875,108
2167.552490234375,3,37,3,2155.185302734375,180
2167.552490234375,0,26,0,1529.83837890625,40
2167.552490234375,0,37,1,2155.185302734375,162
2167.552490234375,1,30,0,1773.4693603515625,64
2167.552490234375,1,23,0,1280.4833984375,47
2167.552490234375,5,31,1,1851.6082763671875,111
2167.552490234375,1,33,1,1954.000732421875,98
2167.552490234375,1,30,0,1779.1282958984375,66
2138.67236328125,8,35,0,1992.4605712890625,95
2138.67236328125,22,28,1,1603.176513671875,67
2138.67236328125,1,30,0,1694.2674560546875,62
2138.67236328125,3,31,0,1761.607666015625,89
2138.67236328125,9,33,1,1856.7613525390625,102
2138.67236328125,11,38,3,2125.50341796875,215
2138.67236328125,2,38,2,2125.50341796875,133
2138.67236328125,23,26,0,1475.2198486328125,41
2067.537109375,0,31,0,1828.344482421875,84
2067.537109375,0,28,0,1675.263427734375,81
2067.537109375,6,30,0,1774.283447265625,86
2067.537109375,20,28,0,1667.9532470703125,51
2067.537109375,1,35,4,2055.06982421875,166
2067.537109375,15,33,2,1936.372314453125,105
2067.537109375,0,33,0,1939.8271484375,108
2067.537109375,30,35,1,2055.06982421875,138
1996.9517822265625,1,35,3,1980.5794677734373,127
1996.9517822265625,35,35,2,1983.7838134765625,151
1996.9517822265625,19,28,0,1612.6834716796875,70
1996.9517822265625,0,31,0,1772.3907470703125,97
1996.9517822265625,0,31,1,1776.4461669921875,109
1996.9517822265625,1,30,0,1708.4822998046875,86
1996.9517822265625,3,30,0,1716.743896484375,82
1996.9517822265625,2,30,0,1711.43701171875,94
2194.236328125,20,26,0,1524.967529296875,41
2194.236328125,0,30,1,1745.8853759765625,88
2194.236328125,1,38,2,2181.0673828125,176
2194.236328125,0,33,0,1916.4609375,109
2194.236328125,1,38,4,2181.0673828125,183
2194.236328125,0,35,0,2042.4783935546875,126
2194.236328125,1,30,0,1749.59033203125,70
2194.236328125,25,27,0,1594.5255126953125,44
2105.16064453125,29,28,0,1661.3096923828125,47
2105.16064453125,2,26,0,1528.12255859375,37
2105.16064453125,0,34,2,2019.903564453125,132
2105.16064453125,1,31,0,1832.3404541015625,79
2105.16064453125,0,35,1,2091.99267578125,144
2105.16064453125,51,33,0,1930.4200439453125,67
2105.16064453125,4,30,1,1757.6630859375,70
2105.16064453125,6,35,4,2091.99267578125,217
1936.1458740234373,11,32,2,1922.96630859375,110
1936.1458740234373,10,24,0,1499.845947265625,20
1936.1458740234373,14,32,0,1907.387939453125,103
1936.1458740234373,53,32,1,1920.3057861328125,98
1936.1458740234373,8,32,0,1922.96630859375,136
1936.1458740234373,1,28,0,1739.1884765625,73
1936.1458740234373,6,32,1,1916.2000732421875,85
1936.1458740234373,0,31,0,1886.7021484375,88
2228.92138671875,5,31,1,1825.20849609375,96
2228.92138671875,1,31,0,1818.3992919921875,87
2228.92138671875,0,38,3,2215.760986328125,157
2228.92138671875,10,27,0,1594.750244140625,44
2228.92138671875,37,27,0,1590.9918212890625,54
2228.92138671875,1,28,0,1662.0902099609375,64
2228.92138671875,8,38,2,2215.760986328125,201
2228.92138671875,0,30,1,1746.821533203125,86
2185.25146484375,1,37,3,2172.083740234375,174
2185.25146484375,3,33,2,1950.27880859375,101
2185.25146484375,0,27,0,1610.8751220703125,46
2185.25146484375,1,34,1,2017.0118408203125,121
2185.25146484375,1,35,0,2084.9892578125,102
2185.25146484375,0,28,0,1674.318359375,50
2185.25146484375,22,31,0,1848.3289794921875,69
2185.25146484375,8,37,2,2172.083740234375,135
2140.87255859375,6,37,3,2127.7041015625,240
2140.87255859375,0,28,1,1658.251220703125,62
2140.87255859375,1,34,1,1987.61083984375,86
2140.87255859375,1,34,1,1986.2589111328125,105
2140.87255859375,1,24,1,1413.4468994140625,32
2140.87255859375,0,37,2,2127.7041015625,136
2140.87255859375,32,21,0,1187.187744140625,8
2140.87255859375,1,33,0,1920.4849853515625,96
2149.166748046875,22,28,0,1682.624755859375,63
2149.166748046875,0,24,0,1432.4344482421875,18
2149.166748046875,1,33,0,1930.802978515625,84
2149.166748046875,1,35,3,2057.771484375,131
2149.166748046875,1,31,1,1831.5228271484373,86
2149.166748046875,54,37,2,2135.99853515625,141
2149.166748046875,4,31,0,1834.72705078125,88
2149.166748046875,11,37,2,2135.99853515625,188
2225.65234375,1,35,2,1982.49609375,130
2225.65234375,3,40,4,2212.995361328125,188
2225.65234375,1,40,1,2211.54345703125,170
2225.65234375,0,27,0,1525.4713134765625,45
2225.65234375,49,28,0,1592.196533203125,41
2225.65234375,1,37,1,2061.783447265625,142
2225.65234375,3,33,1,1853.0692138671875,97
2225.65234375,0,28,0,1589.1923828125,65
1971.449462890625,6,33,2,1951.6156005859373,92
1971.449462890625,2,26,0,1524.3699951171875,46
1971.449462890625,35,30,0,1779.10205078125,78
1971.449462890625,1,30,0,1762.27783203125,71
1971.449462890625,1,27,0,1582.39208984375,56
1971.449462890625,0,28,0,1677.21240234375,56
