match_id,puuid,trait_name,num_units,tier_current,tier_total,placement
NA1_5214474372,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,TFT13_Ambusher,2,1,4,5
NA1_5214474372,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,TFT13_Bruiser,1,0,3,5
NA1_5214474372,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,TFT13_Challenger,1,0,3,5
NA1_5214474372,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,TFT13_Hoverboard,1,0,3,5
NA1_5214474372,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,TFT13_JunkerKing,1,1,1,5
NA1_5214474372,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,TFT13_Pugilist,1,0,4,5
NA1_5214474372,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,TFT13_Scrap,2,1,4,5
NA1_5214474372,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,TFT13_Sniper,1,0,3,5
NA1_5214474372,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,TFT13_Squad,6,3,5,5
NA1_5214474372,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,TFT13_Teamup_Reunion,2,1,1,5
NA1_5214474372,VKwva7riXrRpNn_pQCF7Gx63CYKG4PxcbND2JnL3Tcceb6VFvy5_Y_4GvrsZ0-zHESntp_0VsbX3xA,TFT13_Titan,2,1,3,5
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Ambusher,1,0,4,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Bruiser,2,1,3,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Cabal,1,0,4,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Experiment,1,0,3,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Family,1,0,3,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_FormSwapper,2,1,2,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Infused,2,1,3,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Martialist,2,1,3,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Pugilist,2,1,4,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Scrap,6,3,4,8
NA1_5214474372,CSZABWFZly3iWPGGobYZhYk9knB5J0-pUQbO02Zx85ShQvwlSi8lFmkjjCwfsjcbGIXkMnPu_PT1TQ,TFT13_Warband,1,0,4,8
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Academy,3,1,4,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Ambassador,1,1,2,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Bruiser,2,1,3,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Cabal,1,0,4,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Experiment,1,0,3,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_FormSwapper,2,1,2,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Invoker,2,1,3,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_JunkerKing,1,1,1,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Rebel,1,0,4,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Scrap,1,0,4,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Sorcerer,1,0,3,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Titan,2,1,3,6
NA1_5214474372,B_mWPVRiuzGR-eUTN6CDIwkjbf_PXOmitrSgK3r-Yo38gKM2J_Lhrtuo2OU8LtdT19BJcs_xAguNFQ,TFT13_Watcher,1,0,3,6
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Academy,5,3,4,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_FormSwapper,1,0,2,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Invoker,1,0,3,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Martialist,2,1,3,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Rebel,3,1,4,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Scrap,1,0,4,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Sorcerer,1,0,3,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Squad,1,0,5,4
NA1_5214474372,_W30FKv18DHc61O6J_7rVUV5nrp779aWIE3MSuA0YS9McuLiZQ3MjmqSmKxOAw-jN3j4YYQfWKwuPQ,TFT13_Titan,4,2,3,4
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Ambassador,4,2,2,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Bruiser,1,0,3,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Cabal,2,0,4,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Challenger,1,0,3,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_FormSwapper,2,1,2,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Martialist,1,0,3,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Rebel,1,0,4,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Sorcerer,4,2,3,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Warband,2,1,4,7
NA1_5214474372,-rQ5Ep_GYZG2QjV9oB3GnGS494CbFg7oZWjGYLBKMW9eflCZpYHFOn0U6sUBDTiYwXMHhdcgSFKIOw,TFT13_Watcher,2,1,3,7
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Ambassador,1,1,2,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Ambusher,1,0,4,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_BloodHunter,1,1,1,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Bruiser,1,0,3,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Challenger,2,1,3,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Experiment,2,0,3,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Pugilist,1,0,4,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Sniper,2,1,3,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Squad,8,4,5,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Teamup_Mentorship,2,1,1,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Titan,1,0,3,1
NA1_5214474372,gv7EzJtWaKD4ybOXDkCLGvi_SdzrtrCWci69Svqc633_NReYANjc5CdJh1FcESAnkbzXgE4IE6e_cA,TFT13_Warband,1,0,4,1
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Ambassador,4,2,2,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Cabal,1,0,4,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Challenger,1,0,3,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Family,1,0,3,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Hextech,1,0,3,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Hoverboard,1,0,3,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Invoker,1,0,3,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_MachineHerald,1,1,1,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Martialist,1,0,3,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Sorcerer,2,1,3,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Warband,1,0,4,2
NA1_5214474372,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,TFT13_Watcher,4,2,3,2
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Ambassador,1,1,2,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Challenger,4,3,3,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Hextech,1,0,3,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Invoker,1,0,3,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Rebel,3,1,4,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Squad,2,1,5,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Titan,5,2,3,3
NA1_5214474372,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Warband,2,1,4,3
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Experiment,3,1,3,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Hextech,1,0,3,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Hoverboard,1,0,3,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Infused,2,1,3,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Martialist,1,0,3,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Pugilist,2,1,4,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Sniper,6,3,3,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Squad,2,1,5,8
NA1_5211984732,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,TFT13_Warband,1,0,4,8
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Ambassador,1,1,2,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Ambusher,1,0,4,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Family,1,0,3,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Hextech,2,1,3,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Hoverboard,4,3,3,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Scrap,1,0,4,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Sniper,4,2,3,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Squad,1,0,5,5
NA1_5211984732,cRD2_VHnIxifagTzVTOtcXCUvbwHYU_86N2oPFM5KVb_UFBkixHHwo1Hd4r_n4HCqkke9BKFZaFFEg,TFT13_Watcher,4,2,3,5
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Academy,1,0,4,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Ambassador,1,1,2,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Bruiser,2,1,3,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Cabal,2,0,4,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Experiment,5,2,3,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_FormSwapper,2,1,2,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Infused,1,0,3,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Invoker,1,0,4,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Martialist,4,2,3,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Pugilist,2,1,4,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Rebel,1,0,4,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Scrap,2,1,4,1
NA1_5211984732,o3jzsKHXrWpdEC3sU-FBFrzhSDmU2oqcJp8IDiZG5_46phb9lhswzi7gDXYNfyl2dP2n-O6gmKHeUw,TFT13_Sorcerer,2,1,4,1
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Academy,1,0,4,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Ambassador,1,1,2,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Bruiser,1,0,3,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Cabal,2,0,4,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Experiment,1,0,3,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_FormSwapper,2,1,2,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Infused,1,0,3,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Rebel,1,0,4,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Sorcerer,8,4,4,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Warband,2,1,4,6
NA1_5211984732,1N_5cHLRX2bnDo1EabSVh_QPorkZUNXfNrPrj7O2VFxraMu-kKB6inLcw-4sHOVkZnvl04duOjaFAg,TFT13_Watcher,1,0,3,6
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Ambassador,1,1,2,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Ambusher,2,1,4,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Challenger,1,0,3,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Experiment,1,0,3,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Family,1,0,3,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_FormSwapper,1,0,2,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_Hoverboard,1,0,3,4
NA1_5211984732,_r62xFHIHPUDITs9vE8J8lZXIU-aq0sj9cpSIlMQVcTpa3-ZSx7VmLph9xigi5jmhYSXQa0qZZ8x0A,TFT13_JunkerKing,1,1,1,4
