gold_left,sum_unit_tier,mean_unit_rarity
1,16,3.5
1,14,3.555555555555556
0,16,2.0
0,15,3.125
0,14,2.2222222222222223
1,17,2.333333333333333
1,14,3.4444444444444446
5,15,3.5
0,17,3.727272727272727
4,19,3.3
3,18,2.555555555555556
5,17,4.5
23,12,1.3333333333333333
0,15,3.0
0,18,3.6
17,16,1.4285714285714286
8,17,2.75
1,15,2.0
0,17,4.2727272727272725
1,14,1.4285714285714286
0,18,3.0
1,19,3.3
1,18,3.4
14,20,3.8181818181818175
1,18,2.125
54,17,4.1
0,15,3.25
2,14,3.4
0,15,2.375
1,17,3.555555555555556
23,16,2.2222222222222223
12,14,3.0
6,23,3.75
14,21,3.8
54,15,1.625
0,17,2.8
33,15,3.125
26,15,3.0
2,17,4.0
7,19,4.6
4,16,3.2222222222222223
10,16,4.0
3,14,2.875
10,14,1.0
3,19,3.5454545454545454
12,20,3.2222222222222223
0,17,2.4444444444444446
2,19,1.4444444444444444
1,14,4.111111111111111
0,15,3.111111111111111
1,17,3.0
21,15,3.5
5,20,1.25
10,22,3.363636363636364
45,14,2.625
31,13,2.75
0,16,3.0
11,10,1.3333333333333333
13,15,4.3
0,16,3.4444444444444446
2,15,2.375
0,14,3.125
6,20,2.6666666666666665
0,15,3.125
0,15,2.625
0,11,3.142857142857143
3,19,2.555555555555556
6,13,2.0
1,16,2.555555555555556
6,18,5.818181818181818
23,18,4.090909090909091
0,14,3.333333333333333
1,19,2.888888888888889
1,19,2.8
3,20,2.909090909090909
9,16,4.0
13,15,2.2222222222222223
2,14,4.2
52,16,3.3
2,14,2.875
1,16,2.125
1,12,2.7142857142857144
21,15,2.4444444444444446
1,19,4.363636363636363
36,19,4.3
0,16,4.0
0,16,2.0
5,18,2.125
5,17,3.5
22,18,2.375
1,22,4.166666666666667
5,15,2.888888888888889
16,18,2.4444444444444446
1,18,2.0
1,14,2.5
0,16,3.0
0,18,3.4
3,20,3.363636363636364
3,18,3.111111111111111
1,14,3.7
30,14,1.2857142857142858
4,16,2.0
5,20,1.5555555555555556
38,15,3.111111111111111
1,17,4.818181818181818
7,17,2.625
0,16,3.6
1,22,4.416666666666667
0,15,3.25
9,20,3.9
2,19,3.363636363636364
1,16,4.111111111111111
0,17,2.0
52,14,3.5
11,17,2.0
0,15,1.75
1,15,2.5
33,18,2.3
1,10,2.5
1,19,2.0
1,16,3.2222222222222223
1,13,2.25
19,20,3.0
32,15,2.375
1,15,3.0
1,19,3.9
2,16,3.8
0,14,3.6666666666666665
0,20,4.090909090909091
0,16,1.7777777777777777
2,14,4.1
3,14,3.6666666666666665
10,13,2.888888888888889
0,19,3.6
1,14,3.125
0,14,2.0
0,16,3.555555555555556
10,17,1.25
1,16,2.875
4,17,3.111111111111111
0,16,2.4444444444444446
1,14,3.0
13,9,0.8333333333333334
0,11,2.4285714285714284
0,17,3.6666666666666665
1,18,3.555555555555556
6,18,3.5
41,16,3.7777777777777777
0,18,4.0
10,15,3.2222222222222223
13,15,2.142857142857143
1,17,2.0
1,14,4.125
1,13,4.2727272727272725
1,18,4.0
0,10,1.0
11,14,4.444444444444445
0,17,3.2222222222222223
12,16,3.888888888888889
1,13,4.333333333333333
67,14,3.333333333333333
0,15,3.2222222222222223
4,14,2.375
0,12,2.2222222222222223
0,10,2.25
2,16,3.4444444444444446
0,15,3.0
0,16,2.75
3,16,4.6
5,13,2.375
2,17,2.888888888888889
1,17,3.555555555555556
0,14,2.375
0,12,2.6666666666666665
1,14,2.5
20,15,3.6666666666666665
31,19,4.454545454545454
51,5,1.0
1,16,2.375
1,16,1.375
62,15,5.0
4,17,2.4444444444444446
1,14,3.333333333333333
0,16,2.333333333333333
0,16,3.5
0,21,1.7777777777777777
0,14,3.125
1,16,3.625
4,16,2.5
0,15,2.0
5,19,3.2
4,15,3.0
1,18,2.555555555555556
1,10,2.333333333333333
0,16,4.4
9,12,2.375
2,18,4.3
1,13,3.0
3,15,3.3
0,14,2.5
1,18,3.8
39,18,3.2
3,19,2.4444444444444446
7,18,3.111111111111111
6,15,2.142857142857143
7,18,3.909090909090909
1,14,2.2222222222222223
0,16,3.6666666666666665
10,14,3.2857142857142856
0,18,2.6
0,16,3.1
0,14,4.3
3,19,4.727272727272728
2,20,1.5555555555555556
0,16,3.7
26,14,1.1428571428571428
1,18,4.181818181818182
23,14,4.0
0,13,1.4285714285714286
2,16,2.7777777777777777
0,14,2.333333333333333
0,13,2.5
29,18,2.4444444444444446
13,18,2.6
1,16,2.125
41,17,0.8571428571428571
53,16,3.111111111111111
3,24,4.0
4,18,3.0
5,16,3.6666666666666665
14,15,2.0
2,20,3.2
1,19,3.636363636363636
22,15,1.1428571428571428
6,20,3.2222222222222223
39,15,2.0
1,16,4.0
2,17,2.555555555555556
5,18,3.7
0,14,3.555555555555556
2,21,3.0
0,18,3.7
7,13,2.555555555555556
3,14,2.125
1,17,3.6666666666666665
1,14,3.2222222222222223
1,17,2.125
1,18,3.0
1,18,2.0
1,21,4.545454545454546
5,17,3.1
0,12,2.625
1,16,3.8
2,19,3.3
5,14,3.125
22,14,2.375
31,13,1.3333333333333333
1,15,3.7
1,14,1.7142857142857142
42,15,4.1
3,12,2.5
1,18,3.909090909090909
13,17,1.5
0,17,2.875
11,14,2.625
0,21,3.083333333333333
0,15,3.125
1,13,2.375
3,16,3.7777777777777777
0,16,3.9
2,12,2.5
42,15,3.125
3,17,3.333333333333333
1,16,3.333333333333333
33,15,3.888888888888889
3,14,2.375
1,15,3.0
1,14,2.75
1,21,4.2
1,17,3.6
1,15,4.545454545454546
1,18,3.3
0,21,4.333333333333333
40,19,2.0
15,12,3.125
2,25,2.727272727272727
22,14,0.5
4,19,2.7777777777777777
5,24,4.6923076923076925
0,23,4.076923076923077
0,13,2.375
0,16,1.3333333333333333
1,16,2.0
1,14,2.0
0,14,3.0
1,15,2.125
5,14,3.555555555555556
1,14,2.75
18,15,3.25
1,13,3.7777777777777777
53,15,2.555555555555556
7,18,1.7777777777777777
0,15,2.142857142857143
0,13,4.333333333333333
2,18,2.6666666666666665
0,15,5.222222222222222
5,16,2.25
53,17,2.6666666666666665
13,14,3.0
24,17,1.5
0,16,2.7777777777777777
4,18,3.5
4,16,3.111111111111111
0,26,1.0
1,17,4.2
8,19,3.0
9,19,4.0
0,19,4.181818181818182
0,14,2.0
3,15,3.0
0,14,2.4444444444444446
0,16,3.1
1,14,3.125
1,14,1.25
0,14,2.0
41,15,3.4444444444444446
0,17,2.6666666666666665
0,17,1.625
6,14,2.625
1,16,2.7777777777777777
1,14,4.0
0,18,2.0
3,14,2.75
1,16,2.125
5,20,3.2
1,17,3.111111111111111
1,13,3.0
2,19,1.25
1,15,3.2222222222222223
0,21,2.3
10,17,1.4285714285714286
2,20,4.727272727272728
0,14,3.0
0,16,2.7777777777777777
161,8,0.8333333333333334
0,17,3.7
0,14,3.5
21,18,2.75
1,15,3.888888888888889
51,19,4.454545454545454
5,15,2.2222222222222223
4,14,2.625
0,15,4.333333333333333
1,19,3.9
3,15,2.4444444444444446
16,14,2.375
30,15,1.7142857142857142
0,16,2.4444444444444446
1,17,1.75
2,17,2.888888888888889
1,19,4.181818181818182
2,16,4.444444444444445
3,17,3.2222222222222223
30,15,1.2857142857142858
1,14,2.5
40,19,0.7142857142857143
6,21,3.1
34,15,3.2222222222222223
1,16,4.444444444444445
41,14,3.888888888888889
10,18,3.111111111111111
40,14,3.625
9,14,2.375
0,17,2.125
0,17,3.0
1,15,3.111111111111111
0,16,1.625
0,16,2.0
2,21,1.6666666666666667
0,15,4.4
33,14,1.125
1,19,4.2727272727272725
1,17,3.6
50,20,3.7
2,12,1.875
0,18,4.2
1,8,1.8571428571428568
2,17,4.444444444444445
8,18,3.4
0,18,2.4
3,13,1.8571428571428568
1,19,2.7
2,18,4.833333333333333
1,15,3.4444444444444446
30,14,0.8571428571428571
0,17,1.7142857142857142
34,42,6.5625
0,17,2.555555555555556
1,16,1.875
1,18,3.7
2,19,3.2
2,20,4.090909090909091
0,13,3.0
42,13,3.75
3,19,3.2
7,14,2.75
11,21,2.888888888888889
0,11,2.5
36,15,1.7142857142857142
3,13,5.888888888888889
22,18,2.555555555555556
4,15,4.111111111111111
0,16,3.6
31,18,2.9
1,11,4.222222222222222
2,15,3.333333333333333
22,15,2.75
5,15,0.6666666666666666
1,20,3.9
2,18,2.2222222222222223
47,18,4.0
0,15,3.333333333333333
1,20,4.363636363636363
52,18,2.7777777777777777
0,18,4.2
30,16,2.375
3,12,2.625
39,19,2.375
2,18,3.6666666666666665
0,16,2.0
0,13,4.444444444444445
0,18,3.0
0,21,3.75
0,16,2.7777777777777777
35,15,3.111111111111111
1,14,3.6666666666666665
57,12,2.125
2,19,3.111111111111111
0,13,2.571428571428572
1,18,3.5454545454545454
29,15,1.1666666666666667
0,19,3.111111111111111
3,15,2.0
0,18,2.4444444444444446
1,17,2.75
3,16,2.555555555555556
0,15,3.888888888888889
0,18,3.3
1,19,4.454545454545454
2,18,3.8
2,16,4.4
38,16,3.4444444444444446
1,20,2.111111111111111
1,15,2.625
0,15,1.875
1,19,2.6666666666666665
5,15,2.0
0,13,3.333333333333333
2,18,2.4545454545454546
25,19,3.333333333333333
1,19,3.6
1,16,3.4444444444444446
0,20,2.4444444444444446
1,15,2.6666666666666665
0,15,2.7777777777777777
1,17,3.0
1,20,3.2
1,19,4.818181818181818
36,16,2.6666666666666665
0,16,2.25
1,16,3.727272727272727
3,14,3.375
0,19,2.4
0,14,2.375
0,21,3.363636363636364
1,17,3.8
0,20,4.6
0,20,3.8181818181818175
2,17,2.6666666666666665
2,20,3.363636363636364
0,14,3.3
3,18,3.4
0,17,3.555555555555556
10,17,3.8
1,15,3.555555555555556
2,14,2.25
57,21,1.0
1,19,4.545454545454546
0,13,3.0
31,18,2.555555555555556
1,16,4.0
11,18,3.7
9,19,2.6666666666666665
2,17,3.555555555555556
3,16,2.9
13,16,2.5
0,21,2.0
34,15,1.8571428571428568
1,17,2.5
0,17,3.4
1,15,4.4
42,15,2.7777777777777777
0,14,3.5
0,17,4.363636363636363
41,20,3.8
0,16,2.111111111111111
0,15,2.0
0,14,2.375
1,18,4.4
5,18,3.9
1,17,3.0
35,19,0.4285714285714285
1,14,2.888888888888889
0,17,2.7777777777777777
1,19,3.7
4,17,1.25
24,17,2.6666666666666665
0,18,3.6666666666666665
5,16,3.6666666666666665
0,15,2.555555555555556
0,18,3.8
2,17,3.6666666666666665
0,14,2.0
1,13,3.555555555555556
29,15,3.6666666666666665
49,17,3.5
28,16,2.25
32,14,3.125
1,19,2.25
0,15,2.0
0,12,4.25
4,16,1.875
4,20,3.363636363636364
3,14,2.0
0,16,3.4
1,16,4.0
2,18,3.8
1,14,2.875
0,16,3.333333333333333
0,12,2.888888888888889
5,21,3.5
51,14,2.0
0,14,2.25
11,22,4.090909090909091
0,17,3.111111111111111
0,18,1.6666666666666667
2,13,3.5
5,18,2.7777777777777777
0,17,5.7
2,13,4.444444444444445
0,13,4.6
5,18,4.181818181818182
2,16,3.0
2,18,2.2222222222222223
1,10,2.25
3,18,2.4444444444444446
0,13,3.7777777777777777
14,17,1.7142857142857142
40,18,4.1
0,19,2.4444444444444446
0,16,4.1
1,16,1.3333333333333333
33,15,2.5
6,17,3.111111111111111
39,15,2.875
1,14,2.5
1,16,3.7
13,20,2.8181818181818183
9,19,4.909090909090909
2,11,2.25
3,17,2.6666666666666665
5,18,3.8181818181818175
21,14,2.0
5,12,3.875
1,13,3.125
0,16,3.7777777777777777
4,22,4.2727272727272725
20,15,2.125
1,15,1.875
29,14,1.8571428571428568
1,18,2.7777777777777777
33,14,2.75
50,13,2.7777777777777777
30,17,5.333333333333333
3,17,3.5
0,14,2.0
53,16,2.125
3,19,4.2
47,18,2.7777777777777777
3,19,1.375
1,18,3.5454545454545454
0,11,3.333333333333333
0,15,3.333333333333333
0,18,4.454545454545454
0,13,2.375
4,15,3.8
21,12,3.125
1,17,2.2222222222222223
0,11,4.25
33,13,2.0
4,16,3.7
2,15,2.7777777777777777
9,9,2.625
8,17,2.2222222222222223
40,14,2.625
0,15,2.875
5,17,1.875
2,19,3.5
0,13,4.555555555555555
2,14,2.625
1,16,1.25
30,18,2.375
6,17,3.333333333333333
0,20,3.363636363636364
1,14,2.125
1,15,3.333333333333333
16,23,2.4444444444444446
1,17,3.9
16,23,4.454545454545454
0,15,3.555555555555556
42,16,3.125
0,15,2.75
10,15,3.0
2,17,2.6
1,17,4.0
0,17,2.75
0,16,1.7142857142857142
0,18,2.4
0,20,0.6666666666666666
1,15,2.888888888888889
2,20,4.2727272727272725
0,16,3.6666666666666665
1,17,2.7777777777777777
0,15,2.555555555555556
2,20,5.0
25,18,3.333333333333333
23,18,2.2
1,20,4.0
17,19,4.090909090909091
2,14,4.0
5,14,3.333333333333333
31,22,4.454545454545454
0,14,2.625
40,16,3.4444444444444446
1,18,3.1
49,16,3.9
1,15,4.0
1,16,3.111111111111111
0,16,2.0
0,15,3.333333333333333
2,16,1.875
0,16,3.6666666666666665
1,15,2.375
1,15,3.111111111111111
1,15,3.375
2,19,3.909090909090909
2,18,3.5454545454545454
0,14,2.6666666666666665
2,21,3.363636363636364
1,17,2.555555555555556
33,16,3.3
0,15,3.7
11,19,3.3
1,15,1.8571428571428568
0,14,3.333333333333333
31,14,2.5
0,12,3.25
0,17,3.7
44,18,4.1
27,15,2.375
0,15,2.75
57,23,2.7777777777777777
0,19,4.636363636363637
0,20,1.7777777777777777
28,16,2.0
0,21,3.4545454545454546
0,15,4.4
3,20,3.363636363636364
3,16,4.4
1,13,3.4444444444444446
9,15,3.4444444444444446
0,16,4.555555555555555
1,17,4.9
33,15,2.75
3,15,3.4
3,16,3.333333333333333
2,15,4.25
12,17,3.7
0,12,4.0
4,16,2.4444444444444446
1,19,1.875
0,17,3.6
40,20,1.5
28,15,2.75
18,16,2.75
0,23,1.9
0,14,3.6
1,17,2.0
3,15,3.0
2,20,3.727272727272727
3,14,3.888888888888889
0,19,4.636363636363637
0,15,3.555555555555556
1,19,1.25
1,19,3.3
41,15,2.5
0,14,2.7777777777777777
4,14,3.7
1,19,2.909090909090909
4,16,4.333333333333333
2,13,3.2857142857142856
0,15,2.7777777777777777
0,18,3.727272727272727
2,15,2.555555555555556
110,6,0.4
1,14,3.2222222222222223
0,13,1.5714285714285714
0,14,4.0
29,19,2.0
24,16,1.4285714285714286
4,15,2.7777777777777777
1,16,3.2222222222222223
0,17,2.8
1,18,3.0
2,15,2.6666666666666665
13,20,3.9
2,15,2.75
0,14,5.75
13,21,3.8
33,19,1.875
0,19,3.4
0,21,3.909090909090909
1,14,3.2222222222222223
20,18,2.25
3,18,1.25
8,17,5.1
12,19,1.5555555555555556
0,17,1.2222222222222223
0,18,3.0
0,16,4.9
3,20,4.4
5,15,4.8
10,19,4.2
4,11,2.555555555555556
1,14,4.5
5,19,2.7
1,17,2.555555555555556
21,14,4.125
34,20,1.4444444444444444
0,16,3.0
1,15,3.7
2,16,2.0
0,16,4.181818181818182
1,17,3.4444444444444446
2,14,2.0
2,17,2.7777777777777777
0,12,2.0
4,18,0.8571428571428571
1,13,2.625
1,17,4.2
1,16,3.0
0,16,2.333333333333333
0,16,3.555555555555556
0,14,2.0
1,21,3.909090909090909
0,17,3.7
0,13,3.7777777777777777
3,16,2.25
4,21,5.083333333333333
4,15,2.0
2,20,3.8
0,15,2.7777777777777777
52,17,3.2222222222222223
36,17,2.125
1,17,3.2
55,13,2.875
0,16,2.5
5,19,3.1
1,12,2.75
0,14,3.1
0,19,3.0
3,23,4.333333333333333
1,17,3.0
0,15,3.0
59,13,3.888888888888889
1,17,4.0
3,15,4.1
0,15,2.0
0,15,2.5
13,14,2.0
0,16,3.6666666666666665
0,12,3.7777777777777777
5,17,4.1
4,18,3.6
1,17,2.888888888888889
1,15,3.7777777777777777
0,16,2.2222222222222223
0,14,3.0
0,16,2.125
23,14,2.0
1,17,2.6
0,21,3.5
0,17,2.333333333333333
2,16,3.555555555555556
18,14,3.4444444444444446
0,12,3.625
0,15,3.0
0,13,3.0
2,17,3.6
2,16,2.0
50,10,3.0
2,17,4.090909090909091
0,14,3.555555555555556
0,14,2.7777777777777777
0,13,2.555555555555556
3,12,2.375
1,17,3.4
1,14,3.0
1,17,3.5
53,17,2.0
0,15,3.2222222222222223
0,19,1.0
6,12,1.6666666666666667
9,18,3.5
2,14,2.7777777777777777
1,15,3.333333333333333
1,16,3.6
1,19,1.75
2,13,2.75
1,20,5.333333333333333
36,15,3.4444444444444446
0,13,3.375
1,17,3.6666666666666665
8,12,1.875
1,15,2.888888888888889
0,21,1.375
36,18,3.9
0,11,3.6666666666666665
0,15,2.0
0,6,2.75
1,17,2.75
1,16,2.7777777777777777
1,17,2.333333333333333
42,15,2.375
4,17,3.8
1,15,4.666666666666667
14,17,2.7777777777777777
1,15,3.111111111111111
0,18,1.875
19,12,2.142857142857143
4,16,3.0
0,12,2.111111111111111
0,18,3.2222222222222223
0,18,1.375
0,14,2.0
40,13,2.0
11,18,2.555555555555556
0,15,3.555555555555556
0,14,1.7777777777777777
0,15,2.125
11,15,3.125
3,13,1.7142857142857142
1,16,2.7777777777777777
8,20,3.5
2,17,3.5
1,14,3.8
0,18,1.75
10,13,3.625
1,14,2.6666666666666665
6,16,3.111111111111111
2,22,1.2222222222222223
21,16,3.4444444444444446
1,18,3.6
1,18,2.7
65,17,2.555555555555556
1,20,5.2727272727272725
1,15,2.5
1,20,2.111111111111111
1,19,4.090909090909091
0,13,1.5714285714285714
0,13,2.375
2,18,3.8
2,21,3.6
1,15,1.5
32,18,1.1428571428571428
0,19,3.2
6,23,5.25
1,13,3.875
2,17,3.636363636363636
12,17,3.8
3,20,1.6666666666666667
1,15,3.0
5,19,4.454545454545454
2,19,4.1
1,14,3.2
0,14,2.8
0,19,4.090909090909091
2,18,3.909090909090909
0,16,2.75
20,22,1.875
0,15,3.3
2,14,2.7777777777777777
0,15,3.2222222222222223
1,11,2.7777777777777777
0,16,1.75
1,16,3.888888888888889
13,18,3.7
0,17,3.333333333333333
1,12,4.222222222222222
54,14,2.875
29,18,2.6666666666666665
1,16,3.1
31,14,1.0
0,19,3.363636363636364
0,13,3.7777777777777777
57,18,4.2
42,14,2.375
0,15,3.555555555555556
12,14,3.375
1,15,3.555555555555556
1,16,1.25
0,15,2.375
11,15,2.5
27,12,3.0
55,15,1.875
0,14,1.875
0,16,3.7777777777777777
12,16,2.25
10,15,2.625
3,18,3.7
4,13,4.444444444444445
1,17,4.1
1,13,4.0
36,17,3.0
0,12,2.142857142857143
0,15,3.5
2,15,3.125
2,17,2.111111111111111
21,20,1.8888888888888888
0,18,2.7
0,15,2.6666666666666665
3,17,3.333333333333333
1,16,4.1
2,20,2.9
0,18,5.0
15,16,2.0
4,19,2.9
1,18,1.5
27,18,2.888888888888889
2,21,3.5454545454545454
4,15,3.0
8,15,2.333333333333333
2,20,5.0
5,18,2.4
8,17,4.4
0,14,2.888888888888889
2,17,4.0
0,15,2.6666666666666665
2,15,3.1
0,15,3.5
40,17,2.0
1,20,3.0
2,19,1.25
0,16,2.0
1,17,2.25
12,13,2.875
0,10,3.125
1,13,6.3
3,18,4.2727272727272725
1,15,3.6666666666666665
3,12,4.222222222222222
3,16,4.2
2,12,2.75
29,19,1.875
1,15,2.7777777777777777
20,22,2.111111111111111
0,16,3.2222222222222223
0,17,3.0
22,17,3.333333333333333
7,19,3.9
0,17,3.111111111111111
0,12,3.0
58,16,3.4
1,16,2.0
4,18,4.2
2,17,1.875
5,21,4.2
1,18,4.090909090909091
0,18,2.555555555555556
1,17,3.6
0,15,3.25
47,15,5.5
2,13,2.375
63,17,2.8
1,18,3.636363636363636
1,15,2.625
9,17,4.3
12,19,1.5714285714285714
2,18,3.8
2,14,2.375
8,18,4.0
0,14,3.333333333333333
0,16,1.4285714285714286
6,14,3.0
1,14,3.5
15,13,1.6666666666666667
4,16,4.545454545454546
1,13,4.5
0,17,3.363636363636364
1,16,1.625
3,17,3.333333333333333
1,15,2.0
0,20,5.416666666666667
18,16,1.4285714285714286
1,15,4.0
1,16,3.7
5,14,1.8571428571428568
12,18,4.2727272727272725
2,14,2.625
0,12,3.6666666666666665
0,17,3.555555555555556
0,16,2.2222222222222223
0,13,2.0
5,20,3.7
1,16,3.333333333333333
4,17,2.375
55,17,2.888888888888889
5,15,3.333333333333333
4,19,3.5454545454545454
0,15,2.375
40,16,2.888888888888889
0,15,2.0
16,18,3.2
11,15,2.625
13,15,2.0
0,14,2.0
0,16,0.5714285714285714
0,19,4.0
0,14,4.444444444444445
1,17,2.6666666666666665
5,19,3.4
1,15,3.888888888888889
1,13,2.888888888888889
0,20,3.363636363636364
1,18,3.7
0,15,2.625
2,17,3.1
0,17,3.6
1,14,2.75
1,17,2.6666666666666665
1,16,3.2222222222222223
2,16,3.0
1,13,2.7777777777777777
9,14,2.625
2,18,3.5
32,20,1.5
1,15,1.7142857142857142
2,13,3.0
0,13,2.25
1,18,3.6666666666666665
8,17,1.375
4,14,1.0
0,15,4.4
1,19,1.75
1,11,4.75
1,21,4.181818181818182
3,18,3.5
1,16,3.1
1,17,2.25
2,21,4.75
0,16,3.0
0,14,3.4444444444444446
0,13,3.0
1,19,3.0
10,16,3.4444444444444446
3,20,3.6
9,17,3.4444444444444446
8,17,1.75
1,14,2.0
0,16,2.555555555555556
9,14,3.75
0,16,1.875
1,13,2.0
1,13,2.142857142857143
13,17,3.4
0,15,3.7
6,15,3.555555555555556
1,15,4.333333333333333
4,20,0.5
1,12,1.75
0,16,2.888888888888889
10,15,2.75
20,16,2.375
15,16,2.555555555555556
51,19,1.25
1,12,3.4285714285714284
11,17,2.25
0,15,3.2222222222222223
11,12,2.857142857142857
2,18,2.0
1,18,2.2222222222222223
3,16,4.181818181818182
11,14,2.75
1,19,3.727272727272727
1,19,3.3
5,21,3.5454545454545454
52,13,3.0
35,17,2.888888888888889
3,16,3.7777777777777777
1,13,3.375
5,19,5.636363636363637
2,17,2.0
1,17,1.875
0,15,3.6666666666666665
1,21,4.25
11,12,3.25
2,14,2.625
36,13,2.875
1,18,4.0
2,18,4.0
7,19,2.888888888888889
0,17,2.7777777777777777
1,16,2.0
4,15,2.75
0,17,3.9
1,18,1.75
1,15,3.7
0,12,2.375
1,13,4.222222222222222
11,20,3.7
1,13,0.8333333333333334
0,19,4.636363636363637
0,20,3.363636363636364
56,18,2.7777777777777777
1,18,4.9
1,12,2.25
1,18,3.7
4,18,1.5555555555555556
4,16,4.6
1,14,3.375
1,13,3.555555555555556
1,17,4.1
3,13,3.875
26,17,4.6
1,16,2.333333333333333
1,22,2.2222222222222223
4,22,3.4545454545454546
7,18,3.9
1,18,3.4545454545454546
9,19,3.3
58,14,2.25
1,21,3.363636363636364
19,18,1.7142857142857142
1,18,2.7777777777777777
0,14,2.25
0,17,4.333333333333333
47,15,2.375
1,22,1.5555555555555556
1,16,4.6
23,11,1.3333333333333333
2,21,1.7777777777777777
1,12,3.25
0,12,1.875
0,17,3.125
7,16,4.4
2,15,2.25
0,19,2.7777777777777777
1,18,2.7
6,20,2.333333333333333
0,18,1.875
1,17,3.727272727272727
0,18,3.9
0,18,3.3
0,14,3.4444444444444446
1,17,3.111111111111111
30,20,2.0
2,12,3.0
0,15,3.4444444444444446
0,17,3.7777777777777777
0,15,2.111111111111111
7,15,2.888888888888889
7,16,3.4444444444444446
32,16,3.4444444444444446
0,19,5.181818181818182
3,18,2.6666666666666665
0,18,2.0
11,17,4.0
0,21,1.6666666666666667
13,13,3.5
2,16,3.333333333333333
49,16,1.25
20,19,1.875
0,19,1.875
0,15,2.875
5,15,3.6666666666666665
31,17,1.8571428571428568
40,14,2.375
1,17,3.0
3,17,3.909090909090909
1,16,3.0
0,16,2.7777777777777777
1,15,3.6666666666666665
0,18,3.3
1,19,2.333333333333333
1,16,2.875
0,14,2.875
1,15,2.75
0,18,3.3
0,11,2.25
1,14,1.875
8,14,4.25
2,15,2.555555555555556
47,21,2.0
0,17,3.6
12,20,3.5
42,14,4.0
1,20,2.6
1,17,2.6
2,16,4.4
3,13,2.2222222222222223
32,17,3.9
2,18,2.625
0,20,4.2727272727272725
0,16,2.625
1,14,2.7
0,16,2.2222222222222223
2,18,3.2
41,13,4.444444444444445
3,15,3.125
0,15,2.7
1,12,2.625
5,21,3.1818181818181817
22,16,3.333333333333333
0,18,3.9
5,20,2.2
1,16,2.6666666666666665
3,15,1.5
1,15,3.0
1,12,4.5
1,18,4.6
13,14,2.0
29,15,1.1428571428571428
1,18,2.2222222222222223
59,18,4.181818181818182
1,16,3.6666666666666665
2,19,3.0
1,15,2.7777777777777777
1,21,2.6
11,13,3.6666666666666665
0,16,2.0
12,15,2.5
4,16,3.0
1,16,3.2222222222222223
22,22,4.636363636363637
0,14,2.625
0,19,1.625
1,17,3.2
1,15,4.0
31,17,1.7777777777777777
3,11,2.0
9,18,4.1
0,16,2.125
0,16,2.555555555555556
1,16,0.8571428571428571
2,18,2.6666666666666665
0,17,2.25
0,13,3.625
4,18,3.8181818181818175
22,16,2.625
0,16,4.636363636363637
2,18,3.3
0,16,3.7
6,17,5.166666666666667
1,18,2.636363636363636
12,18,1.25
11,17,3.0
5,18,3.8
4,19,3.0
0,14,2.7777777777777777
0,22,4.583333333333333
0,16,2.6666666666666665
1,16,1.625
0,14,2.5
50,15,2.2857142857142856
5,17,2.7
2,19,2.5
1,17,4.4
1,15,2.0
0,6,4.0
0,15,1.5
1,15,2.7777777777777777
5,16,2.25
6,16,2.75
6,18,4.25
0,14,2.4444444444444446
0,18,1.5
1,21,1.7777777777777777
40,15,3.25
2,15,2.7142857142857144
0,13,2.5
15,18,2.7777777777777777
2,16,3.2222222222222223
4,19,4.545454545454546
0,14,2.888888888888889
2,13,2.7777777777777777
0,12,2.375
1,15,4.0
3,17,3.888888888888889
0,16,2.2222222222222223
1,16,4.4
24,21,2.4444444444444446
1,13,2.75
11,16,3.111111111111111
19,17,2.5
7,14,1.1428571428571428
4,15,3.125
6,18,2.888888888888889
65,17,3.5
41,15,4.636363636363637
1,13,2.5
2,18,4.666666666666667
1,12,2.0
1,21,3.4166666666666665
32,15,2.75
49,16,3.555555555555556
0,14,2.625
1,21,1.4444444444444444
1,20,3.909090909090909
18,14,1.5714285714285714
2,15,2.0
0,13,2.625
3,17,2.7777777777777777
1,20,4.545454545454546
0,16,3.2222222222222223
50,18,2.555555555555556
31,17,1.875
1,15,2.555555555555556
16,15,2.375
6,20,3.4
0,15,3.7
5,16,3.875
0,13,2.555555555555556
1,14,3.888888888888889
0,17,4.0
27,12,1.4285714285714286
24,19,4.666666666666667
45,15,3.0
2,20,3.3
2,18,3.6
5,16,4.3
2,17,2.0
1,21,1.4444444444444444
19,16,2.5
0,17,2.6666666666666665
0,16,2.875
3,22,2.3
9,16,2.8
1,12,2.375
0,17,1.375
1,14,2.7777777777777777
20,18,2.555555555555556
2,19,1.25
4,17,4.0
3,15,3.0
3,20,4.181818181818182
2,19,2.555555555555556
0,17,3.1
0,15,4.555555555555555
0,15,2.2222222222222223
0,18,4.636363636363637
0,15,4.7
2,18,4.1
3,17,3.0
1,16,2.888888888888889
1,19,4.181818181818182
10,17,3.6666666666666665
1,19,4.2727272727272725
0,18,4.4
5,15,1.875
0,20,3.5454545454545454
1,8,1.6
0,17,2.75
2,16,2.555555555555556
0,13,3.2857142857142856
12,13,3.4444444444444446
0,17,2.4444444444444446
0,14,2.0
1,19,2.333333333333333
3,16,2.0
30,21,1.25
0,18,4.363636363636363
1,12,4.333333333333333
1,16,3.0
0,14,3.111111111111111
10,14,3.6666666666666665
1,15,2.625
1,19,4.2
1,23,3.1
4,17,3.333333333333333
2,21,2.2222222222222223
46,20,3.3
3,17,3.7
21,17,3.4
