traits
"['TFT13_Ambusher', 'TFT13_Challenger', 'TFT13_Hoverboard', 'TFT13_JunkerKing', 'TFT13_MachineHerald', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Squad', 'TFT13_Titan']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer']"
"['TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambassador', 'TFT13_Challenger', 'TFT13_FormSwapper', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Squad', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Crime', 'TFT13_Hoverboard', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Rebel', 'TFT13_Sorcerer', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Challenger', 'TFT13_FormSwapper', 'TFT13_JunkerKing', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Titan']"
"['TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Crime', 'TFT13_Experiment', 'TFT13_Invoker', 'TFT13_MachineHerald', 'TFT13_Rebel', 'TFT13_Sorcerer', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Challenger', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Squad', 'TFT13_Warband']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Experiment', 'TFT13_Invoker', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Crime', 'TFT13_FormSwapper', 'TFT13_Hextech', 'TFT13_Infused', 'TFT13_Sorcerer', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Challenger', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Challenger', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_JunkerKing', 'TFT13_MachineHerald', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Squad', 'TFT13_Titan']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Challenger', 'TFT13_Crime', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Warband']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Cabal', 'TFT13_Family', 'TFT13_Hextech', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Sorcerer', 'TFT13_Titan', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_Rebel', 'TFT13_Sorcerer', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Crime', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Crime', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Squad']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Crime', 'TFT13_Experiment', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_Invoker', 'TFT13_Scrap', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Crime', 'TFT13_Experiment', 'TFT13_Invoker', 'TFT13_Sorcerer', 'TFT13_Titan']"
"['TFT13_Ambassador', 'TFT13_Challenger', 'TFT13_Hextech', 'TFT13_Invoker', 'TFT13_Rebel', 'TFT13_Squad', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Academy', 'TFT13_BloodHunter', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_MachineHerald', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Squad']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_MissMageTrait', 'TFT13_Rebel', 'TFT13_Sorcerer', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_BloodHunter', 'TFT13_Experiment', 'TFT13_Hextech', 'TFT13_Hoverboard', 'TFT13_MachineHerald', 'TFT13_MissMageTrait', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_Cabal', 'TFT13_Crime', 'TFT13_Invoker', 'TFT13_JunkerKing', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Academy', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Titan']"
"['TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Cabal', 'TFT13_Family', 'TFT13_Hextech', 'TFT13_Hoverboard', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Squad', 'TFT13_Watcher']"
"['TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Squad']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Challenger', 'TFT13_Experiment', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Squad', 'TFT13_Warband']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer']"
"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sorcerer']"
"['TFT13_Academy', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Academy', 'TFT13_Invoker', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hextech', 'TFT13_Hoverboard', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Squad', 'TFT13_Titan']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Titan']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Squad', 'TFT13_Titan']"
"['TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Hextech', 'TFT13_Hoverboard', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Squad']"
"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Challenger', 'TFT13_Crime', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Squad', 'TFT13_Warband']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Crime', 'TFT13_Family', 'TFT13_Hoverboard', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Squad', 'TFT13_Watcher']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Challenger', 'TFT13_FormSwapper', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Titan']"
"['TFT13_Ambassador', 'TFT13_Cabal', 'TFT13_Family', 'TFT13_Hextech', 'TFT13_Hoverboard', 'TFT13_MachineHerald', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_Crime', 'TFT13_Hextech', 'TFT13_Invoker', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Squad', 'TFT13_Titan']"
"['TFT13_Ambassador', 'TFT13_Challenger', 'TFT13_Hextech', 'TFT13_MachineHerald', 'TFT13_MissMageTrait', 'TFT13_Rebel', 'TFT13_Squad', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_MachineHerald', 'TFT13_Martialist', 'TFT13_MissMageTrait', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambassador', 'TFT13_Challenger', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Squad', 'TFT13_Titan', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_BloodHunter', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Squad']"
"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Crime', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Hextech', 'TFT13_Infused', 'TFT13_Sorcerer', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Challenger', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Sorcerer', 'TFT13_Titan']"
"['TFT13_Academy', 'TFT13_BloodHunter', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Squad']"
"['TFT13_Academy', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Warband']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Challenger', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_MachineHerald', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Titan', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_Bruiser', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Squad']"
"['TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Crime', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_HighRoller', 'TFT13_Invoker', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Squad']"
"['TFT13_Ambassador', 'TFT13_Challenger', 'TFT13_FormSwapper', 'TFT13_MachineHerald', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Squad', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Squad']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_BloodHunter', 'TFT13_Bruiser', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer']"
"['TFT13_Academy', 'TFT13_Crime', 'TFT13_Hextech', 'TFT13_Invoker', 'TFT13_MachineHerald', 'TFT13_MissMageTrait', 'TFT13_Squad', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambusher', 'TFT13_BloodHunter', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Titan']"
"['TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Challenger', 'TFT13_FormSwapper', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Titan']"
"['TFT13_Academy', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Cabal', 'TFT13_Challenger', 'TFT13_Crime', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Sorcerer', 'TFT13_Squad', 'TFT13_Teamup_Mentorship', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_BloodHunter', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Titan']"
"['TFT13_Ambassador', 'TFT13_Challenger', 'TFT13_Hextech', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_MissMageTrait', 'TFT13_Rebel', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Ambassador', 'TFT13_BloodHunter', 'TFT13_Bruiser', 'TFT13_Experiment', 'TFT13_Hoverboard', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer']"
"['TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Challenger', 'TFT13_Experiment', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Squad', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Crime', 'TFT13_Experiment', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_Infused', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sorcerer']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Challenger', 'TFT13_Martialist', 'TFT13_MissMageTrait', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Sorcerer', 'TFT13_Squad', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Titan']"
"['TFT13_Ambassador', 'TFT13_Challenger', 'TFT13_Hextech', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_JunkerKing', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Titan', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Challenger', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Pugilist', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Warband']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Challenger', 'TFT13_FormSwapper', 'TFT13_Hextech', 'TFT13_Invoker', 'TFT13_MachineHerald', 'TFT13_Rebel', 'TFT13_Squad', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambassador', 'TFT13_Ambusher', 'TFT13_Family', 'TFT13_Hextech', 'TFT13_Hoverboard', 'TFT13_Invoker', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Watcher']"
"['TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Crime', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Infused', 'TFT13_Invoker', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Squad']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_FormSwapper', 'TFT13_Invoker', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hoverboard', 'TFT13_Infused', 'TFT13_MachineHerald', 'TFT13_Sorcerer', 'TFT13_Watcher']"
"['TFT13_Academy', 'TFT13_Ambassador', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Crime', 'TFT13_Experiment', 'TFT13_FormSwapper', 'TFT13_Hextech', 'TFT13_Infused', 'TFT13_Sorcerer', 'TFT13_Warband', 'TFT13_Watcher']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Cabal', 'TFT13_Family', 'TFT13_FormSwapper', 'TFT13_Hextech', 'TFT13_Hoverboard', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Squad', 'TFT13_Titan']"
"['TFT13_Academy', 'TFT13_Ambusher', 'TFT13_Experiment', 'TFT13_Invoker', 'TFT13_JunkerKing', 'TFT13_Martialist', 'TFT13_Pugilist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Squad', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Academy', 'TFT13_FormSwapper', 'TFT13_Hextech', 'TFT13_Invoker', 'TFT13_JunkerKing', 'TFT13_MachineHerald', 'TFT13_Martialist', 'TFT13_Rebel', 'TFT13_Scrap', 'TFT13_Sorcerer', 'TFT13_Titan', 'TFT13_Warband']"
"['TFT13_Ambusher', 'TFT13_Bruiser', 'TFT13_Challenger', 'TFT13_Crime', 'TFT13_HighRoller', 'TFT13_JunkerKing', 'TFT13_MachineHerald', 'TFT13_Pugilist', 'TFT13_Scrap', 'TFT13_Sniper', 'TFT13_Squad', 'TFT13_Titan']"
