match_id,game_length,puuid,gold_left,last_round,players_eliminated,time_eliminated,total_damage_to_players,placement
NA1_5219498042,1986.7503662109375,EHK2RNUJ4dPxfsA1gWCIwDzWI_n24e0M4tE8vIWvHytqc5sTr4fKLlaMHBBoKKHZrQs3bTXwM-Yb0g,1,33,1,1908.901123046875,102,4
NA1_5219498042,1986.7503662109375,fKqbXbKSqs1O1EV7unjFcUVaOcA2Qu94HYWzjTisVQOJuwe70SCRvq7JBYkSAsHAWRik-Emj_9acHw,0,31,0,1809.0081787109375,98,6
NA1_5219498042,1986.7503662109375,w_Aw8ZLfUAQcdM09SzRnmduCXdH3CJ-BUVNq5v8DfRxvpCQPAiTAlsF5YfWLYBe1ewiyJtNuUHNWfg,0,31,0,1810.7606201171875,85,7
NA1_5219498042,1986.7503662109375,oTQ3_OvjgUl4CEsBhaZ2L8q-Nz8TqEoihU2gVpNc1PD7Jpetp1Cc5rJnobSSwIa6rZZ2nERm5EnWoQ,1,34,2,1973.8284912109375,136,1
NA1_5219498042,1986.7503662109375,dmlBxFeUM33gVOCCZgzkjur1ny1_0f-KHgjrilpO5LEB20Pvzoeu0wuBkobIgBDfai4c27vOWBBnQA,10,33,1,1905.346435546875,110,3
NA1_5219498042,1986.7503662109375,tw5mWioQHMBLuM17FLIe7xGgZ-R2Faww64rJwwzTn1wsbg2NJuS7HW7LSZmTi3CR6JePWNF5cWNH6g,0,30,0,1749.5201416015625,71,8
NA1_5219498042,1986.7503662109375,IGrUD-DARwNYZy6feXWdljC6-VskhY97y6z5wSYnmSi2AHyVa6zDbmFnsApurkx5sV0EshcJjjEBwg,15,33,0,1906.2977294921875,98,5
NA1_5219498042,1986.7503662109375,rUj2_Aqnvf5IHvSMhINPnSs03Q7R4orMT3vBpn1aGfIh_BWjJ4YkQpdh8Cmv0RqkwhBxXn7UhPMB4A,7,34,2,1971.6754150390625,107,2
NA1_5217917312,2175.44970703125,Hpeb0KBe6iEHHuHCgu-Htld1kf3Kx-M9VMguhVJI1M49b4M87X7sWs7vAn_r46hiX7MPcaV9DSY6Sg,18,38,2,2162.28125,181,1
NA1_5217917312,2175.44970703125,c9Ynft4YuGWvNTed0GGsQK5B-B8U9EbpzSOx7P8Ujcp2ylJzRYmS6_Th92hDWpl1Div6Grw5j5yNng,1,28,0,1624.2105712890625,61,7
NA1_5217917312,2175.44970703125,-XGd5ZQ5WudTxr8tIaEJBBzwEC6c0SAYnNizsmjw2JoNYmZkzYS9V7H_Wd34EV1wx4SsGHiHQUW0fg,1,30,1,1704.9102783203125,76,5
NA1_5217917312,2175.44970703125,sF2qu0AyTrVldjxwu_YqmufXD7G1RQTU0Ym3ZWqFbcCJzVRf_NEBy1XSjQHwuA5Lvhnajzl-uPJeIw,4,28,0,1618.5257568359375,64,6
NA1_5217917312,2175.44970703125,VyyXhA8jKQ8_mGqg7q7JOT0lUgDmffD7ZYPUnIWEFgMRDdFRmvjeoXeatXnb2QLub7nhlIPsPpQNfg,0,37,1,2092.788330078125,151,3
NA1_5217917312,2175.44970703125,GTqlkmKNvtjD7yRhwFTYglzIhlrdqLEWxIqzFT8gvXnaLOwtSv_HAt_Ws3OBG61My023S3FjW7VXgQ,0,26,0,1477.167724609375,27,8
NA1_5217917312,2175.44970703125,2zslbeyPIKzxr9WI5ORDsjrwqd3mE0v7k-BgLZuJ0CMmkDDfGqZ_Zimam6YUShWi0fidjRVVcm8Ytg,0,38,2,2162.28125,149,2
NA1_5217917312,2175.44970703125,tcHPMSm4Dx08m27NAmC3gKLc9OAQuictDODMiknHlNqSBXquOHRg3ibgipnNhRXBLuTWFbbp6Nz8CA,6,34,0,1943.1278076171875,109,4
NA1_5218441768,2035.9112548828125,8auC91I7GkU1gr_RwwBcUobqAmdW2cSnlMys3Fwh9_4QkbJVMQiO6UHxhU2c1cdIvNqGrXvJMsaBVQ,6,35,3,2022.99365234375,154,1
NA1_5218441768,2035.9112548828125,mHidr2U7g3z6d11w0_mIaGObhmyDh0i4ZVA_HMyf64A0nRTD759J8K-EDITPIj8CapZ5Z02xSR_jXg,0,34,1,1959.4730224609375,115,4
NA1_5218441768,2035.9112548828125,N6hUbf5jCA8XIDtWZcM67gJ3Wi06hzcTKTE-uFzfExvQPqW_RMCacerisSiUXQiUOJ1xikeQ-EiGcw,25,28,1,1639.8837890625,67,7
NA1_5218441768,2035.9112548828125,GcDEHV8miGnr9rFpc8TrO7FzRllRzQ0Hko7bwJLttXg038yK3DYRDRWHICIf00Fo8_7Dr12M3IClVw,2,34,1,1962.1766357421875,112,3
NA1_5218441768,2035.9112548828125,ldEqv22wC68ucVrtJMhhC-WPK26HCzNuo573ZVOABv7G02ENpIHm5n0c9rnIdbYAGCNvJNNu7YEA-g,1,35,1,2019.889404296875,144,2
NA1_5218441768,2035.9112548828125,9YrzSwC2L8QjDUJ7bkdsFsEF-N42YuA5keHYZsENW32KhLLBUsMPHntREdiI6cWxkN92DeTKLBeCHw,17,31,0,1797.17236328125,92,5
NA1_5218441768,2035.9112548828125,KXPD7C1vO0tzw-4IoY_qI5CB7d-ZZfQV7dGn0FOhtYdPtRkR9m39gBpkFav1IX96FbGSwY-ygK91ig,37,31,0,1804.4825439453125,101,6
NA1_5218441768,2035.9112548828125,kqIKK6nNTb80Qq6zOlvSHOIO8k2HiQZQeMR2-VYMr9PlpwWwaExdPxJzXTDt8g_nw5xDdxM4EpaM9w,0,27,0,1579.9390869140625,47,8
NA1_5221274672,2065.0546875,Rid9uvSukINwGv-ucu48H4ZnkvrzIFy1Ax_kTqu3rO26n0FI4tKP_zxSOjJ_YoN5jf4fJyzeXD4T2A,5,35,4,2051.88671875,182,1
NA1_5221274672,2065.0546875,fKqbXbKSqs1O1EV7unjFcUVaOcA2Qu94HYWzjTisVQOJuwe70SCRvq7JBYkSAsHAWRik-Emj_9acHw,1,35,1,2051.88671875,143,2
NA1_5221274672,2065.0546875,qM054OVmsZnujOIgbyhIfB4yjgLAc4RxvnocnTYAaXRAuFDmXM6pujXcdFriMW5EZB_y8_DsHJzXGg,5,30,0,1753.5865478515625,81,5
NA1_5221274672,2065.0546875,nTBiGwQRVjlzlcUQfnAC1eccr8PeRaT4Gbiu6-Tr-TY6KfCdwvQKYFrFFlTxMg810nCW6vb0nXYSiQ,0,34,0,1994.425537109375,108,4
NA1_5221274672,2065.0546875,VLQao4MLf0Y2QI_buo8Ax5FUQGcMJMw0r8JWI3023ecriZgIV288G9ohQqeTp373K4akIk1W2M1I9A,0,26,0,1525.889404296875,41,8
NA1_5221274672,2065.0546875,xqmlvsLVGrRW9J-_iLr3wLD0y6sQT-nB976t4FT6Kjsx-rx4sC2yJqjJ29l_T84st13gGZPTYzAvRw,0,28,0,1653.107177734375,59,7
NA1_5221274672,2065.0546875,AKYKkcdsU-3nVgTisI0zV2gDbugJmGzYly4E1EfOuMRVOW4FnGI5zj3jM2S2Jh8js8BPq0CvqcVmXA,1,34,1,1993.27392578125,112,3
NA1_5221274672,2065.0546875,7lX5tvckRhHatX9W6YqbVNBUsMmOv-068mGgSPdAxd_Js1NwJ2YuS2ahOyyDKwKVOUbTGzheOZUatQ,0,28,0,1660.0665283203125,66,6
NA1_5218765017,2216.537841796875,gy83pvgU6OLhFTpxPoH4cSJ-gvSTQ1MVA1uIMRlU7ivePv8cXBGsoJNbZZypsRuvTdV8GnbGM-aeTA,0,27,0,1570.2806396484375,47,7
NA1_5218765017,2216.537841796875,eUnwSLQRY9aKrVmp8JTay8f0tKf_frArl9gqcee2iRiIf4RMjERqFxbLybb_4mut4kiRs43aJOg7pw,1,26,0,1498.62060546875,28,8
NA1_5218765017,2216.537841796875,1Te2-PYRvGN4Dr__EPIqIlrdA-eut05mVZclU_X4Vqwg5_GSsSxfvl2W6Tos6wcOlQbhGnN1X3TAZQ,50,33,0,1922.784912109375,94,5
NA1_5218765017,2216.537841796875,EiK3HyIZYzPp_ntC2FpPLqdw7G9MDamalUPQ2gtCRobyYEeUm2XALfp64dBPv7GF7F0fAu3B_fpffw,0,34,1,1991.27001953125,112,4
NA1_5218765017,2216.537841796875,pApqIJtrj0MTSzP1DmfssUOA20_uPraJ4HIXGleI-k3EIgIjc_A6lLJnaowgBct_4E2iiSbmzjq2Aw,2,38,2,2203.369384765625,161,1
NA1_5218765017,2216.537841796875,AMob3iYnNPqftlrs340863hPFREH-awmghgnTOS17W-qpJpH0UuEQFmWxMz_VoVXTKLCzRuq_ZS97A,1,30,1,1733.5863037109375,76,6
NA1_5218765017,2216.537841796875,n8Tj9ghsye97PADV1byCBwVtKu1UjmlEIDwu6atRWqgt-ThcjpomCtf2u_2MqwR8fM7PrKWy4QfTcw,3,38,3,2203.369384765625,139,2
NA1_5218765017,2216.537841796875,tWUStdgWHPH1ue_bJyubPVUHw-pMPhwz3tirU5Vow1Yooh8um_e6KZOd5XBmpNmQHXsdMnsemqVQLQ,50,37,0,2135.270263671875,143,3
NA1_5216962370,2028.2098388671875,TuNOFvHxNfhKK5S2rhxZzaG-f3qVqwkFT2S_nPTUhLv3VNJNO8zIpdJF-egG2jsBgAfToGzaAw7lYw,1,31,1,1844.8759765625,98,6
NA1_5216962370,2028.2098388671875,9YrzSwC2L8QjDUJ7bkdsFsEF-N42YuA5keHYZsENW32KhLLBUsMPHntREdiI6cWxkN92DeTKLBeCHw,2,34,4,2015.0390625,148,1
NA1_5216962370,2028.2098388671875,r4NAkUDC-oI0AZAAEbGI2fKsUUwfuWeUT0id4cWtgp_qflA0CBTZRAPB_O83YceQZZhkgSsUTMH6Pw,0,33,0,1941.304931640625,113,3
NA1_5216962370,2028.2098388671875,eOW3Povs9zAjfyvOntMgInhgha_RBeHSNEOzKGYZHPHZhHHk-Rdx0_MYrqed9zagiUh_o7Gaw-IKjQ,28,33,1,1955.7742919921875,95,4
NA1_5216962370,2028.2098388671875,bR9W-ogNDIbnic8wbv4TyWvg_tJEUvdXVivqevQoHywiET2IrCurwZXW_DHgPdBznaEaTrVMes0vyQ,0,34,1,2015.0390625,117,2
NA1_5216962370,2028.2098388671875,9BRzT-QuVuikzy_St_9n_VHaEpAGIjF7nRZ-hX-m_gK281fryOo_iuLJjychXktzQuUTx8eeWjkqUg,4,30,0,1783.4169921875,66,7
NA1_5216962370,2028.2098388671875,w_Aw8ZLfUAQcdM09SzRnmduCXdH3CJ-BUVNq5v8DfRxvpCQPAiTAlsF5YfWLYBe1ewiyJtNuUHNWfg,8,28,0,1665.266845703125,76,8
NA1_5216962370,2028.2098388671875,Mwkv75C9_fxKsMUIDIOix-JoA7rqbAceZzE9FpvqArMJRapiX8HzZGJ6SG7JwQIwxJpkfgv0ghjNLA,0,31,0,1838.56787109375,97,5
NA1_5219455444,2164.20751953125,DVdayxKU08ACxfJ5XtkfnTcm2jc917EMp3U4foxtgruvLmpM24s8aL6pUUATa-SCqfokj0Q_-D0fug,1,38,2,2151.033447265625,157,2
NA1_5219455444,2164.20751953125,5ytZRjBw2aUE3pajodzjagTkRT90komWQW-HVLPvtZW2ghY8pq6tl1mRxU5o1QfwdV9hsg6n5fKGNA,0,35,2,2016.068603515625,124,3
NA1_5219455444,2164.20751953125,A8MujbH9RnDCIiDIhMIip4owhLmiUatzDpu8wUdxlTUMenr-xC_BTipQW3Q_5DNqseuhfvTgpEEsxw,0,26,0,1497.906494140625,42,8
NA1_5219455444,2164.20751953125,ex1Hu83808GQz0W1HXmDpJgIQ0_JkOdYvPZk7kkWUHWPVk6Qni7lg7OqhN5B_wrUVRt9Yh-aARLFOQ,54,38,3,2151.033447265625,218,1
NA1_5219455444,2164.20751953125,w_Aw8ZLfUAQcdM09SzRnmduCXdH3CJ-BUVNq5v8DfRxvpCQPAiTAlsF5YfWLYBe1ewiyJtNuUHNWfg,11,27,0,1570.4249267578125,50,7
NA1_5219455444,2164.20751953125,l5KXKODJqLGT4BXLkhOmmR6i82C4gDPC73N-YfVYHg4iBLQvkD96KYfkLVxcYN7HXQoc-2doHWiySQ,20,28,0,1643.1121826171875,50,5
NA1_5219455444,2164.20751953125,Zp9gBe6Jb5ldaXO_gf6lJhd3qojd1CFJx06_N-AytVRTO64YRXDT-0y-x0J3ocR4NUBN-Jr-q8wm3w,0,30,0,1722.596435546875,71,4
NA1_5219455444,2164.20751953125,rNKwIp4CjcUVTAYsMf3IfV2pY71Q13sq3dUMjdBH3H8F08iCtnl9A8q9MEcI5pwWelnkjeoq3Y7fng,39,28,0,1635.35205078125,67,6
NA1_5215649857,2069.47265625,NbWLI076uVLX43Rn3LV6x-Wk4O5kNze4ZEMlAjAxxfAiMCdvDLB3ydocpC9f-hjSBfCcMvowMX2uXw,39,26,0,1517.69091796875,48,8
NA1_5215649857,2069.47265625,Zzscp5QabkohFX4fDc9J10kNIlbxeF1xd6Y7k26Sm8I3O9L-68nK4qcrrYwVokJuOaylXl-BwyQsvg,0,35,0,2055.803955078125,127,2
NA1_5215649857,2069.47265625,nu5rs8OyQNve_6wnMvq4jPGQx9kEME3W6S_m41cXVZz1p2Ey1vPnsSza8nDDngryM_v67TAYgabpBw,25,31,0,1821.6961669921875,82,4
NA1_5215649857,2069.47265625,dfVSjBWV_iOqT5exnd6M-z6hzXyqz4mitkh-npKfWqQD7fBqZ393zHGprdLnL9MQ1Gqp-JZzpOEvbA,12,28,0,1643.789794921875,60,7
NA1_5215649857,2069.47265625,6xpCwx9nO0KuzCRcFHDXcLnvN-4ZG89taBFNHs_-aMUVnNH6DkH6bbGUJY0TfF6eEf5FQwC9EvS4tQ,12,35,4,2057.0556640625,145,1
NA1_5215649857,2069.47265625,CtYdREHyXczFbZjIt-NJGO0j0e-uniM2wo6fANzLB7TjEUJuEtu5WTPslg1KFSWeYh1eJxLVDkBkeg,1,28,0,1655.2552490234375,57,6
NA1_5215649857,2069.47265625,k0IaZl6lA2MmxtILKXFWClZs8pL8GKBDUonh52tF29ZWIFXMkIj1r7F_71hibMGfNUg-uhnr_5ubmQ,1,35,1,2052.29931640625,124,3
NA1_5215649857,2069.47265625,wCGWOBEfD1exFdmySiesc6P33ZGZb64LYz9puf1oQuKF6a-9gmuxsYU2C4QAQ7gr5N2JmbjyuS_HjQ,8,31,0,1831.7103271484375,89,5
NA1_5220787052,2083.615478515625,iuB-yTyUKQ9HC_UvGdvO7W3b2VBBaaHZNhkaJ1ZdU8rw5u72ug80tS0Bv_zEBl9tVZQsUrjxxymjxA,2,34,3,2075.22216796875,192,1
NA1_5220787052,2083.615478515625,bR9W-ogNDIbnic8wbv4TyWvg_tJEUvdXVivqevQoHywiET2IrCurwZXW_DHgPdBznaEaTrVMes0vyQ,0,28,0,1758.05615234375,77,4
NA1_5220787052,2083.615478515625,oSTQ7bL0hN-Os6T0N9vba0VNG0KcFUfhBDdrPZrY48vGJDg6w5guPfyHBkZ387780WxeUuUAogaeZA,39,27,0,1692.368896484375,63,7
NA1_5220787052,2083.615478515625,zZXMVgOFImkDkCoAmlOPrmtfC0k5hJucp4sWXwZOIjgKsDT7lzSp-o_Lel7cmlxkZ5IG3ui6J52Shw,12,24,0,1509.5374755859375,32,8
NA1_5220787052,2083.615478515625,qk9pHi3PP6xlg61eJTAJWlrRuSQw3_8Xy1UrkvKwFhMzUyl8D7I8e1ZM05ZniQh1A4eNH9CkPXfEHA,1,28,1,1748.2926025390625,75,5
NA1_5220787052,2083.615478515625,npxt3bfhVx6rQiSkhxQdHdEjEuenVnWZkgH45WpLb6Z2cm3Nwru61REM_jmNzoVl5r45zrAwO56zMw,0,34,1,2075.22216796875,119,2
NA1_5220787052,2083.615478515625,7KfVILP-wpGZhFkhkPof71G4c4nSdUT1Ep6VOLvpLDYUd_CMKA0Pfwgeto0e_cXi104Ss7mfJBxRcQ,1,28,0,1753.199462890625,82,6
NA1_5220787052,2083.615478515625,brIx6a3lj5HRZ3b0WP-M7VoRFaTwmUU09rMZCHbwvSrGnchxNrX-N0okbj9CaswBh6lkYRAta91MxA,5,30,2,1842.671142578125,78,3
NA1_5221292613,2264.76806640625,zdaggeXpTlbgKnBhqMRmZZFBx5RuuUOhigbNu427wmDU97WofDe2lkej6pJh3GOZRXkLFW5neYfJNQ,0,24,0,1491.408447265625,22,8
NA1_5221292613,2264.76806640625,qLfYsu6pupKjU5pXpNyZ_3iQeceaPH1BPTme0GCdZ_5BiuAYxx2XNn7eEKOjFOAHiH2ZAjZ0LJIV5g,0,35,2,2111.846435546875,109,3
NA1_5221292613,2264.76806640625,2Q_VzOXsn7fcnwMDAip3iug7WFZcX0rMt8gqc47Uvo1HRoL-pErRIYpUXiCryrZxLI3VMKIEyKIvFw,1,30,1,1811.618408203125,68,7
NA1_5221292613,2264.76806640625,nvK66gLcF4Yt8IlgxsmZRmylaB0n0ORILL8TZVNix5J3UIG2WkJMzm1KWRXj7iGe7-tu-SucRWng9Q,1,33,0,1977.2880859375,78,5
NA1_5221292613,2264.76806640625,ZMu20AGdcBisYSnVY49XgPN9YwxDHRzvyEDTxsIn6judTAHTYXh3oHowVl2vsU8LyVtSjC7yKQq9GA,0,33,0,1974.534423828125,88,4
NA1_5221292613,2264.76806640625,H3_qXGaJTCPHPQ7o43CWyK_wQ9HwfKxsgyS-VG48zPkP0xtcDd1vLqup-5DrnO2Q6zgn9tM-pmAMbg,1,33,0,1989.3150634765625,103,6
NA1_5221292613,2264.76806640625,5HEAmEFkdpJV3p2UyYZu6sVQ4mpJxxRGPUfeFDaKgevNFbMlXhIlClvezHr_IEPNDTJNmjj4hXJUHQ,2,38,2,2251.95068359375,203,1
NA1_5221292613,2264.76806640625,lBaj5_vt90eT5dxyjKRZyAplZ35fCCdhs7L-SI7c3B93sDWUXGQ5_p-gUU5hizjlj55VdSVzOfxekA,0,38,2,2251.95068359375,147,2
NA1_5219960764,2046.099853515625,IsKND1AAPXC2wxkk_VTbjkkJQS1JChulE2tcl1HYg37evEb1qO4bMhgM04LklX4Ufscv3jPkUH6f5A,0,34,0,1967.510498046875,115,4
NA1_5219960764,2046.099853515625,FGrpZgSKfTOLCfpq-y5bcM4wLYlKbVlbxIaeDq7_Oj9j9eX1seLr1CfsbGCBhk4jDEkGuBTjL23jvA,4,35,3,2033.4327392578125,149,1
NA1_5219960764,2046.099853515625,BE98ug9jmIN-HDGmb_MfAZXMNnp_HQxNDxqOZbWc-7addxHk1vq6o6RB-ifWrYBmE-omqJigVwR63g,1,28,0,1655.922119140625,53,8
NA1_5219960764,2046.099853515625,NQN8ERYmBXpoFJcTEdhVPw0ydCEvPlT_fFp0OBauJiHpG75Z4PUu1Ur3Sx99PH2aSw31I8-xNOFkHg,4,30,0,1744.298828125,80,6
NA1_5219960764,2046.099853515625,eBwTBiyJWdIQXMgTELspUrqPv4xL2Plyq1zD5HGd6h1F2oxSOSa8o-SKEzZdUrkA4Op1SQttA2xLoA,0,35,1,2031.4300537109375,133,2
NA1_5219960764,2046.099853515625,bR9W-ogNDIbnic8wbv4TyWvg_tJEUvdXVivqevQoHywiET2IrCurwZXW_DHgPdBznaEaTrVMes0vyQ,2,34,1,1973.3682861328125,109,5
NA1_5219960764,2046.099853515625,C_ikbbu9ZXN5UkU2kxiOikUayng1tJ3SrqzgsLHEWaYBJbRAl7ZbuC7tjq0Ooev6qxyZv3a4bj6K4Q,23,28,0,1659.1263427734375,69,7
NA1_5219960764,2046.099853515625,__vlt41p3v5rig8bLiyB1-WO9d6IsmNgW5nE_HeV8GzI6cLNNQOjf7aWQMcg_cokzJROes255ulY9Q,3,35,2,2032.2310791015625,131,3
NA1_5215869268,2363.208984375,-SLKn5-gxS91LKHC5Mhtq8dJ7uQy1ANtFJMK8litoEdd4sQ3MG6F2SDEG8vhmcpgzCp6dOotn9JlUQ,1,41,2,2348.888916015625,171,2
NA1_5215869268,2363.208984375,z4jaLYAo1sgvo3seiJ9ufnfOaBAX3nOk6lC34kd7zMWUghdjiC_rQWgKXJmFwr2o6pXVTwpKNUV1gQ,0,37,0,2143.18359375,141,3
NA1_5215869268,2363.208984375,fKqbXbKSqs1O1EV7unjFcUVaOcA2Qu94HYWzjTisVQOJuwe70SCRvq7JBYkSAsHAWRik-Emj_9acHw,0,33,1,1930.559326171875,98,4
NA1_5215869268,2363.208984375,fAs1BJT3sKfg8bwNQN1UHTiw6ALWt-_K3ETd8Sa2AYZpStLzSOaCms6Ljv6I9R41LQ9pQ9VW6lCeUg,35,26,0,1524.498291015625,37,7
NA1_5215869268,2363.208984375,Gns9pnk7C_RtdxvjB7ku3GVHZPW_UNzswDaZWcpizA1fgkB6WVTj42-SaRlNxGVMxsb592rbZtUc2g,0,28,0,1667.90234375,58,6
NA1_5215869268,2363.208984375,Lby_-x3MWiwiarFGQ0mjzwoexvd9CY8pVIBftDSRTWjj2YW_NTkGjqVkb1yrie45LqRBO9L8gNGQVA,21,26,0,1515.779052734375,38,8
NA1_5215869268,2363.208984375,UxBwnWvvSkewvQ7jIc1bUm2SEQnbm79T1W_BaEmZAJHIsy9gkVbx0HrTZ0fQlOt03G1l31mMSk6UHg,2,30,1,1754.026611328125,82,5
NA1_5215869268,2363.208984375,LVyL4tTKB8Bk45sUcdiRdj4ZXZahGtt9qLRfkj5jUJUT7tXMMnzsl0ux8Qae07zGe5PCPvCmuIuKOQ,11,41,4,2350.04052734375,224,1
NA1_5220983642,1866.0643310546875,bSgMUZll8VKJKplOwxyg04fx02cvP9NDIXwODdUhtm7x-zqQWWfnV1UD5DTm7dTaSVeWvENve74gsA,0,30,0,1793.0618896484375,77,4
NA1_5220983642,1866.0643310546875,AKYKkcdsU-3nVgTisI0zV2gDbugJmGzYly4E1EfOuMRVOW4FnGI5zj3jM2S2Jh8js8BPq0CvqcVmXA,8,31,1,1799.4779052734375,102,3
NA1_5220983642,1866.0643310546875,6na9xZoc9HcmLezYSmal2KJSt7I1n1kT-jn7f83DQ8xARZYZVlSsYnwsKfxWQC2Byc8kndF4t5aUCg,9,27,0,1629.0220947265625,39,8
NA1_5220983642,1866.0643310546875,muWedXo0jN4bwepsZ9UXR2uSVRWFayXfSsXTvOaaNilb1ScuxOfrIGvXXI4OoYIJjD8lkMlhzvKOeA,10,32,2,1852.8636474609375,194,1
NA1_5220983642,1866.0643310546875,WmDCEVsKiYLyFEZx_dp0oShoMK8wjgl4XR5kuHmVS60R_AbEht7Iat4NVwFH7NSyXhT2Rs99GGk1og,62,32,2,1852.8636474609375,121,2
NA1_5220983642,1866.0643310546875,iuB-yTyUKQ9HC_UvGdvO7W3b2VBBaaHZNhkaJ1ZdU8rw5u72ug80tS0Bv_zEBl9tVZQsUrjxxymjxA,0,28,0,1696.2845458984375,69,6
NA1_5220983642,1866.0643310546875,L8gXE1LsUmFw4ZN3BVmp1sN-Uc4hgsia8V6poArL35zFVAs-WGUafauzwbXNahjUFjzlYPXpzgstjw,1,30,0,1785.05126953125,75,5
NA1_5220983642,1866.0643310546875,rbWTr9hHoT4e2uo5i97_oEg3y0fm8-zb_4cwpjEdzq9hkmcOB9G5-lqu4nxqtRFO8rC1UXD2HQrtLA,33,27,0,1636.58203125,46,7
NA1_5220149057,2140.275634765625,0V5rn3EGaWGw0sgRU3B2r5aBhn9B5y5SCIBM8Frb_dCzP2Box6WsfDqoQE4dwp-Uj-ZKxSjmb125ag,12,24,0,1411.970458984375,32,8
NA1_5220149057,2140.275634765625,Hrw-tFkss6BMhJ0ltDkbvzWnT6ZyDfsDsT7p9zKK-eESzU4aR4qvdOSfUgpZkEzqT9r1VMhhotFO2w,3,37,3,2127.107421875,199,1
NA1_5220149057,2140.275634765625,sDr7TcYiu_qshZQcDfwgJLrh6PvM4bbrLOdFmX8DbT83GRFKkPDu1h7eAfg9oSe57_E9qQb3GHEhuQ,1,30,0,1748.41552734375,75,6
NA1_5220149057,2140.275634765625,bSgMUZll8VKJKplOwxyg04fx02cvP9NDIXwODdUhtm7x-zqQWWfnV1UD5DTm7dTaSVeWvENve74gsA,1,37,0,2127.107421875,130,2
NA1_5220149057,2140.275634765625,BE98ug9jmIN-HDGmb_MfAZXMNnp_HQxNDxqOZbWc-7addxHk1vq6o6RB-ifWrYBmE-omqJigVwR63g,1,37,2,2125.455078125,135,3
NA1_5220149057,2140.275634765625,LHyQBENS4SQaPH93Lyy0uAgRVb30OUecVA7YWhSsCuMKkqZRtVioxcC0eJZ8GH-ChZ6NI1RfLuPxYw,45,33,1,1911.293212890625,88,4
NA1_5220149057,2140.275634765625,XkqUGbN4C9eW2hf5ykiKlWgaydfEPA6ro4wsr69dYLdHLTUtj7whIkTpXnSFPT528ETWonh34YX1JQ,2,31,0,1808.5252685546875,62,5
NA1_5220149057,2140.275634765625,rUj2_Aqnvf5IHvSMhINPnSs03Q7R4orMT3vBpn1aGfIh_BWjJ4YkQpdh8Cmv0RqkwhBxXn7UhPMB4A,2,27,0,1572.6278076171875,60,7
NA1_5218813640,2027.8349609375,EiK3HyIZYzPp_ntC2FpPLqdw7G9MDamalUPQ2gtCRobyYEeUm2XALfp64dBPv7GF7F0fAu3B_fpffw,2,34,0,1862.8470458984375,110,4
NA1_5218813640,2027.8349609375,oGjbCdsM7SfoN16dscw_-PB0G-q3CzyID-481qmP9SIyST-O29e7lQzelfGos_WBLj43I3-aNm1ktw,3,33,0,1798.658447265625,86,5
NA1_5218813640,2027.8349609375,1Te2-PYRvGN4Dr__EPIqIlrdA-eut05mVZclU_X4Vqwg5_GSsSxfvl2W6Tos6wcOlQbhGnN1X3TAZQ,1,31,0,1712.2723388671875,95,6
NA1_5218813640,2027.8349609375,2zslbeyPIKzxr9WI5ORDsjrwqd3mE0v7k-BgLZuJ0CMmkDDfGqZ_Zimam6YUShWi0fidjRVVcm8Ytg,1,34,1,1866.4521484375,119,3
NA1_5218813640,2027.8349609375,WXqyTpxq8p_B-nCY5t3BxeE6B1JK_LrSt6RWwd1m2ajjfQmUjbSRh9Tco0Cp1EWjczCx5_iRK3mieg,24,37,3,2014.61669921875,131,2
NA1_5218813640,2027.8349609375,vKSUMeIi5-xpH6A-Yl4oCpnsH_69GDOpzMA6B-8aMs7JG9WF06A1MHcCdSuVYOtN2Kl1UAqymdMOyw,5,27,0,1494.1458740234375,47,8
NA1_5218813640,2027.8349609375,NzC7Av2WIGlDNhKy5htrFWXTHc-wSI2ta2lVsRr-2LXU85q7iGd_JLEGfnwqyyXhFsgjOF1Epi00Iw,2,37,3,2015.91845703125,157,1
NA1_5218813640,2027.8349609375,vj7_ipIGYiZM0u8e1Xg0m2af-8WhA-C8mstyLJlxLEj6VFRBLCVutEtEdAPxWwc4YyuJQvWrR90AUg,1,31,0,1705.814208984375,70,7
NA1_5220427409,2150.052734375,bJGKlmn4bsCVqJFrUtw3HbcaLQ22SlbH1bMZVSaPqVlIsRG-NdmQOhe71c5Xnp-FDnCFW3AR-oEsng,0,34,0,1946.270751953125,112,4
NA1_5220427409,2150.052734375,z4jaLYAo1sgvo3seiJ9ufnfOaBAX3nOk6lC34kd7zMWUghdjiC_rQWgKXJmFwr2o6pXVTwpKNUV1gQ,2,35,1,2000.9735107421875,92,3
NA1_5220427409,2150.052734375,gSMWbDk78NTkzgYyw_xCjuA5ziygNPV2uJlA75D_102bH2QMsFs7STvrqg6PsUDdHoJtugR06wA2yg,6,38,3,2137.7353515625,206,1
NA1_5220427409,2150.052734375,bU5pQkFr_OcMEGlKRiKNZ5B5Jqy6_NlseC1bjGa1qD0rQAUV0-xAEsXJ78i7AXct-6NifP6Qpz2LBA,0,38,2,2137.7353515625,141,2
NA1_5220427409,2150.052734375,KY6XpS1IHsBfuS-NuwbD8aULOiIcqvBen3S8XVboxOB7VJnBQrBTF_oFXTscHiqgYKS6NqYQHy1cfw,1,33,0,1883.86328125,99,5
